Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 36_level_0_Matches
155,Sergi Darder,es ESP,"MF,FW",Mallorca,30,1993,38,34,2744,30.5,2,6,8,2,0,0,4,0,2.1,2.1,3.7,5.8,37,142,83,0.07,0.20,0.26,0.07,0.26,0.07,0.12,0.19,0.07,0.19,Matches
156,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,30,1994,34,23,2106,23.4,3,5,8,3,0,0,7,0,1.3,1.3,5.6,6.9,85,231,64,0.13,0.21,0.34,0.13,0.34,0.06,0.24,0.29,0.06,0.29,Matches
157,Mouctar Diakhaby,gn GUI,DF,Valencia,27,1996,13,7,653,7.3,2,0,2,2,0,0,0,0,1.5,1.5,0.0,1.5,5,14,2,0.28,0.00,0.28,0.28,0.28,0.20,0.00,0.21,0.20,0.21,Matches
158,Assane Diao,sn SEN,FW,Betis,18,2005,10,2,277,3.1,1,2,3,1,0,0,0,0,0.8,0.8,1.5,2.3,9,1,27,0.32,0.65,0.97,0.32,0.97,0.26,0.50,0.75,0.26,0.75,Matches
159,Moussa Diarra,ml MLI,DF,Alavés,23,2000,26,20,1866,20.7,0,0,0,0,0,0,6,0,0.0,0.0,0.1,0.2,12,70,31,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
160,Brahim Díaz,ma MAR,"FW,MF",Real Madrid,24,1999,31,16,1385,15.4,4,2,6,4,0,0,0,0,5.3,5.3,3.3,8.6,39,74,110,0.26,0.13,0.39,0.26,0.39,0.34,0.22,0.56,0.34,0.56,Matches
161,Daniel Díaz,es ESP,MF,Real Sociedad,18,2006,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
162,Pedro Díaz,es ESP,MF,Rayo Vallecano,26,1998,26,12,1211,13.5,3,0,3,3,0,1,2,0,2.4,1.6,2.1,3.7,27,62,49,0.22,0.00,0.22,0.22,0.22,0.18,0.16,0.33,0.12,0.27,Matches
163,Diego,es ESP,FW,Leganés,24,2000,28,13,1195,13.3,3,0,3,3,0,0,2,0,3.8,3.8,0.2,4.0,9,16,49,0.23,0.00,0.23,0.23,0.23,0.28,0.02,0.30,0.28,0.30,Matches
164,Stole Dimitrievski,mk MKD,GK,Valencia,30,1993,4,4,360,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
165,Yan Diomandé,ci CIV,"MF,FW",Leganés,17,2006,10,6,545,6.1,2,1,3,2,0,0,1,0,1.4,1.4,0.9,2.3,37,16,64,0.33,0.17,0.50,0.33,0.50,0.24,0.14,0.38,0.24,0.38,Matches
166,Álvaro djaló,gw GNB,FW,Athletic Club,24,1999,17,7,659,7.3,1,0,1,1,0,0,2,0,0.8,0.8,0.9,1.7,22,13,60,0.14,0.00,0.14,0.14,0.14,0.11,0.12,0.23,0.11,0.23,Matches
167,Djené,tg TOG,"DF,MF",Getafe,32,1991,31,31,2548,28.3,0,0,0,0,0,0,10,1,0.3,0.3,0.6,0.9,18,74,21,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
168,Marko Dmitrović,rs SRB,GK,Leganés,32,1992,32,32,2880,32.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
169,Marc Domenech,es ESP,"FW,MF",Mallorca,18,2006,10,3,303,3.4,0,0,0,0,0,0,0,0,0.7,0.7,0.2,0.9,1,4,21,0.00,0.00,0.00,0.00,0.00,0.22,0.06,0.27,0.22,0.27,Matches
170,Carlos Dominguez,es ESP,DF,Celta Vigo,23,2001,19,13,1181,13.1,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,15,66,4,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
171,Israel Domínguez,es ESP,FW,Sevilla,21,2003,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
172,Sergi Dominguez,es ESP,DF,Barcelona,19,2005,3,2,172,1.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,13,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
173,Anastasios Douvikas,gr GRE,FW,Celta Vigo,24,1999,20,6,700,7.8,3,1,4,3,0,0,2,0,4.4,4.4,0.2,4.7,6,6,43,0.39,0.13,0.51,0.39,0.51,0.57,0.03,0.60,0.57,0.60,Matches
174,Domingos Duarte,pt POR,DF,Getafe,29,1995,22,21,1859,20.7,1,0,1,1,0,0,4,2,0.2,0.2,0.1,0.3,3,47,3,0.05,0.00,0.05,0.05,0.05,0.01,0.00,0.01,0.01,0.01,Matches
175,Duk,cv CPV,"MF,FW",Leganés,24,2000,10,1,179,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.7,0.7,10,3,21,0.00,0.00,0.00,0.00,0.00,0.01,0.33,0.34,0.01,0.34,Matches
176,Pablo Durán,es ESP,"FW,MF",Celta Vigo,23,2001,27,15,1394,15.5,4,4,8,4,0,0,3,0,3.6,3.6,2.8,6.5,24,30,124,0.26,0.26,0.52,0.26,0.52,0.24,0.18,0.42,0.24,0.42,Matches
177,Hugo Duro,es ESP,FW,Valencia,24,1999,31,25,2166,24.1,11,2,13,10,1,1,5,0,9.4,8.6,1.3,9.9,13,28,88,0.46,0.08,0.54,0.42,0.50,0.39,0.05,0.44,0.36,0.41,Matches
178,Chidera Ejuke,ng NGA,FW,Sevilla,26,1998,25,9,966,10.7,2,1,3,2,0,0,0,0,1.1,1.1,1.9,3.0,75,38,101,0.19,0.09,0.28,0.19,0.28,0.10,0.17,0.28,0.10,0.28,Matches
179,Aritz Elustondo,es ESP,DF,Real Sociedad,30,1994,22,16,1457,16.2,0,0,0,0,0,0,2,1,0.4,0.4,0.2,0.6,17,51,4,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Matches
180,Adri Embarba,es ESP,"FW,MF",Rayo Vallecano,32,1992,35,18,1607,17.9,1,1,2,1,0,0,4,0,2.1,2.1,2.7,4.8,47,45,114,0.06,0.06,0.11,0.06,0.11,0.12,0.15,0.27,0.12,0.27,Matches
181,Endrick,br BRA,FW,Real Madrid,18,2006,22,3,363,4.0,1,0,1,1,0,0,1,0,2.5,2.5,0.5,3.0,12,8,32,0.25,0.00,0.25,0.25,0.25,0.61,0.12,0.73,0.61,0.73,Matches
182,Alfonso Espino,uy URU,DF,Rayo Vallecano,32,1992,16,9,833,9.3,0,1,1,0,0,0,4,0,0.4,0.4,0.6,1.1,10,39,29,0.00,0.11,0.11,0.00,0.11,0.05,0.07,0.12,0.05,0.12,Matches
183,Dario Essugo,pt POR,MF,Las Palmas,19,2005,27,25,1938,21.5,1,0,1,1,0,0,11,2,0.7,0.7,0.4,1.0,18,76,8,0.05,0.00,0.05,0.05,0.05,0.03,0.02,0.05,0.03,0.05,Matches
184,Etienne Eto'o,cm CMR,FW,Rayo Vallecano,21,2002,2,0,40,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
185,Karl Etta Eyong,cm CMR,"MF,FW",Villarreal,20,2003,4,0,37,0.4,1,0,1,1,0,0,0,0,0.4,0.4,0.0,0.4,0,0,0,2.43,0.00,2.43,2.43,2.43,0.88,0.00,0.88,0.88,0.88,Matches
186,Edu Expósito,es ESP,MF,Espanyol,27,1996,19,12,1045,11.6,0,2,2,0,0,0,3,0,1.0,1.0,3.2,4.2,23,64,41,0.00,0.17,0.17,0.00,0.17,0.09,0.27,0.36,0.09,0.36,Matches
187,Abde Ezzalzouli,ma MAR,"FW,MF",Betis,22,2001,32,23,1984,22.0,2,2,4,2,0,1,2,0,8.0,7.2,2.0,9.3,117,68,215,0.09,0.09,0.18,0.09,0.18,0.36,0.09,0.46,0.33,0.42,Matches
188,Ansu Fati,es ESP,FW,Barcelona,21,2002,6,3,233,2.6,0,0,0,0,0,0,1,0,1.0,1.0,0.2,1.1,7,6,32,0.00,0.00,0.00,0.00,0.00,0.38,0.06,0.44,0.38,0.44,Matches
189,Nabil Fekir,fr FRA,MF,Betis,31,1993,2,2,180,2.0,0,1,1,0,0,0,0,0,0.7,0.7,0.6,1.2,9,10,18,0.00,0.50,0.50,0.00,0.50,0.34,0.28,0.62,0.34,0.62,Matches
190,Kiko Femenía,es ESP,DF,Villarreal,33,1991,28,27,2227,24.7,0,1,1,0,0,0,7,0,0.4,0.4,1.3,1.7,52,112,44,0.00,0.04,0.04,0.00,0.04,0.01,0.05,0.07,0.01,0.07,Matches
191,Aitor Fernández,es ESP,GK,Osasuna,33,1991,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
192,Álvaro Fernández,es ESP,GK,Sevilla,26,1998,9,8,747,8.3,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
193,Pelayo Fernandez,es ESP,DF,Rayo Vallecano,21,2003,2,1,98,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
194,Roberto Férnandez,es ESP,FW,Espanyol,22,2002,19,18,1497,16.6,6,0,6,6,0,0,1,0,3.6,3.6,0.6,4.2,7,17,50,0.36,0.00,0.36,0.36,0.36,0.21,0.04,0.25,0.21,0.25,Matches
195,Valery Fernández,es ESP,"MF,FW",Mallorca,24,1999,18,1,309,3.4,2,0,2,2,0,0,1,0,0.8,0.8,0.0,0.9,2,5,14,0.58,0.00,0.58,0.58,0.58,0.24,0.01,0.25,0.24,0.25,Matches
196,André Ferreira,pt POR,GK,Valladolid,28,1996,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
197,Mateo Flores,es ESP,MF,Betis,20,2004,6,1,153,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,9,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
198,Pablo Fornals,es ESP,"MF,FW",Betis,28,1996,26,22,1827,20.3,2,0,2,2,0,0,2,0,1.8,1.8,3.3,5.1,32,146,85,0.10,0.00,0.10,0.10,0.10,0.09,0.16,0.25,0.09,0.25,Matches
199,Héctor Fort,es ESP,DF,Barcelona,17,2006,17,5,585,6.5,0,0,0,0,0,0,2,0,0.2,0.2,0.9,1.1,14,26,33,0.00,0.00,0.00,0.00,0.00,0.04,0.13,0.17,0.04,0.17,Matches
200,Dimitri Foulquier,fr FRA,DF,Valencia,31,1993,32,25,2299,25.5,0,1,1,0,0,0,6,0,0.4,0.4,1.4,1.8,48,97,66,0.00,0.04,0.04,0.00,0.04,0.02,0.05,0.07,0.02,0.07,Matches
201,Juan Foyth,ar ARG,DF,Villarreal,26,1998,19,17,1517,16.9,1,0,1,1,0,0,4,0,2.4,2.4,0.3,2.8,13,65,11,0.06,0.00,0.06,0.06,0.06,0.14,0.02,0.16,0.14,0.16,Matches
202,Fran,es ESP,GK,Real Madrid,19,2005,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
203,Alejandro Francés,es ESP,DF,Girona,21,2002,18,13,1173,13.0,0,0,0,0,0,0,2,0,0.2,0.2,0.3,0.6,18,63,21,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.04,0.02,0.04,Matches
204,Enric Franquesa,es ESP,"DF,FW",Leganés,27,1997,12,7,616,6.8,1,0,1,1,0,0,1,0,0.3,0.3,0.1,0.4,11,12,30,0.15,0.00,0.15,0.15,0.15,0.04,0.02,0.06,0.04,0.06,Matches
205,Jorge de Frutos,es ESP,"FW,MF",Rayo Vallecano,27,1997,36,30,2495,27.7,6,3,9,6,0,0,3,1,6.3,6.3,3.4,9.8,77,44,201,0.22,0.11,0.32,0.22,0.32,0.23,0.12,0.35,0.23,0.35,Matches
206,Darío Fuentes,es ESP,DF,Sevilla,21,2003,1,0,5,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
207,Manuel Fuster,es ESP,"FW,MF",Las Palmas,26,1997,28,8,1003,11.1,2,1,3,2,0,0,2,0,0.7,0.7,1.8,2.5,23,71,75,0.18,0.09,0.27,0.18,0.27,0.07,0.16,0.23,0.07,0.23,Matches
208,Javi Galán,es ESP,DF,Atlético Madrid,29,1994,25,21,1784,19.8,0,3,3,0,0,0,8,0,0.2,0.2,3.9,4.1,52,54,107,0.00,0.15,0.15,0.00,0.15,0.01,0.19,0.20,0.01,0.20,Matches
209,Iñigo Ruiz de Galarreta,es ESP,MF,Athletic Club,30,1993,26,18,1477,16.4,0,4,4,0,0,0,5,0,0.5,0.5,2.9,3.4,27,137,39,0.00,0.24,0.24,0.00,0.24,0.03,0.18,0.21,0.03,0.21,Matches
210,Conor Gallagher,eng ENG,MF,Atlético Madrid,24,2000,32,19,1633,18.1,3,3,6,3,0,0,2,0,2.8,2.8,1.2,3.9,24,64,64,0.17,0.17,0.33,0.17,0.33,0.15,0.06,0.22,0.15,0.22,Matches
211,Facundo Garcés,my MAS,DF,Alavés,24,1999,10,7,678,7.5,0,0,0,0,0,0,2,0,0.1,0.1,0.8,0.9,3,12,3,0.00,0.00,0.00,0.00,0.00,0.01,0.11,0.12,0.01,0.12,Matches
212,Álvaro García,es ESP,"FW,MF",Rayo Vallecano,31,1992,36,28,2559,28.4,4,5,9,4,0,0,4,0,7.6,7.6,5.0,12.6,68,71,245,0.14,0.18,0.32,0.14,0.32,0.27,0.18,0.44,0.27,0.44,Matches
213,Eric García,es ESP,"DF,MF",Barcelona,23,2001,29,14,1566,17.4,2,3,5,2,0,0,4,0,2.3,2.3,0.8,3.1,18,109,22,0.11,0.17,0.29,0.11,0.29,0.13,0.05,0.18,0.13,0.18,Matches
214,Fran Garcia,es ESP,DF,Real Madrid,24,1999,31,24,2171,24.1,0,2,2,0,0,0,0,0,0.9,0.9,1.8,2.7,78,119,177,0.00,0.08,0.08,0.00,0.08,0.04,0.08,0.11,0.04,0.11,Matches
215,Gonzalo García,es ESP,"FW,DF",Real Madrid,20,2004,3,0,56,0.6,0,1,1,0,0,0,0,0,0.5,0.5,1.0,1.5,0,0,3,0.00,1.61,1.61,0.00,1.61,0.79,1.56,2.35,0.79,2.35,Matches
216,Joan García,es ESP,GK,Espanyol,23,2001,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
217,Pablo Garcia,es ESP,FW,Betis,18,2006,3,0,38,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
218,Rubén García,es ESP,"FW,MF",Osasuna,31,1993,36,30,2413,26.8,5,5,10,5,0,0,2,0,3.2,3.2,3.6,6.8,37,112,157,0.19,0.19,0.37,0.19,0.37,0.12,0.13,0.25,0.12,0.25,Matches
219,Unai García,es ESP,DF,Osasuna,32,1992,3,1,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
220,Yarek Gasiorowski,es ESP,DF,Valencia,19,2005,15,9,947,10.5,0,0,0,0,0,0,1,0,1.1,1.1,0.1,1.2,9,38,0,0.00,0.00,0.00,0.00,0.00,0.11,0.01,0.12,0.11,0.12,Matches
221,Gavi,es ESP,"MF,FW",Barcelona,19,2004,26,14,1085,12.1,1,1,2,1,0,0,4,0,0.9,0.9,1.6,2.4,13,77,42,0.08,0.08,0.17,0.08,0.17,0.07,0.13,0.20,0.07,0.20,Matches
222,Paulo Gazzaniga,ar ARG,GK,Girona,32,1992,36,36,3195,35.5,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
223,Bryan Gil,es ESP,"FW,MF",Girona,23,2001,25,21,1721,19.1,3,3,6,3,0,0,4,0,2.3,2.3,2.9,5.2,76,74,210,0.16,0.16,0.31,0.16,0.31,0.12,0.15,0.27,0.12,0.27,Matches
224,Dani Gómez,es ESP,FW,Valencia,26,1998,14,5,532,5.9,2,0,2,2,0,0,0,0,2.7,2.7,0.0,2.7,3,6,24,0.34,0.00,0.34,0.34,0.34,0.46,0.01,0.46,0.46,0.46,Matches
225,Moi Gómez,es ESP,"MF,FW",Osasuna,30,1994,26,6,796,8.8,0,0,0,0,0,0,1,0,0.5,0.5,0.8,1.2,13,49,16,0.00,0.00,0.00,0.00,0.00,0.05,0.08,0.14,0.05,0.14,Matches
226,Sergi Gómez,es ESP,DF,Espanyol,32,1992,12,6,664,7.4,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,0,8,1,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
227,Sergio Gómez,es ESP,"MF,DF",Real Sociedad,23,2000,37,31,2738,30.4,2,5,7,2,0,0,4,0,1.9,1.9,8.9,10.8,43,93,154,0.07,0.16,0.23,0.07,0.23,0.06,0.29,0.35,0.06,0.35,Matches
228,Unai Gómez,es ESP,"MF,FW",Athletic Club,21,2003,32,14,1284,14.3,1,3,4,1,0,0,1,0,1.9,1.9,0.8,2.7,19,23,49,0.07,0.21,0.28,0.07,0.28,0.13,0.06,0.19,0.13,0.19,Matches
229,Fabio González,es ESP,MF,Las Palmas,27,1997,2,0,53,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,6,0,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,Matches
230,Peter González,do DOM,"MF,FW",Getafe,22,2002,17,2,477,5.3,0,0,0,0,0,0,1,0,1.3,1.3,0.1,1.4,8,6,33,0.00,0.00,0.00,0.00,0.00,0.24,0.02,0.26,0.24,0.26,Matches
231,Urko González,es ESP,MF,Espanyol,23,2001,17,16,1374,15.3,0,2,2,0,0,0,2,0,0.5,0.5,0.7,1.3,18,62,8,0.00,0.13,0.13,0.00,0.13,0.04,0.05,0.08,0.04,0.08,Matches
232,Urko González,es ESP,MF,Real Sociedad,23,2001,1,1,45,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
233,Andoni Gorosabel,es ESP,DF,Athletic Club,27,1996,20,17,1485,16.5,0,2,2,0,0,0,5,0,0.3,0.3,1.8,2.1,17,51,59,0.00,0.12,0.12,0.00,0.12,0.02,0.11,0.13,0.02,0.13,Matches
234,José Gragera,es ESP,MF,Espanyol,23,2000,10,7,569,6.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,1,14,3,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
235,Dominik Greif,sk SVK,GK,Mallorca,27,1997,31,31,2790,31.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
236,Antoine Griezmann,fr FRA,"FW,MF",Atlético Madrid,33,1991,38,29,2469,27.4,8,7,15,7,1,2,2,0,7.4,5.9,7.1,12.9,46,143,177,0.29,0.26,0.55,0.26,0.51,0.27,0.26,0.53,0.21,0.47,Matches
237,Florian Grillitsch,at AUT,MF,Valladolid,28,1995,13,7,623,6.9,0,0,0,0,0,0,1,0,0.1,0.1,0.7,0.8,9,38,7,0.00,0.00,0.00,0.00,0.00,0.01,0.10,0.11,0.01,0.11,Matches
238,Vicente Guaita,es ESP,GK,Celta Vigo,37,1987,34,34,3060,34.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
239,Sergi Guardiola,es ESP,FW,Rayo Vallecano,33,1991,16,1,362,4.0,0,0,0,0,0,0,1,0,2.4,2.4,0.1,2.5,2,3,22,0.00,0.00,0.00,0.00,0.00,0.59,0.03,0.62,0.59,0.62,Matches
240,Nemanja Gudelj,rs SRB,"MF,DF",Sevilla,32,1991,31,27,2493,27.7,1,1,2,0,1,1,6,0,1.6,0.8,0.6,1.5,14,64,5,0.04,0.04,0.07,0.00,0.04,0.06,0.02,0.08,0.03,0.05,Matches
241,Javier Guerra,es ESP,MF,Valencia,21,2003,36,31,2581,28.7,3,3,6,3,0,0,5,0,2.2,2.2,3.2,5.4,50,137,84,0.10,0.10,0.21,0.10,0.21,0.08,0.11,0.19,0.08,0.19,Matches
242,Ander Guevara,es ESP,MF,Alavés,27,1997,33,20,1947,21.6,0,1,1,0,0,0,3,0,0.9,0.9,0.6,1.5,14,112,19,0.00,0.05,0.05,0.00,0.05,0.04,0.03,0.07,0.04,0.07,Matches
243,Pape Gueye,sn SEN,MF,Villarreal,25,1999,34,26,2224,24.7,4,0,4,4,0,0,6,2,3.4,3.4,1.1,4.5,36,156,69,0.16,0.00,0.16,0.16,0.16,0.14,0.04,0.18,0.14,0.18,Matches
244,Hugo Guillamón,es ESP,MF,Valencia,24,2000,12,4,364,4.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,0,15,5,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
245,Carlos Guirao,es ESP,MF,Betis,21,2003,2,2,110,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
246,Arda Güler,tr TUR,"MF,FW",Real Madrid,19,2005,28,14,1250,13.9,3,4,7,3,0,0,1,0,3.3,3.3,4.5,7.7,34,93,86,0.22,0.29,0.50,0.22,0.50,0.24,0.32,0.56,0.24,0.56,Matches
247,Gerard Gumbau,es ESP,MF,Rayo Vallecano,29,1994,22,7,849,9.4,0,1,1,0,0,0,4,0,1.1,1.1,1.3,2.4,2,41,21,0.00,0.11,0.11,0.00,0.11,0.11,0.14,0.26,0.11,0.26,Matches
248,Jon Guridi,es ESP,"MF,FW",Alavés,29,1995,33,27,2080,23.1,3,1,4,2,1,1,6,0,4.2,3.4,1.2,4.6,27,79,90,0.13,0.04,0.17,0.09,0.13,0.18,0.05,0.23,0.15,0.20,Matches
249,Gorka Guruzeta,es ESP,FW,Athletic Club,27,1996,36,21,1840,20.4,7,2,9,7,0,0,2,0,6.7,6.6,1.5,8.1,8,31,64,0.34,0.10,0.44,0.34,0.44,0.33,0.07,0.40,0.32,0.40,Matches
250,Miguel Gutiérrez,es ESP,"DF,MF",Girona,23,2001,29,29,2458,27.3,1,5,6,1,0,0,4,0,1.6,1.6,4.1,5.8,63,103,199,0.04,0.18,0.22,0.04,0.22,0.06,0.15,0.21,0.06,0.21,Matches
251,Munir El Haddadi,ma MAR,"FW,MF",Leganés,28,1995,25,10,862,9.6,4,0,4,4,0,0,1,1,1.6,1.6,0.8,2.3,11,29,42,0.42,0.00,0.42,0.42,0.42,0.16,0.08,0.24,0.16,0.24,Matches
252,Sébastien Haller,ci CIV,FW,Leganés,30,1994,8,5,404,4.5,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.6,3,4,14,0.00,0.00,0.00,0.00,0.00,0.09,0.05,0.13,0.09,0.13,Matches
253,Henrique,br BRA,DF,Valladolid,30,1994,5,4,352,3.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,2,12,4,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,Matches
254,Javi Hernández,es ESP,DF,Leganés,26,1998,31,27,2389,26.5,2,1,3,2,0,0,6,0,0.8,0.8,1.5,2.2,40,80,90,0.08,0.04,0.11,0.08,0.11,0.03,0.06,0.08,0.03,0.08,Matches
255,Aridane Hernández,es ESP,DF,Rayo Vallecano,35,1989,14,11,1025,11.4,0,0,0,0,0,0,1,0,0.9,0.9,0.0,1.0,2,38,0,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,Matches
256,Jorge Herrando,es ESP,DF,Osasuna,23,2001,18,15,1366,15.2,1,0,1,1,0,0,3,0,1.2,1.2,0.0,1.2,7,38,1,0.07,0.00,0.07,0.07,0.07,0.08,0.00,0.08,0.08,0.08,Matches
257,Ander Herrera,es ESP,MF,Athletic Club,34,1989,8,2,273,3.0,0,0,0,0,0,1,2,0,1.7,0.9,0.1,1.1,2,16,5,0.00,0.00,0.00,0.00,0.00,0.57,0.04,0.61,0.31,0.35,Matches
258,Sergio Herrera,es ESP,GK,Osasuna,31,1993,37,37,3330,37.0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
259,Yangel Herrera,ve VEN,MF,Girona,26,1998,29,27,2257,25.1,4,3,7,4,0,0,10,1,3.6,3.6,1.5,5.1,31,110,99,0.16,0.12,0.28,0.16,0.28,0.14,0.06,0.20,0.14,0.20,Matches
260,Juan Herzog,es ESP,DF,Las Palmas,21,2003,19,15,1315,14.6,0,0,0,0,0,0,1,0,0.9,0.9,0.0,0.9,0,27,1,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches
261,Omar El Hilali,ma MAR,DF,Espanyol,20,2003,36,36,3153,35.0,0,2,2,0,0,0,11,0,0.0,0.0,0.8,0.9,35,84,61,0.00,0.06,0.06,0.00,0.06,0.00,0.02,0.02,0.00,0.02,Matches
262,Roger Hinojo,es ESP,DF,Espanyol,19,2005,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
263,Dinko Horkaš,hr CRO,GK,Las Palmas,25,1999,13,11,1085,12.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
