Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Unnamed: 25_level_0_Matches
543,Pedrinho,br BRA,"MF,FW",Atlético Mineiro,24,1998,7.0,0,10,2,20.0,1.43,0.29,0.00,0.00,27.3,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
544,Pedrinho,br BRA,FW,Flamengo,19,2003,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
545,Pedro,br BRA,FW,Flamengo,25,1997,23.9,13,59,25,42.4,2.47,1.05,0.15,0.36,16.3,0,4,4,11.1,7.9,0.13,+1.9,+1.1,Matches
546,João Pedro,br BRA,FW,Cruzeiro,19,2003,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
547,João Pedro,it ITA,FW,Grêmio,30,1992,6.8,0,10,1,10.0,1.46,0.15,0.00,0.00,13.1,0,0,0,1.0,1.0,0.10,-1.0,-1.0,Matches
548,João Pedro,br BRA,DF,Grêmio,26,1996,23.1,3,11,4,36.4,0.48,0.17,0.27,0.75,19.3,0,0,0,0.7,0.7,0.06,+2.3,+2.3,Matches
549,João Pedro Pepê,br BRA,MF,Grêmio,25,1998,15.5,1,9,2,22.2,0.58,0.13,0.11,0.50,21.9,0,0,0,1.0,1.0,0.11,0.0,0.0,Matches
550,Jean Pedroso,br BRA,DF,Coritiba,19,2004,6.5,0,1,0,0.0,0.15,0.00,0.00,,11.1,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
551,Matheus Peixoto,br BRA,FW,Goiás,27,1995,9.8,2,20,6,30.0,2.05,0.61,0.05,0.17,16.0,0,1,1,2.2,1.4,0.07,-0.2,-0.4,Matches
552,Léo Pelé,br BRA,DF,Vasco da Gama,26,1996,30.2,0,6,2,33.3,0.20,0.07,0.00,0.00,15.9,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
553,Carlos de Pena,uy URU,"MF,FW",Internacional,30,1992,15.8,2,31,9,29.0,1.96,0.57,0.06,0.22,23.6,4,0,0,1.4,1.4,0.05,+0.6,+0.6,Matches
554,Léo Pereira,br BRA,DF,Flamengo,27,1996,29.4,3,17,5,29.4,0.58,0.17,0.18,0.60,12.3,3,0,0,1.7,1.7,0.10,+1.3,+1.3,Matches
555,Matheus Pereira,br BRA,"FW,MF",Cruzeiro,26,1996,11.4,1,19,8,42.1,1.67,0.70,0.05,0.13,21.6,4,0,0,1.9,1.9,0.10,-0.9,-0.9,Matches
556,Bruno Peres,br BRA,"DF,MF",Ath Paranaense,32,1990,1.7,0,1,0,0.0,0.57,0.00,0.00,,24.7,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
557,Lucas Perri,br BRA,GK,Botafogo (RJ),25,1997,37.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
558,Lucas Piazon,br BRA,FW,Botafogo (RJ),29,1994,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
559,Yago Pikachu,br BRA,"FW,MF",Fortaleza,30,1992,19.5,7,44,16,36.4,2.26,0.82,0.16,0.44,17.1,3,0,1,5.5,4.7,0.11,+1.5,+2.3,Matches
560,Rodrigo Pinho,br BRA,FW,Coritiba,31,1991,4.3,0,11,5,45.5,2.57,1.17,0.00,0.00,16.8,1,0,0,0.9,0.9,0.08,-0.9,-0.9,Matches
561,Joaquín Piquerez,uy URU,DF,Palmeiras,24,1998,28.1,3,32,6,18.8,1.14,0.21,0.06,0.33,25.9,3,1,1,2.1,1.3,0.04,+0.9,+0.7,Matches
562,Gabriel Pirani,br BRA,"MF,FW",Fluminense,20,2002,4.4,1,8,4,50.0,1.82,0.91,0.13,0.25,12.6,0,0,0,1.6,1.6,0.20,-0.6,-0.6,Matches
563,Rafael Pires,br BRA,GK,São Paulo,33,1989,33.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
564,Lucas Piton,br BRA,DF,Vasco da Gama,22,2000,36.5,0,25,4,16.0,0.69,0.11,0.00,0.00,22.4,4,0,0,1.0,1.0,0.04,-1.0,-1.0,Matches
565,Isidro Pitta,py PAR,FW,Cuiabá,23,1999,9.1,5,20,6,30.0,2.19,0.66,0.20,0.67,18.2,0,1,1,3.5,2.7,0.14,+1.5,+1.3,Matches
566,Tomas Pochettino,ar ARG,"MF,FW",Fortaleza,26,1996,22.1,2,51,20,39.2,2.31,0.90,0.04,0.10,22.3,4,0,0,3.0,3.0,0.06,-1.0,-1.0,Matches
567,Luan Polli,br BRA,GK,Coritiba,29,1993,4.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
568,Wesley Pombo,br BRA,MF,Coritiba,20,2002,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
569,Mateo Ponte,uy URU,DF,Botafogo (RJ),19,2003,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
570,William Pottker,br BRA,"FW,MF",Coritiba,29,1993,1.3,0,1,1,100.0,0.78,0.78,0.00,0.00,22.4,0,0,0,0.2,0.2,0.15,-0.2,-0.2,Matches
571,Bruno Praxedes,br BRA,MF,Vasco da Gama,20,2002,14.9,1,23,7,30.4,1.54,0.47,0.04,0.14,17.7,0,0,0,1.8,1.8,0.08,-0.8,-0.8,Matches
572,Bruno Praxedes,br BRA,MF,RB Bragantino,20,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
573,Erick Pulgar,cl CHI,MF,Flamengo,29,1994,22.2,2,18,5,27.8,0.81,0.23,0.11,0.40,22.4,4,0,0,0.9,0.9,0.05,+1.1,+1.1,Matches
574,Nicolás Quagliata,uy URU,"FW,MF",Cuiabá,23,1999,2.6,0,6,0,0.0,2.32,0.00,0.00,,18.5,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
575,Du Queiroz,br BRA,"MF,DF",Corinthians,23,2000,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
576,Yani Quintero,co COL,MF,RB Bragantino,20,2002,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
577,Igor Rabello,br BRA,DF,Atlético Mineiro,27,1995,7.7,0,2,1,50.0,0.26,0.13,0.00,0.00,9.6,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
578,Rafael,br BRA,DF,Botafogo (RJ),32,1990,5.4,0,1,1,100.0,0.19,0.19,0.00,0.00,28.2,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
579,Zé Rafael,br BRA,MF,Palmeiras,29,1993,28.5,3,35,11,31.4,1.23,0.39,0.09,0.27,21.2,2,0,0,2.1,2.1,0.06,+0.9,+0.9,Matches
580,Rafinha,br BRA,DF,São Paulo,37,1985,22.5,0,4,1,25.0,0.18,0.04,0.00,0.00,26.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
581,Rai,br BRA,MF,Botafogo (RJ),20,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
582,Eric Ramires,br BRA,MF,RB Bragantino,22,2000,15.3,3,21,7,33.3,1.37,0.46,0.14,0.43,17.7,0,0,0,2.5,2.5,0.12,+0.5,+0.5,Matches
583,Lucas Ramos,br BRA,FW,Internacional,22,2001,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
584,Raí Ramos,br BRA,DF,São Paulo,28,1994,3.1,0,5,2,40.0,1.60,0.64,0.00,0.00,27.0,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
585,Marcelo Rangel,br BRA,GK,Goiás,34,1988,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
586,Pedro Rangel,br BRA,GK,Fluminense,22,2000,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
587,Raniele,br BRA,"MF,DF",Cuiabá,26,1996,32.1,3,52,13,25.0,1.62,0.41,0.06,0.23,24.1,0,0,0,2.8,2.8,0.05,+0.2,+0.2,Matches
588,Rafael Ratão,br BRA,"FW,MF",Bahia,27,1995,8.7,4,24,11,45.8,2.77,1.27,0.17,0.36,17.1,0,0,0,2.9,2.9,0.12,+1.1,+1.1,Matches
589,Wellington Rato,br BRA,"FW,MF",São Paulo,30,1992,19.6,0,36,4,11.1,1.84,0.20,0.00,0.00,23.9,6,0,1,3.1,2.3,0.06,-3.1,-2.3,Matches
590,Raul,br BRA,"MF,DF",RB Bragantino,26,1996,1.2,0,1,0,0.0,0.84,0.00,0.00,,29.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
591,Pedro Raul,br BRA,FW,Vasco da Gama,26,1996,9.3,2,22,9,40.9,2.37,0.97,0.09,0.22,14.1,1,0,0,2.6,2.6,0.12,-0.6,-0.6,Matches
592,Leonardo Realpe,ec ECU,DF,RB Bragantino,21,2001,18.7,0,5,1,20.0,0.27,0.05,0.00,0.00,10.7,0,0,0,0.5,0.5,0.11,-0.5,-0.5,Matches
593,Reinaldo,br BRA,FW,Ath Paranaense,21,2001,0.2,0,1,0,0.0,5.63,0.00,0.00,,24.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
594,Reinaldo,br BRA,DF,Grêmio,33,1989,29.8,2,31,14,45.2,1.04,0.47,0.03,0.07,22.0,2,1,1,2.7,1.9,0.06,-0.7,-0.9,Matches
595,Renê,br BRA,DF,Internacional,30,1992,25.4,1,9,2,22.2,0.35,0.08,0.11,0.50,20.2,1,0,0,0.6,0.6,0.06,+0.4,+0.4,Matches
596,Réver,br BRA,"DF,FW",Atlético Mineiro,38,1985,1.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
597,Rezende,br BRA,"MF,DF",Bahia,28,1995,30.1,2,22,4,18.2,0.73,0.13,0.09,0.50,16.5,0,0,0,0.9,0.9,0.04,+1.1,+1.1,Matches
598,Everton Ribeiro,br BRA,"FW,MF",Flamengo,33,1989,16.4,3,22,9,40.9,1.34,0.55,0.14,0.33,21.9,1,0,0,1.5,1.5,0.07,+1.5,+1.5,Matches
599,João Ricardo Riedi,br BRA,GK,Fortaleza,34,1988,31.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
600,Zé Ricardo,br BRA,MF,Goiás,23,1999,11.9,0,16,7,43.8,1.35,0.59,0.00,0.00,29.7,0,0,0,0.3,0.3,0.02,-0.3,-0.3,Matches
601,Richard,br BRA,MF,Cruzeiro,28,1994,3.8,0,4,1,25.0,1.04,0.26,0.00,0.00,13.4,0,0,0,0.4,0.4,0.10,-0.4,-0.4,Matches
602,Rikelme,br BRA,DF,Cuiabá,19,2003,26.0,1,24,6,25.0,0.92,0.23,0.04,0.17,22.1,0,0,0,0.8,0.8,0.03,+0.2,+0.2,Matches
603,Tomás Rincón,ve VEN,MF,Santos,35,1988,13.2,2,11,3,27.3,0.83,0.23,0.18,0.67,14.4,0,0,0,1.4,1.4,0.13,+0.6,+0.6,Matches
604,Richard Ríos,co COL,MF,Palmeiras,22,2000,20.6,2,38,10,26.3,1.85,0.49,0.05,0.20,25.2,1,0,0,1.2,1.2,0.03,+0.8,+0.8,Matches
605,Robert,br BRA,"MF,FW",Cruzeiro,17,2005,2.1,1,10,4,40.0,4.84,1.94,0.10,0.25,15.5,0,0,0,1.0,1.0,0.10,0.0,0.0,Matches
606,Zé Roberto,br BRA,"FW,MF",Coritiba,29,1993,5.8,1,8,3,37.5,1.38,0.52,0.13,0.33,16.2,0,0,0,0.4,0.4,0.04,+0.6,+0.6,Matches
607,Robson,br BRA,"MF,FW",Coritiba,31,1991,26.1,12,35,14,40.0,1.34,0.54,0.14,0.36,19.6,0,7,8,10.5,4.2,0.12,+1.5,+0.8,Matches
608,Kaique Rocha,br BRA,DF,Ath Paranaense,21,2001,7.2,1,4,1,25.0,0.55,0.14,0.25,1.00,11.6,0,0,0,0.2,0.2,0.05,+0.8,+0.8,Matches
609,Marcos Rocha,br BRA,DF,Palmeiras,34,1988,14.0,1,4,1,25.0,0.28,0.07,0.25,1.00,19.7,0,0,0,0.4,0.4,0.09,+0.6,+0.6,Matches
610,Pedro Rocha Neves,br BRA,FW,Fortaleza,28,1994,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
611,Sergio Rochet,uy URU,GK,Internacional,29,1993,19.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
612,Rodrigo,br BRA,"MF,FW",São Paulo,18,2004,2.6,0,3,1,33.3,1.16,0.39,0.00,0.00,19.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
613,James Rodríguez,co COL,"MF,FW",São Paulo,31,1991,7.1,1,14,3,21.4,1.98,0.43,0.07,0.33,27.5,6,0,1,2.0,0.6,0.04,-1.0,+0.4,Matches
614,Rodriguinho,br BRA,"DF,MF",América (MG),19,2003,13.9,2,12,4,33.3,0.87,0.29,0.17,0.50,20.7,0,0,0,0.6,0.6,0.05,+1.4,+1.4,Matches
615,Matías Rojas,py PAR,"MF,FW",Corinthians,27,1995,7.0,0,23,8,34.8,3.26,1.14,0.00,0.00,32.3,6,0,0,0.8,0.8,0.03,-0.8,-0.8,Matches
616,Romarinho,br BRA,"FW,MF",Fortaleza,28,1994,3.2,0,8,3,37.5,2.50,0.94,0.00,0.00,18.3,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches
617,Ángel Romero,py PAR,FW,Corinthians,30,1992,13.3,8,24,11,45.8,1.81,0.83,0.33,0.73,15.1,0,0,0,3.8,3.8,0.16,+4.2,+4.2,Matches
618,Silvio Romero,ar ARG,FW,Fortaleza,34,1988,4.4,2,10,4,40.0,2.26,0.90,0.20,0.50,12.0,0,0,0,1.6,1.6,0.16,+0.4,+0.4,Matches
619,Rômulo,br BRA,"FW,MF",Ath Paranaense,20,2002,5.7,0,12,3,25.0,2.12,0.53,0.00,0.00,15.4,0,0,0,1.5,1.5,0.13,-1.5,-1.5,Matches
620,Romulo,br BRA,"MF,DF",Internacional,22,2000,13.5,1,13,3,23.1,0.96,0.22,0.08,0.33,23.5,0,0,0,1.0,1.0,0.08,0.0,0.0,Matches
621,Ronald,br BRA,MF,Grêmio,19,2003,4.6,1,4,1,25.0,0.86,0.22,0.25,1.00,9.9,0,0,0,0.6,0.6,0.14,+0.4,+0.4,Matches
622,Ronald,br BRA,MF,Cuiabá,25,1997,6.5,2,14,5,35.7,2.15,0.77,0.14,0.40,26.8,3,0,0,0.8,0.8,0.06,+1.2,+1.2,Matches
623,Budiga Roni,br BRA,MF,Corinthians,23,1999,7.5,0,3,1,33.3,0.40,0.13,0.00,0.00,24.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
624,Lucas Ronier,br BRA,"FW,MF",Coritiba,18,2004,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
625,Rony,br BRA,FW,Palmeiras,27,1995,18.2,5,51,18,35.3,2.80,0.99,0.10,0.28,13.1,1,0,0,6.1,6.1,0.12,-1.1,-1.1,Matches
626,Vitor Roque,br BRA,FW,Ath Paranaense,17,2005,19.0,12,51,23,45.1,2.68,1.21,0.24,0.52,14.0,0,0,0,8.8,8.8,0.17,+3.2,+3.2,Matches
627,Diego Rosa,br BRA,"MF,DF",Bahia,20,2002,2.7,0,8,2,25.0,2.93,0.73,0.00,0.00,25.5,2,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
628,Rossi,br BRA,"MF,FW",Vasco da Gama,29,1993,4.4,1,2,1,50.0,0.45,0.23,0.50,1.00,9.3,0,0,0,1.0,1.0,0.50,0.0,0.0,Matches
629,Agustín Rossi,ar ARG,GK,Flamengo,27,1995,15.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
630,Rubens,br BRA,"DF,MF",Atlético Mineiro,21,2001,15.0,1,18,5,27.8,1.20,0.33,0.06,0.20,22.4,0,0,0,1.0,1.0,0.05,0.0,0.0,Matches
631,Daniel Ruiz Rivera,co COL,"FW,MF",Santos,21,2001,2.7,0,2,0,0.0,0.73,0.00,0.00,,23.1,1,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
632,Rwan,br BRA,"MF,FW",Vasco da Gama,21,2001,0.4,0,1,0,0.0,2.65,0.00,0.00,,21.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
633,Victor Sá,br BRA,FW,Botafogo (RJ),28,1994,23.6,4,47,20,42.6,1.99,0.85,0.09,0.20,18.5,0,0,0,5.0,5.0,0.11,-1.0,-1.0,Matches
634,Arthur Sales,br BRA,"FW,MF",Bahia,20,2002,3.2,1,7,3,42.9,2.17,0.93,0.14,0.33,15.6,0,0,0,0.9,0.9,0.13,+0.1,+0.1,Matches
635,Andreas Samaris,gr GRE,MF,Coritiba,33,1989,2.0,0,1,1,100.0,0.49,0.49,0.00,0.00,13.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
636,Philipe Sampaio,br BRA,DF,Botafogo (RJ),28,1994,5.5,0,2,0,0.0,0.36,0.00,0.00,,10.0,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
637,Sander,br BRA,DF,Goiás,32,1990,17.1,0,19,6,31.6,1.11,0.35,0.00,0.00,24.9,1,0,0,0.8,0.8,0.04,-0.8,-0.8,Matches
638,Sandry,br BRA,MF,Santos,20,2002,2.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
639,Alex Santana,br BRA,MF,Ath Paranaense,27,1995,11.1,3,22,6,27.3,1.98,0.54,0.14,0.50,22.8,0,0,0,1.2,1.2,0.05,+1.8,+1.8,Matches
640,Santos,br BRA,GK,Flamengo,32,1990,5.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
641,Ademir Santos,br BRA,"FW,MF",Bahia,27,1995,19.3,6,43,16,37.2,2.22,0.83,0.14,0.38,17.0,1,0,0,8.2,8.2,0.19,-2.2,-2.2,Matches
642,Allyson Aires dos Santos,br BRA,DF,Cuiabá,32,1990,12.6,0,3,0,0.0,0.24,0.00,0.00,,6.7,0,0,0,0.4,0.4,0.14,-0.4,-0.4,Matches
643,Andrey Santos,br BRA,MF,Vasco da Gama,18,2004,4.7,1,5,2,40.0,1.07,0.43,0.20,0.50,8.0,0,0,0,1.2,1.2,0.24,-0.2,-0.2,Matches
644,Bruno Araújo dos Santos,pt POR,DF,Goiás,29,1993,5.0,0,2,1,50.0,0.40,0.20,0.00,0.00,13.7,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
645,Eduardo Santos,br BRA,DF,RB Bragantino,25,1997,11.3,1,9,3,33.3,0.79,0.26,0.11,0.33,11.8,0,0,0,0.9,0.9,0.10,+0.1,+0.1,Matches
646,Fábio Santos,br BRA,DF,Corinthians,37,1985,18.6,4,3,1,33.3,0.16,0.05,0.00,0.00,35.3,0,4,5,4.0,0.1,0.03,0.0,-0.1,Matches
647,Juan Santos,br BRA,FW,São Paulo,20,2002,14.2,1,18,8,44.4,1.27,0.56,0.06,0.13,13.2,0,0,0,2.9,2.9,0.16,-1.9,-1.9,Matches
648,Júnior Santos,br BRA,FW,Botafogo (RJ),28,1994,24.0,7,69,21,30.4,2.87,0.87,0.10,0.33,18.2,1,0,0,6.6,6.6,0.10,+0.4,+0.4,Matches
649,Kauan Santos,br BRA,FW,Palmeiras,18,2004,0.0,0,1,0,0.0,45.00,0.00,0.00,,20.9,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
650,Luis Eduardo Marques dos Santos,br BRA,DF,Fortaleza,25,1997,4.3,0,2,1,50.0,0.47,0.23,0.00,0.00,26.9,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
651,Pedrinho Santos,br BRA,"FW,MF",Corinthians,16,2006,6.9,1,9,5,55.6,1.31,0.73,0.11,0.20,13.3,0,0,0,1.1,1.1,0.12,-0.1,-0.1,Matches
652,Renzo Saravia,ar ARG,DF,Atlético Mineiro,29,1993,19.0,0,10,3,30.0,0.53,0.16,0.00,0.00,25.2,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
653,Eduardo Sasha,br BRA,"FW,MF",RB Bragantino,30,1992,24.8,11,62,23,37.1,2.50,0.93,0.13,0.35,16.2,0,3,3,11.4,9.0,0.15,-0.4,-1.0,Matches
654,Lucas Sasha,br BRA,MF,Fortaleza,32,1990,11.3,0,8,1,12.5,0.71,0.09,0.00,0.00,18.1,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches
655,Gustavo Sauer,br BRA,"FW,MF",Botafogo (RJ),29,1993,2.9,2,5,2,40.0,1.74,0.70,0.40,1.00,19.7,0,0,0,0.2,0.2,0.05,+1.8,+1.8,Matches
656,Cleiton Schwengber,br BRA,GK,RB Bragantino,25,1997,33.0,0,2,0,0.0,0.06,0.00,0.00,,12.3,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
657,Luis Segovia,ec ECU,DF,Botafogo (RJ),25,1997,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
658,Matias Segovia,py PAR,FW,Botafogo (RJ),20,2003,7.2,0,11,4,36.4,1.52,0.55,0.00,0.00,22.5,1,0,0,0.9,0.9,0.08,-0.9,-0.9,Matches
659,Sidimar,br BRA,DF,Goiás,30,1992,11.2,0,10,2,20.0,0.89,0.18,0.00,0.00,11.6,0,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches
660,Aderlan Silva,br BRA,DF,RB Bragantino,32,1990,15.8,0,12,1,8.3,0.76,0.06,0.00,0.00,25.4,0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
661,Gabriel Silva,br BRA,"FW,MF",Coritiba,20,2002,1.0,0,3,0,0.0,2.97,0.00,0.00,,21.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
662,Luan Silva,br BRA,MF,São Paulo,23,1999,6.8,0,6,0,0.0,0.89,0.00,0.00,,27.9,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
663,Lucas Silva,br BRA,MF,Cruzeiro,29,1993,16.4,0,19,4,21.1,1.16,0.24,0.00,0.00,27.7,3,0,0,0.9,0.9,0.05,-0.9,-0.9,Matches
664,Lucas Silva,br BRA,MF,Grêmio,29,1993,2.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
665,Nathan Silva,br BRA,DF,Atlético Mineiro,25,1997,4.0,0,2,1,50.0,0.50,0.25,0.00,0.00,10.4,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
666,Ricardo Silva,br BRA,DF,América (MG),30,1992,17.9,1,7,4,57.1,0.39,0.22,0.14,0.25,13.1,0,0,0,0.7,0.7,0.10,+0.3,+0.3,Matches
667,Wellington Silva,br BRA,FW,Cuiabá,30,1993,14.8,1,20,6,30.0,1.35,0.40,0.05,0.17,18.3,0,0,0,1.0,1.0,0.05,0.0,0.0,Matches
668,Maximiliano Silvera,uy URU,"MF,FW",Santos,25,1997,5.0,1,13,8,61.5,2.61,1.61,0.08,0.13,14.4,0,0,0,2.6,2.6,0.20,-1.6,-1.6,Matches
669,Simioni,br BRA,MF,Goiás,19,2003,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
670,Jailson Siqueira,br BRA,"MF,DF",Palmeiras,27,1995,1.8,0,4,1,25.0,2.21,0.55,0.00,0.00,19.4,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches
671,Islam Slimani,dz ALG,FW,Coritiba,34,1988,9.1,3,18,8,44.4,1.98,0.88,0.17,0.38,12.8,0,0,0,2.2,2.2,0.12,+0.8,+0.8,Matches
672,Everton Soares,br BRA,"FW,MF",Flamengo,26,1996,19.3,4,55,25,45.5,2.84,1.29,0.07,0.16,18.7,3,0,0,3.5,3.5,0.06,+0.5,+0.5,Matches
673,Tiquinho Soares,br BRA,FW,Botafogo (RJ),32,1991,27.1,17,76,24,31.6,2.81,0.89,0.16,0.50,17.5,1,5,7,13.1,7.6,0.10,+3.9,+4.4,Matches
674,Fernando Sobral,br BRA,MF,Cuiabá,28,1994,21.1,2,38,12,31.6,1.80,0.57,0.05,0.17,26.1,3,0,0,1.6,1.6,0.04,+0.4,+0.4,Matches
675,Yeferson Soteldo,ve VEN,"FW,MF",Santos,25,1997,17.3,1,30,11,36.7,1.74,0.64,0.03,0.09,20.9,6,0,0,2.0,2.0,0.07,-1.0,-1.0,Matches
676,Yago Souza,br BRA,MF,América (MG),16,2006,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
677,Everaldo Stum,br BRA,FW,Bahia,31,1991,24.2,9,57,22,38.6,2.36,0.91,0.12,0.32,15.3,0,2,2,6.8,5.2,0.09,+2.2,+1.8,Matches
678,Luis Suárez,uy URU,FW,Grêmio,36,1987,32.0,17,126,54,42.9,3.94,1.69,0.13,0.30,17.5,12,1,2,13.9,12.4,0.10,+3.1,+3.6,Matches
679,Bruno Tabata,br BRA,"MF,FW",Palmeiras,25,1997,1.4,0,4,0,0.0,2.90,0.00,0.00,,17.7,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches
680,Tadeu,br BRA,GK,Goiás,30,1992,35.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
681,Talisson,br BRA,FW,RB Bragantino,20,2002,1.7,3,6,4,66.7,3.58,2.38,0.50,0.75,15.9,0,0,0,1.3,1.3,0.22,+1.7,+1.7,Matches
682,Tchê Tchê,br BRA,"MF,DF",Botafogo (RJ),30,1992,29.5,2,45,12,26.7,1.52,0.41,0.04,0.17,25.0,1,0,0,1.9,1.9,0.04,+0.1,+0.1,Matches
683,Alex Teixeira,br BRA,"FW,MF",Vasco da Gama,33,1990,12.6,1,24,7,29.2,1.91,0.56,0.04,0.14,15.2,0,0,0,3.1,3.1,0.13,-2.1,-2.1,Matches
684,David Terans,uy URU,"MF,FW",Ath Paranaense,28,1994,4.4,0,12,2,16.7,2.75,0.46,0.00,0.00,27.5,1,0,0,0.9,0.9,0.07,-0.9,-0.9,Matches
685,Miguel Terceros,bo BOL,"MF,FW",Santos,18,2004,0.4,0,1,0,0.0,2.65,0.00,0.00,,34.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
686,Thaciano,br BRA,"MF,FW",Bahia,27,1995,32.1,6,64,16,25.0,2.00,0.50,0.06,0.25,17.3,0,2,2,9.4,7.8,0.12,-3.4,-3.8,Matches
687,Thiago,br BRA,"FW,MF",Ath Paranaense,22,2000,2.5,0,4,1,25.0,1.61,0.40,0.00,0.00,17.7,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
688,Guilherme Tinga,br BRA,DF,Fortaleza,29,1993,28.7,1,24,6,25.0,0.84,0.21,0.04,0.17,11.9,0,0,0,2.0,2.0,0.08,-1.0,-1.0,Matches
