Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Unnamed: 8_level_0_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Unnamed: 23_level_0_Matches
180,Daniel Fuzato,br BRA,GK,Getafe,26,1997,0.1,10,6,4,0,0,0,0,0,0,0,0,0,5,0,0,Matches
181,Matteo Gabbia,it ITA,DF,Villarreal,23,1999,5.3,299,283,15,9,0,5,0,0,0,0,0,0,267,1,0,Matches
182,Javi Galán,es ESP,DF,Atlético Madrid,28,1994,1.0,60,49,11,0,0,0,6,9,2,0,1,0,45,0,3,Matches
183,Javi Galán,es ESP,DF,Real Sociedad,28,1994,11.9,657,534,122,11,1,8,46,111,0,0,0,0,526,1,16,Matches
184,Iñigo Ruiz de Galarreta,es ESP,MF,Athletic Club,29,1993,23.2,1232,1157,69,29,8,20,57,2,36,1,30,0,993,6,18,Matches
185,Aleix García,es ESP,MF,Girona,26,1997,35.5,2935,2673,254,119,5,87,192,11,122,50,52,1,2567,8,24,Matches
186,Álvaro García,es ESP,"FW,MF",Rayo Vallecano,30,1992,27.5,825,789,35,7,1,3,121,16,10,5,3,0,518,1,35,Matches
187,Dani García,es ESP,MF,Athletic Club,33,1990,8.3,331,321,10,9,0,2,0,1,0,0,0,0,279,0,2,Matches
188,David García,es ESP,DF,Osasuna,29,1994,25.9,1339,1258,77,50,3,11,2,8,0,0,0,0,1109,4,6,Matches
189,Eric García,es ESP,DF,Barcelona,22,2001,0.6,48,42,6,2,0,2,0,4,0,0,0,0,46,0,0,Matches
190,Eric García,es ESP,DF,Girona,22,2001,29.3,2306,2123,175,71,7,18,10,95,0,0,0,0,2064,8,20,Matches
191,Fran Garcia,es ESP,DF,Real Madrid,23,1999,15.5,997,866,129,7,2,3,60,122,0,0,0,0,841,2,20,Matches
192,Gonzalo García,es ESP,"FW,MF",Real Madrid,19,2004,0.2,7,7,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
193,Jastin García,es ESP,FW,Girona,19,2004,0.4,11,11,0,0,0,0,1,0,0,0,0,0,7,0,1,Matches
194,Raúl García,es ESP,"FW,MF",Athletic Club,37,1986,4.7,138,136,0,0,1,2,7,0,0,0,0,0,79,2,3,Matches
195,Rubén García,es ESP,"FW,MF",Osasuna,30,1993,17.2,774,692,82,24,2,4,101,7,47,25,16,1,519,0,32,Matches
196,Santiago García,es ESP,FW,Getafe,21,2001,0.3,7,6,1,1,0,0,0,0,0,0,0,0,6,0,0,Matches
197,Unai García,es ESP,DF,Osasuna,31,1992,6.2,202,184,17,15,0,6,5,2,0,0,0,0,158,1,0,Matches
198,Yarek Gasiorowski,es ESP,DF,Valencia,18,2005,8.2,292,235,57,7,0,0,6,48,0,0,0,0,208,0,6,Matches
199,Federico Gattoni,ar ARG,"DF,FW",Sevilla,24,1999,0.1,9,7,2,1,0,0,0,1,0,0,0,0,7,0,0,Matches
200,Gavi,es ESP,"MF,FW",Barcelona,18,2004,10.5,541,514,26,18,3,6,8,6,0,0,0,0,489,1,8,Matches
201,Paulo Gazzaniga,ar ARG,GK,Girona,31,1992,38.0,1391,1065,321,75,1,5,0,0,0,0,0,0,1094,5,1,Matches
202,David Gil,es ESP,GK,Cádiz,29,1994,4.1,152,74,78,30,0,0,0,0,0,0,0,0,78,0,0,Matches
203,Maxi Gómez,uy URU,FW,Cádiz,26,1996,12.9,255,247,6,1,1,3,20,0,0,0,0,0,132,2,10,Matches
204,Moi Gómez,es ESP,"MF,FW",Osasuna,29,1994,22.3,1177,1109,61,29,0,17,52,8,18,3,11,0,953,7,36,Matches
205,Unai Gómez,es ESP,MF,Athletic Club,20,2003,9.7,260,234,26,6,1,1,21,0,14,11,1,0,198,0,5,Matches
206,Édgar González,es ESP,"DF,MF",Almería,26,1997,28.0,1350,1296,51,35,0,8,2,2,0,0,0,0,1150,3,6,Matches
207,Fabio González,es ESP,MF,Las Palmas,26,1997,1.4,129,125,4,2,0,1,2,1,0,0,0,0,119,0,1,Matches
208,Giovanni González,uy URU,DF,Mallorca,28,1994,27.4,1244,1047,187,12,0,4,62,175,0,0,0,0,936,10,31,Matches
209,Hugo González,es ESP,"MF,FW",Valencia,20,2003,1.0,39,35,4,1,0,0,9,0,3,0,2,0,24,0,4,Matches
210,Iñaki González,es ESP,MF,Las Palmas,19,2004,0.1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
211,Peter González,do DOM,"MF,FW",Valencia,21,2002,7.2,162,150,12,4,0,0,18,8,0,0,0,0,108,0,12,Matches
212,Urko González,es ESP,MF,Real Sociedad,22,2001,1.7,89,89,0,0,0,0,0,0,0,0,0,0,71,0,1,Matches
213,Andoni Gorosabel,es ESP,DF,Alavés,26,1996,31.7,1329,1014,311,25,0,3,81,285,1,0,0,0,1059,4,32,Matches
214,Pablo Gozalbez,es ESP,"MF,FW",Valencia,22,2001,1.1,32,31,0,0,0,0,1,0,0,0,0,0,16,1,2,Matches
215,Mason Greenwood,eng ENG,"MF,FW",Getafe,21,2001,29.6,1036,962,66,21,4,32,107,3,39,28,1,0,777,8,24,Matches
216,Dominik Greif,sk SVK,GK,Mallorca,26,1997,1.0,32,20,12,3,0,0,0,0,0,0,0,0,24,0,0,Matches
217,Antoine Griezmann,fr FRA,"FW,MF",Atlético Madrid,32,1991,29.4,1383,1212,161,33,13,14,123,4,94,28,42,0,1062,10,32,Matches
218,Vicente Guaita,es ESP,GK,Celta Vigo,36,1987,26.7,804,524,278,65,0,2,0,0,0,0,0,0,555,2,0,Matches
219,Andrés Guardado,mx MEX,MF,Betis,36,1986,5.0,298,275,22,11,0,7,11,2,9,2,6,0,253,1,5,Matches
220,Sergi Guardiola,es ESP,"FW,MF",Cádiz,32,1991,5.5,209,202,7,3,0,3,17,1,0,0,0,0,148,0,12,Matches
221,Nemanja Gudelj,rs SRB,"DF,MF",Sevilla,31,1991,19.4,1061,1011,46,43,1,14,3,3,0,0,0,0,914,4,11,Matches
222,Gonçalo Guedes,pt POR,"FW,MF",Villarreal,26,1996,10.6,333,306,23,2,0,3,27,1,8,1,1,0,255,4,11,Matches
223,Javier Guerra,es ESP,MF,Valencia,20,2003,27.8,969,944,21,13,6,12,24,2,0,0,0,0,700,4,31,Matches
224,Ander Guevara,es ESP,MF,Alavés,26,1997,32.6,1471,1431,35,26,8,3,8,2,7,1,0,0,1111,5,35,Matches
225,Hugo Guillamón,es ESP,MF,Valencia,23,2000,14.6,695,649,43,42,2,11,6,0,0,0,0,0,564,3,9,Matches
226,Marc Guiu,es ESP,"FW,MF",Barcelona,17,2006,0.8,8,8,0,0,0,0,0,0,0,0,0,0,8,0,0,Matches
227,Arda Güler,tr TUR,"FW,MF",Real Madrid,18,2005,4.2,218,205,13,4,0,3,13,2,6,5,0,0,183,0,4,Matches
228,Gerard Gumbau,es ESP,MF,Granada,28,1994,29.7,1504,1289,201,112,7,24,150,3,86,30,36,1,1079,14,29,Matches
229,İlkay Gündoğan,de GER,MF,Barcelona,32,1990,33.3,2510,2228,271,96,16,17,157,5,140,60,50,1,2163,11,29,Matches
230,Jon Guridi,es ESP,MF,Alavés,28,1995,29.8,830,805,19,1,2,3,21,1,0,0,0,0,643,6,20,Matches
231,Gorka Guruzeta,es ESP,FW,Athletic Club,26,1996,24.6,618,585,30,1,1,3,11,1,0,0,0,0,422,3,27,Matches
232,Miguel Gutiérrez,es ESP,DF,Girona,22,2001,33.7,1855,1586,263,28,9,3,97,235,0,0,0,0,1595,6,33,Matches
233,Munir El Haddadi,ma MAR,FW,Las Palmas,27,1995,27.2,760,716,41,16,4,15,41,2,9,4,2,0,584,3,22,Matches
234,Ianis Hagi,ro ROU,"MF,FW",Alavés,24,1998,8.9,301,227,71,15,4,5,54,15,32,10,12,0,194,3,14,Matches
235,Luiz Henrique,br BRA,FW,Betis,22,2001,6.8,211,207,3,1,1,2,24,1,1,0,0,0,146,1,11,Matches
236,Mario Hermoso,es ESP,DF,Atlético Madrid,28,1995,28.4,1947,1747,194,65,2,47,38,123,0,0,0,0,1676,6,25,Matches
237,Javi Hernández,es ESP,DF,Cádiz,25,1998,27.9,1292,992,299,62,1,4,127,193,44,15,22,0,922,1,27,Matches
238,Aridane Hernández,es ESP,DF,Rayo Vallecano,34,1989,18.8,788,748,38,36,0,2,0,2,0,0,0,0,675,2,2,Matches
239,Luis Hernández,es ESP,DF,Cádiz,34,1989,8.0,363,297,66,8,1,2,2,58,0,0,0,0,257,0,1,Matches
240,Jorge Herrando,es ESP,DF,Osasuna,22,2001,18.3,738,679,58,34,0,3,0,1,0,0,0,0,589,1,11,Matches
241,Ander Herrera,es ESP,MF,Athletic Club,33,1989,11.4,756,727,24,20,4,4,13,1,0,0,0,0,643,5,6,Matches
242,Cristian Herrera,es ESP,"FW,MF",Las Palmas,32,1991,1.8,101,98,3,1,0,0,1,1,0,0,0,0,92,0,2,Matches
243,Sergio Herrera,es ESP,GK,Osasuna,30,1993,31.9,1185,842,341,118,0,0,0,1,0,0,0,0,766,2,1,Matches
244,Yangel Herrera,ve VEN,MF,Girona,25,1998,23.4,1137,1110,22,7,1,6,29,2,0,0,0,0,972,5,14,Matches
245,Juan Herzog,es ESP,DF,Las Palmas,20,2003,3.2,220,206,14,12,0,0,0,0,0,0,0,0,195,0,6,Matches
246,Martin Hongla,cm CMR,"MF,DF",Granada,25,1998,6.2,283,273,9,7,0,3,2,2,0,0,0,0,237,1,4,Matches
247,Xabier Huarte Armendáriz,es ESP,MF,Osasuna,22,2001,0.1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
248,Pablo Ibáñez,es ESP,MF,Osasuna,24,1998,12.8,452,437,13,3,0,1,12,5,0,0,0,0,343,2,9,Matches
249,Iglesias,es ESP,"DF,FW",Getafe,25,1998,15.7,635,505,123,10,2,10,58,113,0,0,0,0,382,7,15,Matches
250,Borja Iglesias,es ESP,FW,Betis,30,1993,4.5,101,91,10,0,1,1,1,0,0,0,0,0,83,0,1,Matches
251,Imanol,es ESP,DF,Athletic Club,23,2000,5.8,343,277,65,3,0,3,21,61,1,0,1,0,280,1,11,Matches
252,Isco,es ESP,MF,Betis,31,1992,25.8,1502,1288,206,63,15,23,152,7,127,47,46,2,1201,8,27,Matches
253,Diego Iturralde,es ESP,DF,Sevilla,20,2003,0.4,14,9,5,0,0,0,0,5,0,0,0,0,9,0,0,Matches
254,Adnan Januzaj,be BEL,"FW,MF",Sevilla,28,1995,2.1,88,80,8,3,0,3,8,3,2,0,1,0,70,0,1,Matches
255,Mikel Jauregizar,es ESP,MF,Athletic Club,19,2003,1.7,79,71,8,1,1,0,6,1,6,1,4,0,56,0,4,Matches
256,Luis Javier Suárez,co COL,FW,Almería,25,1997,10.2,202,184,17,1,2,1,7,0,0,0,0,0,150,1,7,Matches
257,Salim El Jebari,ma MAR,MF,Atlético Madrid,19,2004,0.1,4,4,0,0,0,0,1,0,0,0,0,0,3,0,0,Matches
258,Frenkie de Jong,nl NED,MF,Barcelona,26,1997,18.2,1674,1619,51,42,12,7,25,6,1,1,0,0,1542,4,14,Matches
259,Joan Jordán,es ESP,MF,Sevilla,29,1994,4.2,243,232,10,7,0,4,3,2,0,0,0,0,212,1,3,Matches
260,Jordi,es ESP,"MF,DF",Getafe,22,2001,6.4,242,233,6,0,1,1,22,6,0,0,0,0,150,3,7,Matches
261,Jeremy Jorge,es ESP,FW,Getafe,20,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
262,Willian José,br BRA,FW,Betis,31,1991,21.9,541,495,44,0,0,9,7,0,0,0,0,0,429,2,13,Matches
263,Joselu,es ESP,FW,Real Madrid,33,1990,18.7,360,342,15,0,2,1,6,3,0,0,0,0,260,3,9,Matches
264,Kamil Jóźwiak,pl POL,MF,Granada,25,1998,6.3,180,177,2,0,1,0,6,2,0,0,0,0,128,1,4,Matches
265,Juanmi,es ESP,FW,Cádiz,30,1993,9.7,226,204,22,1,2,1,2,2,1,0,0,0,181,0,5,Matches
266,Juanpe,es ESP,DF,Girona,32,1991,8.3,550,528,22,15,0,4,1,1,0,0,0,0,500,0,1,Matches
267,Vinicius Júnior,br BRA,FW,Real Madrid,23,2000,20.7,690,663,22,4,10,22,56,7,5,0,0,0,499,5,34,Matches
268,Filip Jørgensen,dk DEN,GK,Villarreal,21,2002,36.0,1303,975,325,80,0,2,0,0,0,0,0,0,1052,3,1,Matches
269,Sory Kaba,gn GUI,FW,Las Palmas,28,1995,8.0,158,148,10,0,2,2,0,1,0,0,0,0,111,0,5,Matches
270,Kaiky,br BRA,DF,Almería,19,2004,5.8,263,252,11,10,0,3,1,1,0,0,0,0,217,0,4,Matches
271,Jon Karrikaburu,es ESP,"MF,FW",Alavés,20,2002,0.2,5,3,1,0,0,0,0,0,0,0,0,0,2,1,0,Matches
272,Ibrahima Kebe,ml MLI,MF,Girona,22,2000,0.1,8,7,1,1,0,0,0,0,0,0,0,0,5,0,0,Matches
273,Kiké,es ESP,"FW,MF",Alavés,33,1989,15.8,301,288,10,0,2,1,10,0,0,0,0,0,200,3,9,Matches
274,Koke,es ESP,MF,Atlético Madrid,31,1992,27.7,2263,2183,67,64,14,31,11,2,1,0,1,0,2037,13,19,Matches
275,Ibrahima Koné,ml MLI,FW,Almería,24,1999,3.1,56,49,7,0,0,0,2,2,0,0,0,0,38,0,0,Matches
276,Rominigue Kouamé,ml MLI,MF,Cádiz,26,1996,9.1,411,408,3,3,0,3,1,0,0,0,0,0,355,0,4,Matches
277,Jules Koundé,fr FRA,DF,Barcelona,24,1998,32.2,2757,2482,267,61,2,29,34,198,0,0,0,0,2478,8,29,Matches
278,Toni Kroos,de GER,MF,Real Madrid,33,1990,23.6,2505,2260,239,137,6,53,118,13,89,32,34,0,2291,6,13,Matches
279,Takefusa Kubo,jp JPN,"FW,MF",Real Sociedad,22,2001,23.9,862,759,98,13,6,3,145,2,82,46,18,0,611,5,32,Matches
280,Luca de la Torre,us USA,MF,Celta Vigo,25,1998,21.7,764,756,4,2,1,0,17,0,0,0,0,0,620,4,36,Matches
281,Yoel Lago,es ESP,DF,Celta Vigo,19,2004,1.0,86,83,3,2,0,0,0,0,0,0,0,0,82,0,0,Matches
282,Érik Lamela,ar ARG,"FW,MF",Sevilla,31,1992,5.1,174,165,9,2,1,0,12,5,1,1,0,0,142,0,3,Matches
283,Bruno Langa,mz MOZ,DF,Almería,25,1997,9.1,400,320,80,13,0,3,16,67,0,0,0,0,307,0,13,Matches
284,Cyle Larin,ca CAN,FW,Mallorca,28,1995,20.3,294,278,13,0,1,1,7,1,0,0,0,0,184,3,14,Matches
285,Juanmi Latasa,es ESP,FW,Getafe,22,2001,17.3,368,354,11,0,2,0,2,0,0,0,0,0,192,3,5,Matches
286,Toni Lato,es ESP,DF,Mallorca,25,1997,17.2,788,619,167,2,1,3,49,164,1,0,0,0,595,2,23,Matches
287,Lázaro,br BRA,"FW,MF",Almería,21,2002,3.2,100,87,12,4,1,2,12,3,5,3,2,0,69,1,4,Matches
288,Robin Le Normand,es ESP,DF,Real Sociedad,26,1996,27.4,1765,1712,51,34,0,11,1,0,0,0,0,0,1562,2,9,Matches
289,Jeremías Ledesma,ar ARG,GK,Cádiz,30,1993,33.9,1186,734,447,163,0,1,0,0,0,0,0,0,689,5,5,Matches
290,Florian Lejeune,fr FRA,DF,Rayo Vallecano,32,1991,37.0,2031,1850,167,117,1,35,7,4,1,1,0,0,1636,14,13,Matches
291,Stefan Lekovic,rs SRB,DF,Villarreal,19,2004,0.3,14,14,0,0,0,0,0,0,0,0,0,0,12,0,0,Matches
292,Iñigo Lekue,es ESP,DF,Athletic Club,30,1993,22.2,1273,1036,233,23,2,4,37,207,0,0,0,0,1012,4,29,Matches
293,Thomas Lemar,fr FRA,MF,Atlético Madrid,27,1995,1.8,84,81,3,0,1,0,6,1,2,2,0,0,71,0,0,Matches
294,Álvaro Lemos,es ESP,DF,Las Palmas,30,1993,2.8,185,146,39,4,0,1,5,35,0,0,0,0,145,0,6,Matches
295,Ruben Lendinez,es ESP,DF,Valencia,20,2003,0.1,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0,Matches
296,Robert Lewandowski,pl POL,FW,Barcelona,34,1988,30.6,592,569,16,2,9,5,18,1,0,0,0,0,416,7,23,Matches
297,Samuel Lino,br BRA,"DF,MF",Atlético Madrid,23,1999,23.1,1015,961,48,4,5,8,41,42,2,0,0,0,816,6,35,Matches
298,Javier Llabrés,es ESP,"MF,FW",Mallorca,20,2002,2.7,97,91,6,0,0,0,20,1,5,2,3,0,64,0,3,Matches
299,Marcos Llorente,es ESP,"MF,DF",Atlético Madrid,28,1995,28.5,1219,1135,80,1,1,3,70,79,0,0,0,0,974,4,46,Matches
300,Enzo Loiodice,fr FRA,MF,Las Palmas,22,2000,19.9,1129,1096,29,9,8,6,23,2,13,7,4,0,935,4,29,Matches
301,David López,es ESP,DF,Girona,33,1989,21.8,1582,1499,81,33,0,3,0,2,0,0,0,0,1468,2,4,Matches
302,Diego López,es ESP,"MF,FW",Valencia,21,2002,29.5,791,761,27,2,4,3,65,17,0,0,0,0,512,3,42,Matches
303,Fermin López,es ESP,"MF,FW",Barcelona,20,2003,16.1,631,614,12,1,3,10,17,3,0,0,0,0,522,5,20,Matches
304,Javi López,es ESP,DF,Alavés,21,2002,26.5,1129,865,258,14,2,12,105,244,0,0,0,0,775,6,47,Matches
305,Unai López,es ESP,MF,Rayo Vallecano,27,1995,23.4,1462,1340,109,53,3,18,73,10,43,22,8,1,1184,13,19,Matches
306,Dion Lopy,sn SEN,MF,Almería,21,2002,21.3,882,855,25,18,2,15,7,7,0,0,0,0,745,2,11,Matches
307,Anthony Lozano,hn HON,"MF,FW",Getafe,30,1993,1.0,16,16,0,0,0,0,1,0,0,0,0,0,10,0,1,Matches
308,Anthony Lozano,hn HON,FW,Almería,30,1993,8.6,136,120,15,0,0,0,4,0,0,0,0,0,98,1,4,Matches
309,Lucas,br BRA,DF,Cádiz,22,2001,17.1,807,632,169,14,2,4,72,145,10,6,2,0,595,6,14,Matches
310,José Luis Gayà,es ESP,DF,Valencia,28,1995,19.9,1062,851,206,24,1,11,82,182,0,0,0,0,801,5,28,Matches
311,José Luis Morales,es ESP,"FW,MF",Villarreal,36,1987,11.6,214,204,7,0,1,2,10,0,0,0,0,0,154,3,9,Matches
312,Dodi Lukebakio,be BEL,"FW,MF",Sevilla,25,1997,12.5,351,337,11,4,1,4,36,2,2,1,1,0,269,3,16,Matches
313,Andriy Lunin,ua UKR,GK,Real Madrid,24,1999,21.0,666,531,133,17,0,1,0,0,0,0,0,0,580,2,2,Matches
314,Darwin Machís,ve VEN,MF,Cádiz,30,1993,8.7,290,253,36,10,0,6,64,6,20,12,3,0,177,1,16,Matches
315,Pablo Maffeo,es ESP,DF,Mallorca,26,1997,16.2,603,482,119,2,2,2,67,116,1,0,0,0,374,2,20,Matches
316,Jon Magunazelaia,es ESP,"FW,MF",Real Sociedad,22,2001,1.3,45,45,0,0,0,0,3,0,0,0,0,0,30,0,3,Matches
317,Nemanja Maksimović,rs SRB,MF,Getafe,28,1995,36.3,1036,969,63,19,1,3,5,5,0,0,0,0,844,4,16,Matches
318,Giorgi Mamardashvili,ge GEO,GK,Valencia,22,2000,36.5,1111,714,395,150,0,0,0,0,0,0,0,0,589,2,1,Matches
319,Wilson Manafá,pt POR,"DF,MF",Granada,29,1994,2.7,135,106,29,0,1,1,8,29,0,0,0,0,104,0,3,Matches
320,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,29,1994,8.1,414,360,53,7,0,2,6,46,0,0,0,0,353,1,6,Matches
321,Aïssa Mandi,dz ALG,DF,Villarreal,31,1991,12.4,734,688,45,24,2,3,0,4,0,0,0,0,671,1,4,Matches
322,Javier Manquillo,es ESP,"DF,MF",Celta Vigo,29,1994,8.3,436,360,76,6,1,0,5,70,0,0,0,0,357,0,9,Matches
323,Faitout Maouassa,fr FRA,"DF,MF",Granada,25,1998,2.5,97,67,30,5,0,1,20,19,6,6,0,0,58,0,6,Matches
324,Marcão,br BRA,DF,Sevilla,27,1996,3.9,199,190,6,5,0,0,0,1,0,0,0,0,176,3,1,Matches
325,Óscar de Marcos,es ESP,DF,Athletic Club,34,1989,25.1,1566,1262,298,30,1,3,121,267,1,1,0,0,1243,6,33,Matches
326,Alberto Marí,es ESP,FW,Valencia,22,2001,3.1,61,56,5,0,0,0,2,0,0,0,0,0,38,0,6,Matches
327,José Mari,es ESP,"MF,FW",Cádiz,35,1987,0.2,21,18,2,2,0,0,0,0,0,0,0,0,16,1,1,Matches
328,José María Giménez,uy URU,DF,Atlético Madrid,28,1995,14.7,653,626,25,21,0,12,1,0,0,0,0,0,562,2,6,Matches
329,Mariano,do DOM,"FW,MF",Sevilla,29,1993,2.7,53,46,7,0,1,1,1,1,0,0,0,0,37,0,2,Matches
330,Rafa Marín,es ESP,DF,Alavés,21,2002,27.1,1025,962,60,54,0,23,1,3,0,0,0,0,846,3,7,Matches
331,Diego Mariño,es ESP,GK,Almería,33,1990,1.0,27,25,2,0,0,0,0,0,0,0,0,0,23,0,0,Matches
332,Mika Mármol,es ESP,DF,Las Palmas,22,2001,35.3,2586,2368,211,95,1,7,5,36,0,0,0,0,2282,7,20,Matches
333,Unai Marrero,es ESP,GK,Real Sociedad,21,2001,1.6,45,22,23,15,0,0,0,0,0,0,0,0,28,0,1,Matches
334,Roger Martí,es ESP,FW,Cádiz,32,1991,15.1,344,313,28,1,3,2,9,0,0,0,0,0,225,3,15,Matches
335,Iván Martín,es ESP,MF,Girona,24,1999,30.3,1628,1583,37,20,2,4,10,6,0,0,0,0,1487,8,19,Matches
336,Jon Martin,es ESP,DF,Real Sociedad,17,2006,0.3,7,7,0,0,0,1,0,0,0,0,0,0,5,0,0,Matches
337,Mario Martín,es ESP,MF,Real Madrid,19,2004,0.2,15,14,1,1,0,0,0,0,0,0,0,0,12,0,0,Matches
338,Arnau Martinez,es ESP,DF,Girona,20,2003,13.8,834,731,101,25,2,3,7,76,0,0,0,0,751,2,8,Matches
339,Iñigo Martínez,es ESP,DF,Barcelona,32,1991,14.4,1132,1092,37,22,3,22,3,8,0,0,0,0,1001,3,4,Matches
340,Marc Martínez,es ESP,GK,Granada,33,1990,3.0,98,64,34,10,0,0,0,0,0,0,0,0,75,0,0,Matches
341,Marvin,es ESP,"FW,DF",Las Palmas,23,2000,20.6,774,723,49,5,0,1,91,43,1,0,1,0,557,2,36,Matches
342,Omar Mascarell,gq EQG,MF,Mallorca,30,1993,17.5,779,766,13,12,2,12,4,1,0,0,0,0,638,0,13,Matches
343,Jaime Mata,es ESP,"FW,MF",Getafe,34,1988,19.9,521,502,17,1,0,1,39,8,1,0,0,0,340,2,21,Matches
344,Luís Maximiano,pt POR,GK,Almería,24,1999,33.0,1266,862,397,133,0,1,0,0,0,0,0,0,833,7,0,Matches
345,Borja Mayoral,es ESP,FW,Getafe,26,1997,23.9,558,530,26,0,0,8,22,1,1,0,0,0,422,2,26,Matches
346,Mamadou Mbaye,sn SEN,DF,Cádiz,25,1998,3.2,84,80,3,3,0,0,0,0,0,0,0,0,47,1,1,Matches
347,Hannibal Mejbri,tn TUN,MF,Sevilla,20,2003,1.2,50,49,1,1,0,1,2,0,0,0,0,0,41,0,0,Matches
348,Óscar Melendo,es ESP,"MF,FW",Granada,25,1997,12.5,409,398,8,4,6,3,9,2,2,0,2,0,328,3,9,Matches
349,Gonzalo Melero,es ESP,"MF,FW",Almería,29,1994,12.3,465,443,20,10,0,0,4,3,0,0,0,0,381,2,5,Matches
350,Memphis,nl NED,FW,Atlético Madrid,29,1994,9.9,264,238,23,4,3,4,12,2,7,2,3,0,195,3,10,Matches
351,Houboulang Mendes,gw GNB,DF,Almería,25,1998,4.4,177,114,61,8,0,1,4,53,0,0,0,0,129,2,3,Matches
352,Tomás Mendes,es ESP,MF,Alavés,18,2004,0.1,6,6,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
353,Brais Méndez,es ESP,"MF,FW",Real Sociedad,26,1997,26.8,1244,1092,145,80,10,10,104,4,49,21,19,0,942,7,35,Matches
354,Bruno Méndez,uy URU,DF,Granada,23,1999,14.8,636,536,94,13,1,3,8,79,0,0,0,0,452,6,10,Matches
355,Diego Méndez,es ESP,MF,Rayo Vallecano,19,2003,0.1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
356,Ferland Mendy,fr FRA,DF,Real Madrid,28,1995,19.1,1275,1127,148,12,0,4,5,136,0,0,0,0,1201,0,8,Matches
357,Jorge Meré,es ESP,DF,Cádiz,26,1997,7.5,233,221,8,5,0,0,1,3,0,0,0,0,166,4,2,Matches
358,Mikel Merino,es ESP,MF,Real Sociedad,27,1996,27.6,1413,1387,15,12,7,13,19,3,0,0,0,0,1076,11,24,Matches
359,Omenuke Mfulu,cd COD,"MF,FW",Las Palmas,29,1994,0.9,60,59,1,1,0,0,0,0,0,0,0,0,53,0,1,Matches
360,Miguel,es ESP,"FW,MF",Alavés,23,1999,0.7,15,12,3,0,0,0,0,0,0,0,0,0,7,0,1,Matches
361,Éder Militão,br BRA,DF,Real Madrid,25,1998,5.5,329,308,20,10,0,8,1,1,0,0,0,0,297,1,2,Matches
362,Luis Milla,es ESP,MF,Getafe,28,1994,23.5,1273,1101,165,93,1,40,102,3,65,30,24,0,1011,7,17,Matches
363,Marko Milovanović,rs SRB,"FW,MF",Almería,19,2003,3.4,68,64,4,0,0,0,1,0,0,0,0,0,43,0,2,Matches
364,Óscar Mingueza,es ESP,"DF,MF",Celta Vigo,24,1999,33.3,1967,1640,317,57,9,7,148,237,19,2,12,0,1478,10,50,Matches
365,Ignasi Miquel,es ESP,DF,Granada,30,1992,33.2,1549,1462,82,68,2,7,3,4,0,0,0,0,1265,5,11,Matches
366,Rafa Mir,es ESP,"FW,MF",Sevilla,26,1997,4.3,88,83,4,0,0,2,2,0,0,0,0,0,61,1,5,Matches
367,Juan Miranda,es ESP,DF,Betis,23,2000,20.6,1166,934,226,43,0,7,62,178,5,0,3,0,913,6,19,Matches
368,Stefan Mitrović,rs SRB,DF,Getafe,33,1990,7.8,251,223,28,24,1,1,0,0,0,0,0,0,191,0,0,Matches
369,Luka Modrić,hr CRO,MF,Real Madrid,37,1985,18.8,1669,1506,156,67,6,27,90,9,69,15,38,0,1452,7,23,Matches
370,Johan Mojica,co COL,DF,Osasuna,30,1992,22.7,1193,1001,186,18,1,12,116,167,1,0,0,0,865,6,57,Matches
371,Alberto Moleiro,es ESP,"FW,MF",Las Palmas,19,2003,20.0,735,709,22,1,11,0,27,8,9,4,2,0,581,4,37,Matches
372,Nahuel Molina,ar ARG,DF,Atlético Madrid,25,1998,20.6,1304,1074,219,16,1,11,87,188,15,6,9,0,957,11,37,Matches
373,Jon Moncayola,es ESP,MF,Osasuna,25,1998,20.0,1025,948,74,26,0,12,90,8,40,19,20,0,786,3,16,Matches
374,César Montes,mx MEX,DF,Almería,26,1997,19.9,973,927,39,36,1,16,3,0,0,0,0,0,750,7,4,Matches
375,Álvaro Morata,es ESP,FW,Atlético Madrid,30,1992,21.2,384,357,25,0,0,4,10,0,0,0,0,0,267,2,16,Matches
376,Alberto Moreno,es ESP,DF,Villarreal,31,1992,16.5,733,628,100,13,0,11,49,85,2,1,1,0,586,5,14,Matches
