Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Unnamed: 8_level_0_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Unnamed: 23_level_0_Matches
58,Gabriel Bares,ch SUI,"MF,DF",Montpellier,23,2000,0.6,40,39,1,1,0,0,1,0,0,0,0,0,34,0,0,Matches
59,Téo Barisic,hr CRO,DF,Lyon,19,2004,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
60,Dylan Batubinsika,cd COD,DF,Saint-Étienne,28,1996,22.4,1217,1179,34,28,1,0,1,6,0,0,0,0,1112,4,4,Matches
61,Haris Belkebla,dz ALG,MF,Angers,30,1994,19.9,830,804,24,22,0,3,3,2,0,0,0,0,727,2,14,Matches
62,Yassin Belkhdim,fr FRA,MF,Angers,22,2002,16.9,487,484,3,2,1,4,16,1,0,0,0,0,394,0,17,Matches
63,Eliesse Ben Seghir,ma MAR,"MF,FW",Monaco,19,2005,19.4,951,885,64,12,14,3,52,8,34,18,11,0,754,2,18,Matches
64,Ismaël Bennacer,dz ALG,MF,Marseille,26,1997,7.2,810,765,41,18,3,1,28,1,22,12,10,0,737,4,7,Matches
65,Saïd Benrahma,dz ALG,"FW,MF",Lyon,28,1995,8.2,358,334,20,6,1,2,43,2,12,4,6,0,258,4,11,Matches
66,Nabil Bentaleb,dz ALG,MF,Lille,29,1994,3.7,244,235,8,7,0,4,6,0,1,0,1,0,210,1,1,Matches
67,Lucas Beraldo,br BRA,DF,Paris S-G,20,2003,22.3,2132,2072,55,29,1,9,3,25,0,0,0,0,2013,5,6,Matches
68,Maxime Bernauer,fr FRA,DF,Saint-Étienne,26,1998,8.5,469,452,14,12,1,4,0,1,0,0,0,0,413,3,3,Matches
69,Dimitry Bertaud,cd COD,GK,Montpellier,26,1998,4.0,114,80,33,6,0,0,0,0,0,0,0,0,82,1,0,Matches
70,Mika Biereth,dk DEN,FW,Monaco,21,2003,13.6,241,222,15,1,2,1,8,1,0,0,0,0,149,4,15,Matches
71,Emmanuel Biumla,fr FRA,DF,Angers,19,2005,14.8,499,473,23,21,0,1,0,0,0,0,0,0,440,3,2,Matches
72,Marco Bizot,nl NED,GK,Brest,33,1991,32.0,1121,818,300,84,0,2,0,0,0,0,0,0,775,3,0,Matches
73,Ludovic Blas,fr FRA,"MF,FW",Rennes,26,1997,25.5,938,817,119,45,8,21,124,6,64,42,14,0,693,2,20,Matches
74,Augustine Boakye,gh GHA,"FW,MF",Saint-Étienne,23,2000,8.1,256,249,6,0,2,1,5,2,1,0,0,0,192,1,7,Matches
75,Mathéo Bodmer,fr FRA,MF,Le Havre,20,2004,0.1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
76,Jeremie Boga,ci CIV,"MF,FW",Nice,27,1997,11.7,398,380,15,2,0,2,21,2,10,7,1,0,329,3,13,Matches
77,Moïse Bombito,ca CAN,DF,Nice,24,2000,24.4,1404,1346,57,29,3,7,2,3,0,0,0,0,1266,1,8,Matches
78,Saïmon Bouabré,fr FRA,"MF,FW",Monaco,18,2006,1.1,29,29,0,0,0,0,0,0,0,0,0,0,20,0,1,Matches
79,Ayyoub Bouaddi,fr FRA,MF,Lille,16,2007,12.8,555,547,7,4,1,2,3,3,0,0,0,0,487,1,13,Matches
80,Badredine Bouanani,dz ALG,"MF,FW",Nice,19,2004,12.2,430,398,28,13,7,1,33,4,8,2,2,0,330,4,11,Matches
81,Benjamin Bouchouari,ma MAR,MF,Saint-Étienne,22,2001,19.7,1040,1022,16,8,6,3,9,7,1,0,1,0,902,2,15,Matches
82,Hicham Boudaoui,dz ALG,MF,Nice,24,1999,27.1,1134,1104,26,24,12,5,17,1,0,0,0,0,943,4,27,Matches
83,Justin Bourgault,fr FRA,DF,Brest,18,2005,1.4,74,64,9,0,0,0,4,9,0,0,0,0,54,1,2,Matches
84,Benjamin Bourigeaud,fr FRA,MF,Rennes,30,1994,0.9,48,40,8,2,0,1,6,0,6,4,1,0,36,0,1,Matches
85,Bilal Brahimi,dz ALG,MF,Nice,24,2000,0.8,40,35,5,0,0,0,5,3,2,1,1,0,35,0,1,Matches
86,Lilian Brassier,fr FRA,DF,Marseille,24,1999,8.7,653,605,43,12,0,2,5,21,0,0,0,0,560,5,6,Matches
87,Lilian Brassier,fr FRA,DF,Rennes,24,1999,13.7,919,882,34,27,1,8,9,3,0,0,0,0,787,3,8,Matches
88,Anthony Briançon,fr FRA,DF,Saint-Étienne,29,1994,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
89,Aurélio Buta,pt POR,DF,Reims,27,1997,21.9,991,792,196,14,0,0,32,181,0,0,0,0,819,3,18,Matches
90,Marcin Bułka,pl POL,GK,Nice,24,1999,34.0,1110,878,232,70,0,0,0,0,0,0,0,0,898,0,1,Matches
91,Rémy Cabella,fr FRA,"FW,MF",Lille,34,1990,11.2,762,685,72,19,0,0,60,14,34,4,18,0,628,5,9,Matches
92,Mathieu Cafaro,fr FRA,"MF,FW",Saint-Étienne,27,1997,8.1,239,210,29,6,2,1,27,6,17,5,8,0,172,0,5,Matches
93,Duje Ćaleta-Car,hr CRO,DF,Lyon,27,1996,17.6,985,939,45,28,1,3,1,3,0,0,0,0,896,1,5,Matches
94,Issiaga Camara,gn GUI,MF,Nice,19,2005,0.2,16,16,0,0,0,0,0,0,0,0,0,0,15,0,0,Matches
95,Lamine Camara,sn SEN,MF,Monaco,20,2004,22.8,1479,1332,142,52,5,11,118,3,87,39,39,0,1224,5,20,Matches
96,Mahdi Camara,fr FRA,"MF,FW",Brest,26,1998,29.5,1190,1100,88,12,3,0,46,8,0,0,0,0,1021,2,24,Matches
97,Ousmane Camara,ml MLI,DF,Angers,21,2003,2.8,101,97,3,3,0,2,0,0,0,0,0,0,91,1,1,Matches
98,Axel Camblan,fr FRA,"MF,FW",Brest,20,2003,0.3,7,7,0,0,0,0,1,0,0,0,0,0,3,0,1,Matches
99,Jaydee Canvot,fr FRA,"DF,MF",Toulouse,18,2006,12.3,536,523,13,8,2,5,6,3,0,0,0,0,462,0,11,Matches
100,Pierrick Capelle,fr FRA,MF,Angers,37,1987,5.4,231,223,8,2,1,3,10,0,5,5,0,0,185,0,4,Matches
101,Gabin Capuano,fr FRA,FW,Lens,18,2006,0.1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
102,Maxence Caqueret,fr FRA,MF,Lyon,24,2000,6.4,343,332,10,5,0,1,6,1,0,0,0,0,274,1,14,Matches
103,Simon Cara,fr FRA,"MF,FW",Montpellier,19,2005,0.1,6,6,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
104,Valentin Carboni,ar ARG,"MF,FW",Marseille,19,2005,1.1,64,62,2,0,1,0,2,2,0,0,0,0,57,0,3,Matches
105,Irvin Cardona,mt MLT,FW,Saint-Étienne,26,1997,11.8,381,369,8,3,3,0,31,5,0,0,0,0,255,4,13,Matches
106,Patrik Carlgren,se SWE,GK,Nantes,32,1992,4.6,137,83,53,16,0,0,0,0,0,0,0,0,90,1,0,Matches
107,Josué Casimir,ht HAI,"FW,MF",Le Havre,22,2001,22.2,597,543,53,6,2,3,85,33,5,2,0,0,410,1,25,Matches
108,Cristian Cásseres Jr.,ve VEN,MF,Toulouse,24,2000,30.0,1421,1272,144,80,5,9,80,11,46,26,12,0,1120,5,26,Matches
109,Jean-Charles Castelletto,cm CMR,"DF,MF",Nantes,29,1995,29.1,1391,1331,58,28,0,4,9,21,0,0,0,0,1233,2,8,Matches
110,Enzo Caumont,fr FRA,MF,Angers,20,2004,0.4,14,14,0,0,0,0,0,0,0,0,0,0,13,0,0,Matches
111,Fabien Centonze,fr FRA,DF,Nantes,28,1996,2.9,142,123,19,3,0,1,11,16,0,0,0,0,111,0,3,Matches
112,Brendan Chardonnet,fr FRA,DF,Brest,29,1994,26.8,1210,1164,46,45,2,14,3,0,0,0,0,0,993,0,7,Matches
113,Jhoanner Chávez,ec ECU,"DF,MF",Lens,22,2002,6.6,308,234,73,5,0,0,30,49,19,9,3,0,230,1,3,Matches
114,Théo Chennahi,fr FRA,DF,Montpellier,19,2005,2.0,66,53,13,2,0,0,2,11,0,0,0,0,57,0,0,Matches
115,Sidiki Cherif,fr FRA,FW,Angers,17,2006,3.6,62,60,1,0,3,0,4,0,0,0,0,0,33,1,5,Matches
116,Rayan Cherki,fr FRA,"FW,MF",Lyon,20,2003,22.7,1375,1200,163,31,22,15,118,29,98,26,55,0,1079,12,32,Matches
117,Lucas Chevalier,fr FRA,GK,Lille,22,2001,34.0,1083,907,173,61,1,0,0,0,0,0,0,0,862,3,0,Matches
118,Pedro Chirivella,es ESP,MF,Nantes,27,1997,26.1,1570,1468,100,69,4,14,19,5,7,5,2,0,1336,2,16,Matches
119,Joris Chotard,fr FRA,MF,Montpellier,22,2001,21.0,822,780,39,34,5,14,30,3,1,0,1,0,672,3,14,Matches
120,Djaoui Cissé,fr FRA,MF,Rennes,20,2004,12.5,625,611,11,10,1,14,3,0,0,0,0,0,547,3,16,Matches
121,Yoann Cissé,fr FRA,MF,Auxerre,19,2004,0.1,6,4,2,0,0,0,3,0,2,1,1,0,2,0,0,Matches
122,Jonathan Clauss,fr FRA,"DF,MF",Nice,31,1992,25.6,1399,1077,316,41,4,3,190,167,108,36,50,0,1006,6,36,Matches
123,Marcus Coco,fr FRA,DF,Nantes,28,1996,10.6,483,400,80,10,0,0,28,70,0,0,0,0,384,3,6,Matches
124,Alois Confais,fr FRA,MF,Le Havre,27,1996,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
125,Francis Coquelin,fr FRA,MF,Nantes,33,1991,2.5,101,100,1,0,1,1,0,1,0,0,0,0,88,0,1,Matches
126,Derek Cornelius,ca CAN,DF,Marseille,26,1997,15.8,1357,1311,43,23,1,1,4,3,0,0,0,0,1267,3,9,Matches
127,Pierre Cornud,fr FRA,DF,Saint-Étienne,27,1996,6.4,331,276,54,10,1,4,14,43,1,1,0,0,271,1,7,Matches
128,David Costa,pt POR,"MF,FW",Lens,23,2001,3.9,155,146,6,1,0,1,15,0,5,4,1,0,128,3,2,Matches
129,Logan Costa,cv CPV,DF,Toulouse,23,2001,1.0,56,55,1,0,0,0,1,1,0,0,0,0,47,0,0,Matches
130,Grégoire Coudert,fr FRA,GK,Brest,25,1999,2.0,68,56,12,4,0,0,0,0,0,0,0,0,54,0,0,Matches
131,Lasso Coulibaly,ci CIV,"FW,MF",Auxerre,21,2002,0.5,13,12,1,0,0,0,2,0,1,0,1,0,12,0,0,Matches
132,Mamadou Coulibaly,fr FRA,MF,Monaco,20,2004,0.1,5,5,0,0,0,0,1,0,0,0,0,0,3,0,0,Matches
133,Soumaïla Coulibaly,fr FRA,DF,Brest,20,2003,4.9,317,302,15,9,0,16,0,0,0,0,0,0,281,0,1,Matches
134,Tanguy Coulibaly,fr FRA,"FW,MF",Montpellier,23,2001,16.5,372,350,22,0,2,0,21,6,4,1,0,0,292,0,12,Matches
135,Marius Courcoul,fr FRA,"MF,DF",Angers,17,2007,3.4,155,146,9,3,0,3,4,6,0,0,0,0,133,0,1,Matches
136,Nicolas Cozza,fr FRA,"DF,MF",Nantes,25,1999,22.8,782,567,211,15,1,1,27,196,0,0,0,0,608,4,21,Matches
137,Charlie Cresswell,eng ENG,DF,Toulouse,21,2002,28.8,1551,1466,81,33,0,8,4,12,0,0,0,0,1287,4,7,Matches
138,Kévin Danois,fr FRA,MF,Auxerre,20,2004,16.2,718,703,15,8,3,11,14,7,0,0,0,0,585,0,14,Matches
139,Kevin Danso,at AUT,DF,Lens,25,1998,12.0,770,732,35,17,1,1,0,2,0,0,0,0,659,3,6,Matches
140,Dante,br BRA,DF,Nice,40,1983,21.8,1432,1336,93,63,5,8,2,4,0,0,0,0,1267,3,11,Matches
141,Pape Daouda Diongue,sn SEN,"MF,FW",Strasbourg,,,0.9,57,56,1,1,0,0,1,0,0,0,0,0,47,0,2,Matches
142,Mohamed Daramy,dk DEN,FW,Reims,22,2002,0.2,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
143,Jonathan David,ca CAN,FW,Lille,24,2000,28.4,686,646,38,1,4,3,4,2,0,0,0,0,563,2,24,Matches
144,Zuriko Davitashvili,ge GEO,"FW,MF",Saint-Étienne,23,2001,30.9,938,799,134,40,6,1,85,16,68,13,34,0,737,5,22,Matches
145,Théo De Percin,mq MTQ,GK,Auxerre,23,2001,2.0,58,41,17,5,0,0,0,0,0,0,0,0,31,0,0,Matches
146,Thibault De Smet,be BEL,DF,Reims,26,1998,2.1,116,106,9,3,0,0,0,1,0,0,0,0,105,1,1,Matches
147,Amar Dedić,ba BIH,DF,Marseille,21,2002,3.5,224,199,25,0,1,1,5,24,1,0,0,0,189,0,6,Matches
148,Romain Del Castillo,fr FRA,FW,Brest,28,1996,14.0,688,592,92,34,3,7,103,17,39,17,19,0,480,4,27,Matches
149,Thomas Delaine,fr FRA,DF,Strasbourg,32,1992,0.1,4,3,1,0,0,0,0,1,0,0,0,0,0,0,0,Matches
150,Andy Delort,dz ALG,FW,Montpellier,32,1991,6.7,110,104,5,0,0,0,11,1,0,0,0,0,54,1,7,Matches
151,Ousmane Dembélé,fr FRA,FW,Paris S-G,27,1997,19.2,1068,986,74,9,13,10,80,3,48,14,16,0,844,8,36,Matches
152,Rémy Descamps,fr FRA,GK,Lyon,28,1996,1.0,30,27,3,1,0,0,0,0,0,0,0,0,27,0,0,Matches
153,Arthur Desmas,fr FRA,GK,Le Havre,30,1994,18.0,522,365,156,39,0,1,0,0,0,0,0,0,411,1,0,Matches
154,Mamadou Diakhon,fr FRA,"FW,MF",Reims,18,2005,9.5,257,247,9,2,1,3,33,5,1,0,0,0,198,1,10,Matches
155,Bafodé Diakité,fr FRA,DF,Lille,23,2001,30.7,2239,2155,82,63,2,5,4,6,0,0,0,0,2086,2,19,Matches
156,Oumar Diakité,ci CIV,FW,Reims,20,2003,18.1,354,317,34,1,1,2,7,1,0,0,0,0,291,3,10,Matches
157,Habib Diarra,sn SEN,"MF,FW",Strasbourg,20,2004,26.1,978,936,40,11,6,5,54,10,0,0,0,0,812,2,25,Matches
158,Krépin Diatta,sn SEN,"DF,FW",Monaco,25,1999,5.6,314,278,35,2,1,3,15,33,0,0,0,0,240,1,5,Matches
159,Kandet Diawara,gn GUI,FW,Le Havre,24,2000,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
160,Mahamadou Diawara,fr FRA,MF,Le Havre,19,2005,6.5,233,225,6,2,0,2,5,1,1,1,0,0,193,2,11,Matches
161,Mahamadou Diawara,fr FRA,MF,Lyon,19,2005,0.2,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0,Matches
162,Bamba Dieng,sn SEN,FW,Angers,24,2000,5.9,103,99,4,0,2,0,5,0,1,0,1,0,80,0,2,Matches
163,Kembo Diliwidi,fr FRA,DF,Lens,18,2006,0.0,3,3,0,0,0,0,1,0,0,0,0,0,2,0,0,Matches
164,Sinaly Diomande,ci CIV,DF,Auxerre,23,2001,21.6,961,909,47,42,0,14,1,5,0,0,0,0,813,5,10,Matches
165,Lois Diony,fr FRA,FW,Angers,31,1992,0.2,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
166,Sérigné Diop,sn SEN,FW,Brest,19,2005,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
167,Sofiane Diop,ma MAR,"MF,FW",Nice,24,2000,11.8,565,523,40,14,16,7,33,3,22,7,8,0,436,2,12,Matches
168,Andy Diouf,fr FRA,MF,Lens,21,2003,24.7,1068,1030,27,15,13,2,30,0,11,8,3,0,849,11,30,Matches
169,Yehvann Diouf,sn SEN,GK,Reims,24,1999,34.0,1219,874,339,119,0,2,0,0,0,0,0,0,848,6,1,Matches
170,Assane Dioussé,sn SEN,MF,Auxerre,26,1997,7.4,357,355,2,2,0,7,1,0,0,0,0,0,320,0,4,Matches
171,Álex Domínguez,es ESP,GK,Toulouse,26,1998,0.2,11,7,4,1,0,0,0,0,0,0,0,0,8,0,0,Matches
172,Gianluigi Donnarumma,it ITA,GK,Paris S-G,25,1999,23.2,632,508,124,35,0,0,0,0,0,0,0,0,552,0,0,Matches
173,Sékou Doucoure,fr FRA,DF,Nantes,19,2005,0.1,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
174,Désiré Doué,fr FRA,"FW,MF",Paris S-G,19,2005,19.2,1133,1066,66,11,8,7,78,24,23,8,5,1,933,1,21,Matches
175,Guela Doué,ci CIV,DF,Strasbourg,21,2002,30.2,2023,1728,293,63,1,3,46,226,0,0,0,0,1688,2,26,Matches
176,Douglas,br BRA,MF,Nantes,27,1997,25.6,1190,1119,68,53,2,3,10,9,3,2,0,0,1029,3,17,Matches
177,Ismaël Doukouré,fr FRA,"DF,MF",Strasbourg,21,2003,29.3,1685,1561,117,46,2,2,1,15,0,0,0,0,1494,7,13,Matches
178,Kamory Doumbia,ml MLI,"MF,FW",Brest,21,2003,14.7,697,631,60,20,7,2,48,3,27,12,15,0,561,6,10,Matches
179,Amidou Doumbouya,fr FRA,DF,Nice,16,2007,0.5,25,24,1,0,0,0,2,1,0,0,0,0,19,0,2,Matches
180,Jean-Kevin Duverne,ht HAI,DF,Nantes,27,1997,6.0,304,250,53,6,0,0,9,47,0,0,0,0,238,1,5,Matches
181,Stefan Džodić,rs SRB,"DF,MF",Montpellier,19,2005,2.7,176,171,5,3,0,1,0,0,0,0,0,0,158,0,0,Matches
182,Aron Dønnum,no NOR,"DF,MF",Toulouse,26,1998,29.9,1213,1013,190,31,7,26,117,127,32,23,5,0,880,10,42,Matches
183,Noah Edjouma,fr FRA,"MF,FW",Toulouse,18,2005,1.9,52,50,2,0,0,1,6,1,1,1,0,0,36,0,3,Matches
184,Jacques Ekomie,ga GAB,"DF,FW",Angers,20,2003,7.7,260,192,66,1,0,1,23,65,0,0,0,0,183,2,14,Matches
185,Pierre Ekwah Elimby,fr FRA,MF,Saint-Étienne,22,2002,28.6,1593,1536,57,53,3,12,5,2,1,1,0,0,1405,0,16,Matches
186,Meschak Elia,cd COD,FW,Nantes,26,1997,1.9,62,58,4,1,0,0,14,2,1,0,1,0,35,0,3,Matches
187,Breel Embolo,ch SUI,"FW,MF",Monaco,27,1997,20.5,432,397,30,2,8,1,6,0,0,0,0,0,299,5,9,Matches
188,Emanuel Emegha,nl NED,FW,Strasbourg,21,2003,25.5,340,316,22,0,0,0,0,1,0,0,0,0,273,2,7,Matches
189,Romain Faivre,fr FRA,"MF,FW",Brest,26,1998,10.0,379,349,29,7,4,0,26,4,17,11,4,0,311,1,8,Matches
