Player,Nation,Pos,Squad,Age,Born,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks
Ignatius Ganago,CMR,"FW,MF",Nantes,25.0,1999.0,2.7,77,72,5,0,0,0,3,1,0,0,0,0,59,0,1
Ulisses Garcia,SUI,DF,Marseille,28.0,1996.0,10.3,632,536,94,15,0,2,35,74,0,0,0,0,535,2,15
Jean-Philippe Gbamin,CIV,MF,Nantes,28.0,1995.0,2.4,115,113,2,2,0,2,0,0,0,0,0,0,90,0,2
Mory Gbane,CIV,"DF,MF",Reims,23.0,2000.0,12.5,524,499,25,11,3,8,2,11,0,0,0,0,447,0,6
Yann Gboho,FRA,"MF,FW",Toulouse,23.0,2001.0,25.9,644,633,6,2,7,1,26,0,0,0,0,0,478,5,33
Denis Genreau,AUS,MF,Toulouse,25.0,1999.0,2.5,127,111,15,3,0,0,9,4,6,2,3,0,105,1,3
Aleksandr Golovin,RUS,"MF,FW",Monaco,28.0,1996.0,12.8,678,648,25,12,9,4,23,6,7,2,3,0,523,5,13
André Gomes,POR,MF,Lille,31.0,1993.0,14.2,963,937,25,21,5,11,11,4,0,0,0,0,861,1,11
Angel Gomes,ENG,MF,Lille,23.0,2000.0,8.2,364,352,9,3,2,2,10,0,4,3,0,0,295,3,8
Carlos Gómez,COL,"MF,DF",Rennes,21.0,2002.0,4.2,115,110,5,0,1,0,19,5,0,0,0,0,84,0,2
Mathieu Gorgelin,FRA,GK,Le Havre,33.0,1990.0,16.0,536,385,149,50,0,2,0,0,0,0,0,0,417,2,0
Amine Gouiri,ALG,"FW,MF",Marseille,24.0,2000.0,11.6,351,271,79,6,1,0,57,0,49,19,28,0,284,1,5
Amine Gouiri,ALG,"MF,FW",Rennes,24.0,2000.0,11.5,354,319,35,9,3,0,12,5,7,5,1,0,277,0,16
Jonathan Gradit,FRA,DF,Lens,31.0,1992.0,23.5,1332,1290,38,37,2,7,10,1,0,0,0,0,1133,4,11
Samuel Grandsir,FRA,"MF,FW",Le Havre,27.0,1996.0,0.9,32,28,4,1,1,0,5,1,2,2,0,0,20,0,1
Mason Greenwood,ENG,"FW,MF",Marseille,22.0,2001.0,31.2,1389,1313,71,13,13,25,110,8,43,29,4,0,1089,5,26
Albert Grønbaek,DEN,"MF,FW",Rennes,23.0,2001.0,9.0,247,213,31,7,1,1,28,5,19,16,3,0,155,3,15
Gabriel Gudmundsson,SWE,DF,Lille,25.0,1999.0,19.8,1055,882,173,20,1,8,59,147,4,0,2,0,866,0,25
Axel Gueguin,FRA,FW,Montpellier,19.0,2005.0,0.3,6,5,1,0,0,0,1,0,1,0,1,0,5,0,1
Evann Guessand,CIV,"FW,MF",Nice,23.0,2001.0,28.5,574,549,22,3,9,1,36,0,0,0,0,0,421,3,30
Bahereba Guirassy,FRA,"FW,MF",Nantes,17.0,2006.0,3.9,120,118,1,0,1,0,7,1,0,0,0,0,85,1,9
Massadio Haïdara,MLI,DF,Brest,31.0,1992.0,18.6,882,716,166,12,1,3,49,154,0,0,0,0,693,0,22
Achraf Hakimi,MAR,DF,Paris S-G,25.0,1998.0,23.0,2140,1949,188,34,2,8,80,150,4,0,1,0,1898,3,32
Florent Hanin,ALG,DF,Angers,34.0,1990.0,29.7,1654,1345,294,46,2,9,107,248,0,0,0,0,1282,15,28
Amine Harit,MAR,MF,Marseille,27.0,1997.0,5.8,255,232,18,7,4,1,7,0,6,3,1,0,213,5,6
Hans Hateboer,NED,DF,Rennes,30.0,1994.0,18.7,1128,1035,90,33,0,7,33,57,0,0,0,0,962,3,21
Kjetil Haug,NOR,GK,Toulouse,26.0,1998.0,5.5,130,81,49,14,0,0,0,0,0,0,0,0,82,0,0
Luis Henrique,BRA,"DF,FW",Marseille,22.0,2001.0,29.0,1427,1350,75,5,2,6,97,62,8,1,5,0,1156,2,31
Lucas Hernández,FRA,DF,Paris S-G,28.0,1996.0,9.7,907,834,73,16,1,5,2,56,0,0,0,0,832,0,8
Ki-Jana Hoever,NED,DF,Auxerre,22.0,2002.0,23.6,1084,894,187,7,1,12,78,180,0,0,0,0,768,3,33
Cédric Hountondji,BEN,DF,Angers,30.0,1994.0,3.0,100,95,5,4,0,0,0,0,0,0,0,0,85,0,0
Ilyes Housni,FRA,"FW,MF",Le Havre,19.0,2005.0,2.6,64,60,4,0,0,1,5,0,0,0,0,0,38,0,6
Pierre Højbjerg,DEN,MF,Marseille,28.0,1995.0,29.6,2895,2787,106,82,10,13,19,9,13,6,5,0,2674,2,20
Hafiz Ibrahim,NGA,FW,Reims,18.0,2005.0,4.3,50,46,4,0,0,0,1,0,0,0,0,0,30,0,2
George Ilenikhena,NGA,FW,Monaco,17.0,2006.0,8.0,121,111,9,0,1,0,0,0,0,0,0,0,87,1,2
Rareş Ilie,ROU,MF,Nice,21.0,2003.0,0.1,10,8,2,1,0,0,3,0,1,0,1,0,8,0,2
Ismaily,BRA,DF,Lille,34.0,1990.0,10.0,632,540,90,11,1,0,16,75,4,0,4,0,552,2,11
Yanis Issoufou,FRA,"MF,FW",Montpellier,17.0,2006.0,0.9,20,19,0,0,0,0,3,0,0,0,0,0,10,1,3
Junya Ito,JPN,"FW,MF",Reims,31.0,1993.0,29.9,1214,1048,160,44,7,6,234,19,92,27,52,0,811,6,40
Jérémy Jacquet,FRA,DF,Rennes,19.0,2005.0,10.3,508,471,35,23,1,4,3,12,0,0,0,0,424,2,10
Ismail Jakobs,SEN,DF,Monaco,24.0,1999.0,2.0,105,87,18,5,0,0,14,13,0,0,0,0,85,0,2
Jordan James,WAL,MF,Rennes,20.0,2004.0,13.1,574,526,47,16,1,9,34,2,29,6,10,0,483,1,8
Malcolm Jeng,SWE,DF,Reims,19.0,2005.0,1.2,41,39,2,1,0,0,0,0,0,0,0,0,35,0,0
John Joe,IRL,MF,Reims,20.0,2003.0,6.1,223,215,5,4,0,1,5,0,0,0,0,0,165,3,9
Karl-Johan Johnsson,SWE,GK,Strasbourg,34.0,1990.0,3.0,129,118,11,4,0,0,0,0,0,0,0,0,107,0,0
Paul Joly,FRA,DF,Auxerre,24.0,2000.0,11.2,617,514,100,12,2,9,55,88,0,0,0,0,424,3,19
Jota,POR,"FW,MF",Rennes,25.0,1999.0,3.7,132,124,8,1,1,1,16,4,3,1,0,0,95,0,4
Antoine Joujou,FRA,"MF,FW",Le Havre,21.0,2003.0,10.5,261,258,3,0,1,1,37,2,1,1,0,0,169,0,14
Jubal,BRA,DF,Auxerre,30.0,1993.0,29.3,1057,980,75,56,0,10,0,0,0,0,0,0,918,2,5
Abdulai Juma Bah,SLE,DF,Lens,18.0,2006.0,7.6,378,358,18,9,0,1,0,0,0,0,0,0,353,2,1
Hamed Junior Traorè,CIV,MF,Auxerre,24.0,2000.0,23.3,640,587,46,13,9,7,42,13,11,5,3,0,474,7,16
Yaya Kader Fofana,MLI,"MF,FW",Reims,20.0,2004.0,7.0,232,228,4,3,3,0,6,0,1,0,0,0,177,0,5
Tino Kadewere,ZIM,"MF,FW",Nantes,28.0,1996.0,5.7,173,169,3,1,1,0,2,2,0,0,0,0,130,1,7
Arnaud Kalimuendo,FRA,"FW,MF",Rennes,22.0,2002.0,28.6,605,549,53,4,3,5,13,1,0,0,0,0,477,3,24
Justin-Noël Kalumba,FRA,"FW,MF",Angers,19.0,2004.0,0.3,11,11,0,0,0,0,1,0,0,0,0,0,9,0,0
Warren Kamanzi,NOR,"DF,MF",Toulouse,23.0,2000.0,11.4,481,403,78,7,1,0,16,71,0,0,0,0,399,0,20
Glen Kamara,FIN,MF,Rennes,28.0,1995.0,7.4,412,400,10,9,1,0,0,1,0,0,0,0,372,2,3
Noham Kamara,FRA,DF,Paris S-G,17.0,2007.0,0.8,79,74,5,0,1,0,0,5,0,0,0,0,74,0,0
Nordine Kandil,FRA,MF,Strasbourg,22.0,2001.0,0.1,6,6,0,0,0,0,0,0,0,0,0,0,3,0,0
Lee Kang-in,KOR,"FW,MF",Paris S-G,23.0,2001.0,18.5,1268,1149,114,15,13,10,94,7,84,24,32,0,1110,5,16
Yassine Kechta,MAR,"MF,FW",Le Havre,22.0,2002.0,23.3,756,705,45,9,2,8,36,3,11,10,1,0,599,6,15
Thilo Kehrer,GER,DF,Monaco,27.0,1996.0,26.5,1804,1715,86,76,1,7,2,1,0,0,0,0,1622,3,7
Reda Khadra,GER,"MF,FW",Reims,23.0,2001.0,0.9,30,27,3,3,1,0,3,0,0,0,0,0,22,0,0
Wahbi Khazri,TUN,"FW,MF",Montpellier,33.0,1991.0,12.4,337,288,48,9,3,5,48,5,20,5,11,0,229,1,13
Abdukodir Khusanov,UZB,DF,Lens,20.0,2004.0,10.8,548,521,26,13,0,3,5,8,0,0,0,0,483,1,3
Presnel Kimpembe,FRA,DF,Paris S-G,28.0,1995.0,0.3,18,18,0,0,0,0,0,0,0,0,0,0,18,0,0
Joshua King,NOR,"FW,MF",Toulouse,32.0,1992.0,18.6,358,332,23,1,0,1,9,5,0,0,0,0,253,3,8
Cédric Kipré,CIV,DF,Reims,27.0,1996.0,24.3,1292,1230,59,45,3,5,12,3,0,0,0,0,1148,3,2
Hervé Koffi,BFA,GK,Lens,27.0,1996.0,5.0,135,111,23,4,0,0,0,0,0,0,0,0,98,1,0
Philipp Köhn,SUI,GK,Monaco,26.0,1998.0,19.0,546,411,135,36,0,1,0,0,0,0,0,0,414,0,0
Koka,EGY,FW,Le Havre,31.0,1993.0,9.5,169,153,16,1,0,8,0,1,0,0,0,0,132,0,4
Randal Kolo Muani,FRA,FW,Paris S-G,25.0,1998.0,4.0,78,73,5,0,2,1,0,0,0,0,0,0,57,0,3
Geoffrey Kondogbia,CTA,"DF,MF",Marseille,31.0,1993.0,22.4,1803,1745,57,27,2,3,4,8,0,0,0,0,1668,1,10
Abdoul Koné,FRA,DF,Reims,19.0,2005.0,1.5,65,47,18,1,0,0,0,17,0,0,0,0,44,0,6
Amadou Koné,MLI,MF,Reims,19.0,2005.0,14.4,602,590,11,7,3,3,3,2,0,0,0,0,518,1,3
Ismaël Koné,CAN,"MF,FW",Marseille,22.0,2002.0,4.0,180,176,4,2,1,0,3,0,0,0,0,0,156,0,3
Ismaël Koné,CAN,MF,Rennes,22.0,2002.0,5.2,208,201,7,5,2,5,2,1,1,0,0,0,176,0,3
Emmanuel Koum Mbondo,FRA,DF,Marseille,18.0,2006.0,0.1,9,7,2,0,0,0,0,2,0,0,0,0,8,0,0
Boubakar Kouyaté,MLI,DF,Montpellier,27.0,1997.0,8.4,253,246,5,2,0,0,0,0,0,0,0,0,211,2,1
Goduine Koyalipou,CTA,FW,Lens,24.0,2000.0,9.8,189,179,10,0,0,1,2,0,0,0,0,0,132,0,12
Sael Kumbedi,FRA,DF,Lyon,19.0,2005.0,10.6,509,447,61,5,1,0,14,56,0,0,0,0,436,1,11
Daler Kuzyaev,RUS,MF,Le Havre,31.0,1993.0,6.3,260,253,7,5,1,1,6,0,2,2,0,0,211,0,2
Khvicha Kvaratskhelia,GEO,FW,Paris S-G,23.0,2001.0,10.2,547,507,38,5,5,3,33,5,27,6,12,0,468,2,15
Rémy Labeau Lascary,GLP,"FW,MF",Lens,21.0,2003.0,7.1,174,167,5,0,1,1,19,1,0,0,0,0,127,2,3
Gaëtan Laborde,FRA,FW,Nice,30.0,1994.0,20.3,497,459,36,1,3,2,27,0,0,0,0,0,346,2,15
Alexandre Lacazette,FRA,FW,Lyon,33.0,1991.0,22.8,547,510,33,0,4,7,17,1,0,0,0,0,393,4,20
Younes Lachaab,FRA,"MF,FW",Lille,19.0,2005.0,0.1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1
Alban Lafont,CIV,GK,Nantes,25.0,1999.0,12.0,367,278,88,31,0,1,0,0,0,0,0,0,256,1,1
Kenny Lala,MAD,DF,Brest,32.0,1991.0,29.8,1796,1487,306,65,4,13,126,230,10,3,5,0,1367,3,44
Mohamed Lamine Bayo,GUI,FW,Lille,26.0,1998.0,3.4,58,49,9,0,0,0,0,0,0,0,0,0,41,0,2
Gautier Larsonneur,FRA,GK,Saint-Étienne,27.0,1997.0,34.0,1185,866,317,112,0,0,0,0,0,0,0,0,782,2,0
Julien Le Cardinal,FRA,DF,Brest,26.0,1997.0,15.3,815,778,35,28,1,12,6,1,0,0,0,0,704,2,2
Jérémy Le Douaron,FRA,FW,Brest,26.0,1998.0,1.1,14,14,0,0,0,0,0,0,0,0,0,0,11,0,0
Benjamin Lecomte,FRA,GK,Montpellier,33.0,1991.0,30.0,1000,729,269,85,0,1,0,0,0,0,0,0,676,2,1
Pierre Lees-Melou,FRA,MF,Brest,31.0,1993.0,17.0,1057,1015,39,31,8,21,22,6,2,2,0,0,902,3,19
Jordan Lefort,FRA,DF,Angers,30.0,1993.0,34.0,1749,1649,90,80,5,9,12,5,0,0,0,0,1446,10,21
Félix Lemaréchal,FRA,"MF,FW",Strasbourg,20.0,2003.0,19.8,694,653,35,7,7,0,26,6,9,8,1,0,551,6,20
Donovan Léon,GUF,GK,Auxerre,31.0,1992.0,32.0,1132,810,320,124,0,4,0,1,0,0,0,0,670,2,0
Esteban Lepaul,FRA,FW,Angers,24.0,2000.0,18.1,359,331,25,0,1,3,15,2,0,0,0,0,241,3,15
Johann Lepenant,FRA,MF,Nantes,21.0,2002.0,22.8,725,703,21,3,2,0,16,8,1,1,0,0,582,1,30
Louis Leroux,FRA,"MF,DF",Nantes,18.0,2006.0,9.1,300,282,18,3,0,1,6,13,0,0,0,0,248,0,8
Pol Lirola,ESP,DF,Marseille,26.0,1997.0,7.6,397,351,45,3,1,0,14,42,0,0,0,0,330,1,13
Gautier Lloris,FRA,DF,Le Havre,29.0,1995.0,30.8,1511,1464,42,34,0,6,3,4,0,0,0,0,1317,5,10
Bradley Locko,FRA,DF,Brest,22.0,2002.0,1.1,42,35,7,0,0,0,1,7,0,0,0,0,37,0,3
Elysée Logbo,FRA,FW,Le Havre,20.0,2004.0,0.3,4,3,1,0,0,0,0,0,0,0,0,0,3,0,0
Anthony Lopes,POR,GK,Nantes,33.0,1990.0,17.4,547,376,171,75,0,2,0,0,0,0,0,0,356,0,0
Jordan Lotomba,SUI,"MF,DF",Nice,25.0,1998.0,0.4,21,19,2,0,0,0,2,2,0,0,0,0,17,0,0
Tom Louchet,FRA,"DF,MF",Nice,21.0,2003.0,8.6,454,377,74,13,0,0,35,53,8,3,4,0,371,3,10
Milos Lukovic,SRB,"FW,MF",Strasbourg,18.0,2005.0,0.1,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0
Othmane Maamma,MAR,"FW,MF",Montpellier,18.0,2005.0,4.0,78,75,3,0,1,0,12,3,0,0,0,0,51,0,2
Deiver Machado,COL,"DF,MF",Lens,30.0,1993.0,20.1,913,762,149,8,1,1,51,136,5,3,0,0,763,2,16
Lanroy Machine,FRA,FW,Angers,18.0,2005.0,0.1,5,5,0,0,0,0,1,0,0,0,0,0,3,0,0
Yvann Macon,FRA,DF,Saint-Étienne,25.0,1998.0,8.8,408,345,62,6,0,1,23,56,0,0,0,0,301,1,11
Eros Maddy,NED,DF,Auxerre,23.0,2001.0,0.2,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0
Soungoutou Magassa,FRA,MF,Monaco,20.0,2003.0,11.4,638,621,13,13,4,7,7,0,0,0,0,0,540,4,9
Hugo Magnetti,FRA,MF,Brest,26.0,1998.0,25.8,1083,1026,52,38,0,8,18,11,0,0,0,0,920,5,17
Frank Magri,CMR,"FW,MF",Toulouse,24.0,1999.0,16.8,251,223,25,0,3,1,4,3,0,0,0,0,178,3,9
Ainsley Maitland-Niles,ENG,DF,Lyon,26.0,1997.0,22.1,1234,1051,176,17,4,7,48,148,11,7,2,0,1049,7,28
Radosław Majecki,POL,GK,Monaco,24.0,1999.0,15.0,407,293,114,27,0,0,0,0,0,0,0,0,304,0,0
Hamidou Makalou,MLI,"FW,MF",Brest,18.0,2006.0,0.4,18,18,0,0,1,0,0,0,0,0,0,0,17,0,0
Nikola Maksimović,SRB,DF,Montpellier,32.0,1991.0,6.5,310,290,19,9,0,2,0,1,0,0,0,0,288,1,2
Aaron Malouda,FRA,FW,Lille,18.0,2005.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hianga Mananga Mbock,FRA,MF,Brest,24.0,1999.0,0.2,17,17,0,0,0,0,0,0,0,0,0,0,14,0,0
Steve Mandanda,FRA,GK,Rennes,39.0,1985.0,16.5,499,388,111,38,0,0,0,0,0,0,0,0,353,0,0
Aïssa Mandi,ALG,DF,Lille,32.0,1991.0,19.3,1244,1122,120,28,1,16,10,86,0,0,0,0,1104,2,7
Orel Mangala,BEL,MF,Lyon,26.0,1998.0,0.7,32,31,0,0,0,0,1,0,0,0,0,0,29,1,2
Sekou Mara,FRA,"FW,MF",Strasbourg,22.0,2002.0,8.5,185,172,13,0,2,1,3,1,0,0,0,0,128,0,11
Marquinhos,BRA,DF,Paris S-G,30.0,1994.0,19.2,1830,1791,36,23,3,13,3,11,0,0,0,0,1736,3,6
Ange Martial Tia,MLI,"MF,DF",Reims,17.0,2006.0,1.9,62,57,4,2,0,0,3,0,2,2,0,0,44,1,0
Jonas Martin,FRA,MF,Brest,34.0,1990.0,5.5,312,301,9,6,0,1,3,3,0,0,0,0,277,2,6
Han-Noah Massengo,FRA,MF,Auxerre,23.0,2001.0,11.6,443,435,8,6,0,5,9,1,0,0,0,0,375,0,5
Clinton Mata,ANG,DF,Lyon,31.0,1992.0,26.3,1636,1517,116,58,0,3,38,49,0,0,0,0,1448,3,13
Eliot Matazo,BEL,MF,Monaco,22.0,2002.0,0.8,41,39,2,1,0,0,0,1,0,0,0,0,35,0,0
Nemanja Matić,SRB,MF,Lyon,35.0,1988.0,22.3,1415,1356,54,43,4,12,9,3,0,0,0,0,1230,5,18
Rudy Matondo,FRA,MF,Auxerre,16.0,2008.0,0.7,24,23,1,0,0,0,0,1,0,0,0,0,22,0,1
Azor Matusiwa,NED,MF,Rennes,26.0,1998.0,23.1,1119,1081,35,29,4,7,1,6,0,0,0,0,975,3,13
Neal Maupay,FRA,FW,Marseille,27.0,1996.0,11.6,297,264,33,4,1,0,1,4,0,0,0,0,250,0,9
Christian Mawissa,FRA,DF,Monaco,19.0,2005.0,16.7,945,902,43,12,0,0,3,20,0,0,0,0,827,0,12
Senny Mayulu,FRA,MF,Paris S-G,18.0,2006.0,9.0,460,427,31,7,0,4,9,13,4,2,0,0,404,2,12
Ethan Mbappé,FRA,"MF,FW",Lille,17.0,2006.0,2.5,139,126,13,2,0,2,14,0,11,5,1,0,105,0,3
Ibrahim Mbaye,SEN,"FW,MF",Paris S-G,16.0,2008.0,3.8,148,147,0,0,0,0,5,0,0,0,0,0,128,1,2
Mark McKenzie,USA,DF,Toulouse,25.0,1999.0,27.7,1356,1243,113,29,0,6,1,70,0,0,0,0,1167,0,9
Facundo Medina,ARG,DF,Lens,25.0,1999.0,28.3,1889,1744,136,70,3,5,16,66,0,0,0,0,1655,9,18
Henrik Meister,DEN,FW,Rennes,20.0,2003.0,0.7,14,14,0,0,0,0,0,0,0,0,0,0,11,0,0
Bamo Meïté,CIV,DF,Montpellier,22.0,2001.0,4.7,173,165,8,2,0,0,0,2,0,0,0,0,153,0,3
Bamo Meïté,CIV,DF,Marseille,22.0,2001.0,0.3,28,24,4,0,0,0,0,4,0,0,0,0,26,0,1
Mohamed Meité,FRA,FW,Rennes,16.0,2007.0,6.0,94,88,6,0,1,0,2,0,0,0,0,0,62,0,4
Farid El Melali,ALG,FW,Angers,27.0,1997.0,21.0,532,453,79,17,0,0,87,6,55,28,18,1,372,0,21
Nuno Mendes,POR,DF,Paris S-G,22.0,2002.0,18.6,1488,1328,157,29,3,25,60,119,9,5,3,0,1293,3,21
Antoine Mendy,SEN,DF,Nice,20.0,2004.0,9.2,486,427,59,16,1,2,7,43,0,0,0,0,394,0,6
Nampalys Mendy,SEN,MF,Lens,32.0,1992.0,6.5,290,288,2,2,0,3,2,0,0,0,0,0,260,0,4
Gideon Mensah,GHA,DF,Auxerre,26.0,1998.0,25.3,1321,1097,220,19,2,12,76,201,0,0,0,0,1056,4,37
Quentin Merlin,FRA,DF,Marseille,22.0,2002.0,17.7,1145,980,162,15,0,4,95,121,26,6,15,0,943,3,27
Rafik Messali,FRA,DF,Toulouse,21.0,2003.0,5.1,227,199,28,4,0,0,16,24,0,0,0,0,166,0,10
Thomas Meunier,BEL,DF,Lille,32.0,1991.0,21.4,1477,1298,179,12,2,8,62,165,2,0,0,0,1188,0,23
Lucas Michal,FRA,"FW,MF",Monaco,19.0,2005.0,1.3,44,42,2,0,0,0,2,0,0,0,0,0,36,0,0
Georges Mikautadze,GEO,FW,Lyon,23.0,2000.0,16.1,426,406,17,1,4,3,9,3,0,0,0,0,326,3,14
Igor Miladinović,SRB,"FW,MF",Saint-Étienne,21.0,2003.0,0.3,15,15,0,0,0,0,0,0,0,0,0,0,12,0,0
Takumi Minamino,JPN,"MF,FW",Monaco,29.0,1995.0,24.8,736,714,15,2,15,2,23,6,0,0,0,0,520,7,30
Lucas Mincarelli,FRA,DF,Montpellier,20.0,2004.0,7.9,379,331,47,13,0,0,21,24,5,4,0,0,309,1,6
Terem Moffi,NGA,FW,Nice,25.0,1999.0,0.6,10,10,0,0,0,0,0,0,0,0,0,0,6,0,0
Mostafa Mohamed,EGY,FW,Nantes,26.0,1997.0,13.9,247,227,17,0,2,0,4,1,0,0,0,0,160,3,9
Florent Mollet,FRA,"MF,FW",Nantes,32.0,1991.0,2.7,106,91,14,2,0,0,13,1,10,2,8,0,83,1,4
Diego Moreira,BEL,"DF,MF",Strasbourg,19.0,2004.0,28.5,1327,1170,152,27,7,6,93,116,9,4,3,0,1028,5,30
Gabriel Moscardo,BRA,"MF,DF",Reims,18.0,2005.0,0.9,38,37,1,1,0,0,0,0,0,0,0,0,30,0,0
Yael Mouanga,FRA,DF,Montpellier,19.0,2005.0,10.5,479,451,27,12,0,1,2,0,0,0,0,0,420,1,4
Aimen Moueffek,FRA,MF,Saint-Étienne,23.0,2001.0,11.5,396,390,6,4,2,0,4,1,0,0,0,0,336,0,7
Youssoufa Moukoko,GER,"FW,MF",Nice,19.0,2004.0,2.3,44,41,3,1,0,0,1,0,0,0,0,0,36,0,0
Louis Mouton,FRA,MF,Saint-Étienne,22.0,2002.0,11.6,551,525,23,6,5,4,21,4,13,1,9,0,442,3,14
Ngal'Ayel Mukau,COD,MF,Lille,19.0,2004.0,13.2,645,638,5,0,1,2,5,3,0,0,0,0,575,2,17
Marshall Munetsi,ZIM,MF,Reims,28.0,1996.0,18.8,384,380,2,1,2,0,11,1,0,0,0,0,263,2,11
Almoatasem Al Musrati,LBY,MF,Monaco,28.0,1996.0,4.3,291,280,10,10,4,5,0,0,0,0,0,0,255,1,0
Junior Mwanga,FRA,MF,Le Havre,21.0,2003.0,10.6,445,418,26,14,1,4,21,2,10,9,1,0,366,1,3
Junior Mwanga,FRA,MF,Strasbourg,21.0,2003.0,3.3,147,144,3,3,0,1,0,0,0,0,0,0,133,0,1
Loïc N'Gatta,FRA,DF,Auxerre,20.0,2003.0,0.1,15,12,3,0,0,0,1,3,0,0,0,0,13,0,1
Djylian N'Guessan,FRA,FW,Saint-Étienne,15.0,2008.0,2.0,53,51,1,0,0,0,0,0,0,0,0,0,44,1,1
Mickael Nade,FRA,DF,Saint-Étienne,25.0,1999.0,25.6,1366,1277,89,47,1,1,1,3,0,0,0,0,1229,0,8
Bilal Nadir,MAR,MF,Marseille,20.0,2003.0,4.3,252,237,14,10,1,0,6,0,3,1,0,0,220,1,9
Mahamadou Nagida,CMR,DF,Rennes,19.0,2005.0,4.8,226,193,33,4,0,2,29,29,0,0,0,0,174,0,8
Keito Nakamura,JPN,"FW,MF",Reims,24.0,2000.0,29.4,775,743,29,6,3,10,56,10,4,1,2,0,575,3,27
Sebastian Nanasi,SWE,"MF,FW",Strasbourg,22.0,2002.0,23.4,812,721,89,14,10,1,66,9,55,21,26,0,643,2,13
Yael Nandjou,FRA,DF,Nice,19.0,2005.0,1.7,66,53,13,0,0,0,4,13,0,0,0,0,50,0,3
Youssouf Ndayishimiye,BDI,DF,Nice,25.0,1998.0,21.5,1316,1237,74,52,2,5,2,6,0,0,0,0,1177,5,9
Junior Ndiaye,FRA,FW,Montpellier,19.0,2005.0,4.9,80,71,9,0,1,0,1,2,0,0,0,0,57,0,3
Rassoul Ndiaye,SEN,MF,Le Havre,22.0,2001.0,11.8,441,414,24,11,1,2,32,1,11,9,1,0,325,3,13
Wilfried Ndollo,CMR,DF,Montpellier,19.0,2005.0,4.5,190,154,34,2,0,0,6,32,0,0,0,0,151,2,7
Tanguy Ndombele,FRA,MF,Nice,27.0,1996.0,12.6,476,457,15,14,6,0,3,0,0,0,0,0,415,4,3
Loïc Nego,HUN,"DF,FW",Le Havre,33.0,1991.0,27.3,1228,1062,160,17,1,2,75,143,0,0,0,0,922,6,28
João Neves,POR,"MF,DF",Paris S-G,19.0,2004.0,20.5,1634,1538,93,35,11,17,15,48,0,0,0,0,1491,3,13
Mikayil Ngor Faye,SEN,DF,Rennes,20.0,2004.0,7.6,534,494,38,26,0,2,1,10,0,0,0,0,473,2,6
Steve Ngoura,FRA,FW,Le Havre,19.0,2005.0,3.2,57,49,8,0,0,0,2,0,0,0,0,0,37,0,4
Bernard Nguene,CMR,FW,Nice,17.0,2006.0,0.1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
Moussa Niakhate,SEN,DF,Lyon,28.0,1996.0,30.3,1869,1748,119,44,4,6,5,34,0,0,0,0,1688,2,14
Abdoulaye Niakhate Ndiaye,SEN,DF,Brest,22.0,2002.0,19.0,931,888,41,36,0,8,2,1,0,0,0,0,804,2,5
Ibrahima Niane,SEN,FW,Angers,25.0,1999.0,10.5,190,170,18,2,1,2,2,0,0,0,0,0,130,2,4
Rasmus Nicolaisen,DEN,DF,Toulouse,27.0,1997.0,6.9,385,374,11,9,1,0,0,1,0,0,0,0,339,0,3
Arnaud Nordin,FRA,FW,Montpellier,26.0,1998.0,13.0,332,316,13,3,3,0,35,8,0,0,0,0,232,3,15
Plamedi Nsingi,,MF,Nantes,23.0,2000.0,0.2,6,6,0,0,0,0,0,0,0,0,0,0,2,0,1
Ernest Nuamah,GHA,"FW,MF",Lyon,20.0,2003.0,11.7,448,432,14,1,2,1,30,5,8,4,3,0,358,2,18
Rabby Nzingoula,FRA,MF,Montpellier,18.0,2005.0,18.8,592,578,11,8,7,2,16,1,2,0,0,0,454,3,27
M'Bala Nzola,ANG,FW,Lens,27.0,1996.0,16.2,302,296,5,0,0,1,1,1,0,0,0,0,227,1,8
Marwann Nzuzi,FRA,DF,Saint-Étienne,20.0,2004.0,1.4,55,41,14,0,0,0,1,14,0,0,0,0,46,0,1
Hamzat Ojediran,NGA,"MF,FW",Lens,20.0,2003.0,4.6,254,248,4,1,3,0,2,3,0,0,0,0,203,2,2
Joseph Okumu,KEN,DF,Reims,27.0,1997.0,18.8,1083,1012,67,44,3,15,5,17,0,0,0,0,883,4,8
Kazeem Olaigbe,BEL,"MF,FW",Rennes,21.0,2003.0,3.3,141,138,3,0,1,2,10,0,2,1,1,0,124,0,3
Ben Old,NZL,"FW,MF",Saint-Étienne,21.0,2002.0,5.9,146,137,8,1,2,0,19,2,5,4,0,0,108,1,7
Warmed Omari,COM,DF,Lyon,24.0,2000.0,0.1,6,5,1,1,0,0,0,0,0,0,0,0,6,0,0
Becir Omeragic,SUI,DF,Montpellier,22.0,2002.0,20.0,903,846,54,30,0,2,7,7,0,0,0,0,832,3,7
