Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Unnamed: 24_level_0_Matches
364,Matteo Perez Vinlöf,se SWE,FW,Bayern Munich,17,2005,0.2,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,,Matches
365,Pavao Pervan,at AUT,GK,Wolfsburg,35,1987,9.0,1,0,0,0,1,0,0,0,0,0,0,0,7,1,0,100.0,Matches
366,Jens Petter Hauge,no NOR,"MF,FW",Eint Frankfurt,23,1999,1.6,0,0,0,1,2,1,2,0,1,0,0,0,10,1,3,25.0,Matches
367,Luca Pfeiffer,de GER,"FW,MF",Darmstadt 98,26,1996,18.0,3,0,0,28,27,1,5,2,6,0,0,0,67,54,55,49.5,Matches
368,Patric Pfeiffer,de GER,DF,Augsburg,23,1999,5.7,0,0,0,7,4,0,1,11,7,0,1,0,27,20,12,62.5,Matches
369,Maximilian Philipp,de GER,"FW,MF",Freiburg,29,1994,3.6,2,0,0,10,3,0,4,1,5,0,0,0,11,7,14,33.3,Matches
370,Florian Pick,de GER,"MF,FW",Heidenheim,27,1995,3.6,2,0,0,6,7,1,32,2,4,0,0,0,29,5,5,50.0,Matches
371,Amos Pieper,de GER,DF,Werder Bremen,25,1998,6.6,0,0,0,5,5,0,2,9,11,0,0,0,39,26,14,65.0,Matches
372,Marvin Pieringer,de GER,"MF,FW",Heidenheim,23,1999,16.8,5,0,0,38,30,6,7,12,12,0,0,0,80,60,56,51.7,Matches
373,Alassane Pléa,fr FRA,"FW,MF",Gladbach,30,1993,21.3,1,0,0,15,29,6,44,2,7,1,0,0,72,15,27,35.7,Matches
374,Ole Pohlmann,de GER,MF,Dortmund,22,2001,0.6,0,0,0,0,0,0,3,0,0,0,0,0,3,1,0,100.0,Matches
375,Sebastian Polter,de GER,FW,Darmstadt 98,32,1991,5.0,0,0,0,9,10,2,4,0,0,0,0,0,7,20,14,58.8,Matches
376,Yussuf Poulsen,dk DEN,FW,RB Leipzig,29,1994,13.5,0,0,0,22,29,4,4,4,8,1,0,0,42,19,34,35.8,Matches
377,Grischa Prömel,de GER,MF,Hoffenheim,28,1995,23.8,10,1,1,33,29,1,10,22,18,0,0,0,127,16,23,41.0,Matches
378,Gustavo Puerta,co COL,"DF,MF",Leverkusen,20,2003,0.5,0,0,0,2,1,0,1,0,3,0,0,0,4,1,1,50.0,Matches
379,Luca Raimund,de GER,"FW,MF",Stuttgart,18,2005,0.3,1,0,0,2,0,0,1,0,1,0,0,0,1,1,1,50.0,Matches
380,Grant Ranos,am ARM,"MF,FW",Gladbach,20,2003,0.5,0,0,0,0,0,1,1,0,0,0,0,0,5,1,5,16.7,Matches
381,Nicolai Rapp,de GER,DF,Werder Bremen,26,1996,0.8,1,0,0,2,0,0,0,2,2,0,0,0,10,1,0,100.0,Matches
382,David Raum,de GER,DF,RB Leipzig,25,1998,30.4,6,0,0,28,12,4,306,27,35,0,0,0,169,27,20,57.4,Matches
383,Rocco Reitz,de GER,MF,Gladbach,21,2002,23.7,2,0,0,26,45,2,15,44,36,0,0,0,171,13,26,33.3,Matches
384,Marco Reus,de GER,"MF,FW",Dortmund,34,1989,17.8,2,0,0,21,21,4,32,5,25,0,0,0,58,13,18,41.9,Matches
385,Elvis Rexhbeçaj,xk KVX,MF,Augsburg,25,1997,22.1,4,0,0,20,42,2,21,20,19,0,0,0,125,27,26,50.9,Matches
386,Gio Reyna,us USA,"MF,FW",Dortmund,20,2002,3.1,1,0,0,2,5,1,4,2,6,0,0,0,19,4,5,44.4,Matches
387,Marco Richter,de GER,"MF,FW",Mainz 05,25,1997,8.0,3,0,0,10,17,3,36,2,4,0,0,0,37,3,19,13.6,Matches
388,Clemens Riedel,de GER,DF,Darmstadt 98,20,2003,8.4,2,0,0,10,4,0,8,11,13,0,0,0,57,11,14,44.0,Matches
389,Manuel Riemann,de GER,GK,Bochum,34,1988,33.0,5,0,0,2,4,0,4,1,1,0,2,0,81,14,3,82.4,Matches
390,Sebastian Rode,de GER,MF,Eint Frankfurt,32,1990,0.7,0,0,0,0,1,0,1,1,4,0,0,0,10,2,3,40.0,Matches
391,Rogério,br BRA,DF,Wolfsburg,25,1998,10.1,0,0,0,7,12,0,27,5,6,0,0,0,55,7,14,33.3,Matches
392,Merlin Röhl,de GER,"MF,FW",Freiburg,21,2002,16.4,3,1,0,35,28,2,16,9,13,0,0,0,103,21,31,40.4,Matches
393,Frank Ronstadt,de GER,"DF,MF",Darmstadt 98,26,1997,0.8,0,0,0,0,2,0,2,1,0,0,0,0,2,1,0,100.0,Matches
394,Anthony Rouault,fr FRA,DF,Stuttgart,22,2001,11.2,3,0,0,9,4,1,3,8,12,0,1,0,58,19,27,41.3,Matches
395,Jérôme Roussillon,fr FRA,DF,Union Berlin,30,1993,8.4,2,0,0,4,10,0,21,5,9,0,0,0,52,9,8,52.9,Matches
396,Fabian Rüdlin,de GER,MF,Freiburg,26,1997,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
397,Julian Ryerson,no NOR,DF,Dortmund,25,1997,19.6,3,0,0,18,25,0,40,10,23,0,0,0,121,8,12,40.0,Matches
398,Frederik Rønnow,dk DEN,GK,Union Berlin,30,1992,33.0,2,0,0,0,4,0,0,1,1,0,0,0,46,10,1,90.9,Matches
399,Marcel Sabitzer,at AUT,MF,Dortmund,29,1994,21.8,3,1,0,15,28,1,30,12,24,0,0,0,89,6,20,23.1,Matches
400,Roland Sallai,hu HUN,"MF,FW",Freiburg,26,1997,20.4,6,0,0,41,42,11,73,6,10,1,0,0,71,29,46,38.7,Matches
401,Diadie Samassékou,ml MLI,MF,Hoffenheim,27,1996,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,Matches
402,Jadon Sancho,eng ENG,"FW,MF",Dortmund,23,2000,10.5,1,0,0,3,10,3,29,4,4,1,0,0,40,1,1,50.0,Matches
403,Leroy Sané,de GER,FW,Bayern Munich,27,1996,23.7,4,0,0,26,21,10,86,7,8,0,0,0,97,3,2,60.0,Matches
404,Amin Sarr,se SWE,"FW,MF",Wolfsburg,22,2001,4.3,0,0,0,3,3,2,1,2,2,0,0,0,14,13,11,54.2,Matches
405,Bouna Sarr,sn SEN,DF,Bayern Munich,31,1992,1.2,0,0,0,0,1,0,1,0,0,0,0,0,3,1,1,50.0,Matches
406,Joe Scally,us USA,DF,Gladbach,20,2002,24.8,4,0,0,16,46,1,46,18,28,0,0,0,92,22,32,40.7,Matches
407,András Schäfer,hu HUN,MF,Union Berlin,24,1999,13.5,1,1,0,22,17,2,18,20,16,0,0,0,74,22,24,47.8,Matches
408,Patrik Schick,cz CZE,FW,Leverkusen,27,1996,11.8,1,0,0,11,13,5,1,1,4,1,0,0,24,24,21,53.3,Matches
409,Stefan Schimmer,de GER,"MF,FW",Heidenheim,29,1994,1.7,0,0,0,1,1,0,2,1,1,0,0,0,4,9,14,39.1,Matches
410,Xaver Schlager,at AUT,MF,RB Leipzig,25,1997,27.5,7,0,0,34,25,2,14,19,50,0,0,0,203,23,18,56.1,Matches
411,Keven Schlotterbeck,de GER,DF,Bochum,26,1997,24.3,9,0,0,36,32,0,12,33,22,2,2,2,144,112,70,61.5,Matches
412,Nico Schlotterbeck,de GER,DF,Dortmund,23,1999,31.8,4,0,0,17,32,0,8,45,50,1,0,1,245,58,41,58.6,Matches
413,Romano Schmid,at AUT,"MF,FW",Werder Bremen,23,2000,28.9,5,0,0,33,53,4,62,11,20,0,0,0,189,24,50,32.4,Matches
414,Kenneth Schmidt,de GER,DF,Freiburg,21,2002,0.8,0,0,0,1,0,0,2,1,2,0,0,0,11,1,1,50.0,Matches
415,Benno Schmitz,de GER,DF,Köln,28,1994,12.8,5,0,0,9,10,0,40,7,15,0,0,0,59,14,22,38.9,Matches
416,Fabian Schnellhardt,de GER,MF,Darmstadt 98,29,1994,2.6,1,0,0,2,3,0,4,4,1,0,0,0,25,1,3,25.0,Matches
417,Jan Schöppner,de GER,MF,Heidenheim,24,1999,22.2,3,0,0,14,12,1,7,26,26,0,0,0,108,39,39,50.0,Matches
418,Marcel Schuhen,de GER,GK,Darmstadt 98,30,1993,31.0,2,0,0,0,8,0,0,2,0,0,0,0,53,8,2,80.0,Matches
419,Marvin Schwäbe,de GER,GK,Köln,28,1995,34.0,0,0,0,0,1,0,0,0,0,0,0,0,35,5,3,62.5,Matches
420,Alexander Schwolow,de GER,GK,Union Berlin,31,1992,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
421,Nicolas Seiwald,at AUT,MF,RB Leipzig,22,2001,8.0,1,0,0,5,1,0,4,8,18,0,0,1,50,6,8,42.9,Matches
422,Davie Selke,de GER,FW,Köln,28,1995,14.1,3,0,0,24,18,10,4,0,2,0,0,0,9,67,55,54.9,Matches
423,Benjamin Šeško,si SVN,FW,RB Leipzig,20,2003,17.0,0,0,0,14,10,12,4,3,5,0,0,0,28,38,29,56.7,Matches
424,Kevin Sessa,de GER,"MF,FW",Heidenheim,23,2000,11.2,1,0,0,16,20,1,20,4,10,0,0,0,75,14,16,46.7,Matches
425,Aaron Seydel,de GER,FW,Darmstadt 98,27,1996,6.9,1,0,0,9,7,2,1,1,2,0,0,0,14,45,31,59.2,Matches
426,Tim Siersleben,de GER,DF,Heidenheim,23,2000,10.1,1,0,0,16,5,0,1,21,11,0,2,0,59,13,11,54.2,Matches
427,Kiliann Sildillia,fr FRA,DF,Freiburg,21,2002,20.1,2,1,0,29,10,4,37,22,19,0,0,0,107,32,37,46.4,Matches
428,Mohamed Simakan,fr FRA,DF,RB Leipzig,23,2000,23.8,8,0,0,35,25,3,18,29,29,1,1,0,113,60,36,62.5,Matches
429,Xavi Simons,nl NED,MF,RB Leipzig,20,2003,29.5,11,1,1,32,70,1,76,16,17,2,0,0,167,19,17,52.8,Matches
430,Tim Skarke,de GER,"FW,DF",Darmstadt 98,26,1996,26.7,7,0,0,31,40,17,94,6,16,0,0,0,125,11,50,18.0,Matches
431,Ellyes Skhiri,tn TUN,MF,Eint Frankfurt,28,1995,24.1,1,0,0,14,18,3,4,39,24,0,0,0,160,31,25,55.4,Matches
432,Robert Skov,dk DEN,"DF,FW",Hoffenheim,27,1996,14.0,2,0,0,15,20,1,70,10,16,0,0,0,71,13,9,59.1,Matches
433,Hrvoje Smolčić,hr CRO,DF,Eint Frankfurt,22,2000,3.9,0,0,0,3,2,0,0,6,3,0,0,0,20,14,12,53.8,Matches
434,Danilo Soares,br BRA,DF,Bochum,31,1991,3.9,0,0,0,5,5,0,3,7,6,0,0,0,35,4,7,36.4,Matches
435,Borna Sosa,hr CRO,"FW,DF",Stuttgart,25,1998,0.5,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,,Matches
436,Anton Stach,de GER,MF,Hoffenheim,24,1998,25.8,4,0,0,30,41,0,54,72,42,1,0,0,209,52,27,65.8,Matches
437,Anton Stach,de GER,MF,Mainz 05,24,1998,1.9,0,0,0,2,4,0,2,2,0,0,0,0,13,12,9,57.1,Matches
438,Jens Stage,dk DEN,MF,Werder Bremen,26,1996,25.9,5,1,0,49,39,2,10,23,22,1,0,0,165,63,34,64.9,Matches
439,Josip Stanišić,hr CRO,DF,Leverkusen,23,2000,14.0,3,0,0,5,7,1,16,9,20,0,0,0,87,12,14,46.2,Matches
440,Niklas Stark,de GER,DF,Werder Bremen,28,1995,12.1,4,0,0,20,16,1,0,19,15,0,1,0,54,29,23,55.8,Matches
441,Pascal Stenzel,de GER,DF,Stuttgart,27,1996,11.8,3,1,1,16,11,0,26,15,8,0,0,0,49,9,17,34.6,Matches
442,Leonidas Stergiou,ch SUI,DF,Stuttgart,21,2002,6.6,0,0,0,5,1,0,12,5,8,0,0,0,27,4,9,30.8,Matches
443,Angelo Stiller,de GER,MF,Hoffenheim,22,2001,0.9,0,0,0,0,1,0,3,0,0,0,0,0,1,2,0,100.0,Matches
444,Angelo Stiller,de GER,MF,Stuttgart,22,2001,29.9,5,0,0,36,33,0,81,28,33,0,0,0,196,30,30,50.0,Matches
445,Kevin Stöger,at AUT,MF,Bochum,29,1993,29.6,8,0,0,36,63,1,258,19,30,0,0,0,210,8,33,19.5,Matches
446,Filip Stojilković,ch SUI,"FW,MF",Darmstadt 98,23,2000,1.7,1,0,0,3,1,2,3,0,1,0,0,0,4,0,2,0.0,Matches
447,Niklas Süle,de GER,DF,Dortmund,27,1995,16.8,0,0,0,9,1,0,2,25,10,0,0,0,83,21,14,60.0,Matches
448,Mattias Svanberg,se SWE,MF,Wolfsburg,24,1999,19.1,8,0,0,42,32,2,55,21,17,1,0,0,98,20,11,64.5,Matches
449,Attila Szalai,hu HUN,DF,Hoffenheim,25,1998,3.2,1,0,0,7,0,0,5,1,1,0,0,1,11,5,5,50.0,Matches
450,Attila Szalai,hu HUN,DF,Freiburg,25,1998,1.1,0,0,0,0,0,1,0,1,1,0,0,0,4,2,2,50.0,Matches
451,Jonathan Tah,de GER,DF,Leverkusen,27,1996,29.2,6,0,0,33,4,1,3,23,9,0,0,0,161,62,22,73.8,Matches
452,Edmond Tapsoba,bf BFA,DF,Leverkusen,24,1999,23.2,4,0,0,25,4,1,5,24,25,0,0,0,175,40,38,51.3,Matches
453,Mathys Tel,fr FRA,"FW,MF",Bayern Munich,18,2005,11.7,2,0,0,18,15,3,18,6,2,0,0,0,42,14,13,51.9,Matches
454,Nathan Tella,ng NGA,"DF,MF",Leverkusen,24,1999,9.1,2,0,0,11,18,4,27,3,8,2,0,0,30,5,9,35.7,Matches
455,Norman Theuerkauf,de GER,"MF,DF",Heidenheim,36,1987,14.0,3,0,0,13,16,0,22,14,16,0,1,0,77,12,10,54.5,Matches
456,Jan Thielmann,de GER,"FW,DF",Köln,21,2002,17.5,4,1,0,27,27,6,42,8,18,0,0,0,75,20,27,42.6,Matches
457,Denis Thomalla,de GER,"MF,FW",Heidenheim,30,1992,5.0,0,0,0,6,2,0,2,4,6,0,0,0,29,18,16,52.9,Matches
458,Phillip Tietz,de GER,FW,Augsburg,26,1997,26.5,1,0,0,42,17,16,6,6,14,0,0,0,88,105,125,45.7,Matches
459,Steffen Tigges,de GER,FW,Köln,25,1998,8.1,0,0,0,7,8,2,7,1,6,0,0,0,25,38,41,48.1,Matches
460,Umut Tohumcu,de GER,MF,Hoffenheim,18,2004,11.2,5,0,0,10,24,0,6,6,12,0,0,0,62,2,10,16.7,Matches
461,Tiago Tomás,pt POR,"FW,MF",Wolfsburg,21,2002,11.5,3,0,0,12,26,3,28,3,2,0,0,0,37,15,14,51.7,Matches
462,Fabio Torsiello,it ITA,"FW,DF",Darmstadt 98,18,2005,1.7,0,0,0,4,0,0,2,1,0,0,0,0,4,0,3,0.0,Matches
463,Lucas Tousart,fr FRA,MF,Union Berlin,26,1997,17.5,5,0,0,31,8,0,9,25,20,0,0,0,93,38,38,50.0,Matches
464,Omar Traoré,de GER,DF,Heidenheim,25,1998,27.5,5,0,0,30,31,1,73,40,33,0,1,0,155,15,19,44.1,Matches
465,Kevin Trapp,de GER,GK,Eint Frankfurt,33,1990,32.0,2,0,0,0,6,0,0,1,0,0,0,0,58,8,1,88.9,Matches
466,Christopher Trimmel,at AUT,DF,Union Berlin,36,1987,18.3,2,1,0,13,4,3,165,13,15,1,1,0,78,26,20,56.5,Matches
467,Tuta,br BRA,DF,Eint Frankfurt,24,1999,28.9,3,2,1,29,17,0,11,36,33,0,0,0,171,52,43,54.7,Matches
468,Lukas Ullrich,de GER,"DF,FW",Gladbach,19,2004,0.5,0,0,0,0,1,0,5,0,0,0,0,0,3,0,2,0.0,Matches
469,Sven Ulreich,de GER,GK,Bayern Munich,34,1988,11.0,1,0,0,0,0,0,0,0,0,0,0,0,17,1,0,100.0,Matches
470,Deniz Undav,de GER,"FW,MF",Stuttgart,27,1996,23.2,5,0,0,29,27,3,7,6,13,2,0,0,71,17,33,34.0,Matches
471,Dayot Upamecano,fr FRA,DF,Bayern Munich,24,1998,19.6,3,1,1,22,8,2,3,19,21,0,1,0,156,42,25,62.7,Matches
472,Mark Uth,de GER,"MF,FW",Köln,31,1991,4.1,2,0,0,9,12,0,31,1,4,0,0,0,24,3,3,50.0,Matches
473,Josha Vagnoman,de GER,DF,Stuttgart,22,2000,13.1,2,0,0,11,8,2,22,2,18,0,0,0,58,8,15,34.8,Matches
474,Ruben Vargas,ch SUI,"MF,FW",Augsburg,24,1998,21.8,3,0,0,33,28,18,63,7,10,1,1,0,84,21,32,39.6,Matches
475,Miloš Veljković,rs SRB,DF,Werder Bremen,27,1995,21.3,2,0,0,9,5,0,20,17,15,0,0,0,95,38,44,46.3,Matches
476,Yorbe Vertessen,be BEL,"FW,MF",Union Berlin,22,2001,6.6,1,0,0,8,11,1,3,1,2,0,0,0,20,4,19,17.4,Matches
477,Oscar Vilhelmsson,se SWE,"FW,MF",Darmstadt 98,19,2003,15.3,2,0,0,32,27,7,10,3,6,0,0,0,22,42,81,34.1,Matches
478,Kevin Vogt,de GER,DF,Hoffenheim,31,1991,14.7,2,0,0,11,9,0,3,9,10,0,0,0,99,7,5,58.3,Matches
479,Kevin Vogt,de GER,DF,Union Berlin,31,1991,14.7,5,0,0,17,8,1,0,7,9,0,0,0,74,15,11,57.7,Matches
480,Kevin Volland,de GER,"FW,MF",Union Berlin,31,1992,14.9,3,2,1,28,13,7,56,6,9,0,0,0,56,23,41,35.9,Matches
481,Aster Vranckx,be BEL,MF,Wolfsburg,20,2002,12.8,6,0,0,29,24,0,10,14,15,0,0,0,72,15,6,71.4,Matches
482,Luca Waldschmidt,de GER,"MF,FW",Köln,27,1996,12.7,0,0,0,20,15,5,39,6,12,1,0,0,64,7,9,43.8,Matches
483,Kjell-Arik Wätjen,de GER,"MF,FW",Dortmund,17,2006,1.2,0,0,0,1,1,0,0,0,2,0,0,0,9,0,1,0.0,Matches
484,Wout Weghorst,nl NED,FW,Hoffenheim,30,1992,22.0,4,0,0,23,34,13,4,6,6,0,0,0,47,65,75,46.4,Matches
485,Julian Weigl,de GER,MF,Gladbach,27,1995,30.7,10,0,0,33,30,0,3,48,40,0,0,0,168,25,19,56.8,Matches
486,Nelson Weiper,de GER,"FW,MF",Mainz 05,18,2005,1.4,0,0,0,0,0,0,0,1,1,0,0,0,6,3,12,20.0,Matches
487,Mitchell Weiser,de GER,"DF,MF",Werder Bremen,29,1994,29.3,5,0,0,29,39,4,82,20,38,0,0,0,171,23,40,36.5,Matches
488,Noah Weißhaupt,de GER,"DF,FW",Freiburg,21,2001,8.4,1,0,0,8,31,2,52,8,4,2,0,0,37,3,10,23.1,Matches
489,Timo Werner,de GER,"FW,MF",RB Leipzig,27,1996,2.3,0,0,0,2,0,0,4,1,1,0,0,0,7,0,2,0.0,Matches
490,Silvan Widmer,ch SUI,DF,Mainz 05,30,1993,13.8,4,0,0,10,3,3,35,16,10,0,0,0,61,19,32,37.3,Matches
491,Patrick Wimmer,at AUT,"FW,MF",Wolfsburg,22,2001,6.5,3,1,0,14,11,1,12,3,5,0,0,0,27,13,9,59.1,Matches
492,Jonas Wind,dk DEN,FW,Wolfsburg,24,1999,29.5,3,0,0,28,45,9,8,3,10,0,0,0,60,90,85,51.4,Matches
493,Florian Wirtz,de GER,MF,Leverkusen,20,2003,26.4,3,0,0,23,27,6,36,9,18,0,0,0,143,9,15,37.5,Matches
494,Maximilian Wittek,de GER,"DF,FW",Bochum,27,1995,11.9,4,0,0,20,26,2,51,18,17,0,0,0,69,15,26,36.6,Matches
495,Maximilian Wöber,at AUT,DF,Gladbach,25,1998,23.0,4,1,1,27,3,5,21,38,31,0,0,0,147,47,32,59.5,Matches
496,Marius Wolf,de GER,DF,Dortmund,28,1995,13.0,2,0,0,12,7,1,45,8,12,0,1,0,79,6,8,42.9,Matches
497,Nick Woltemade,de GER,"FW,MF",Werder Bremen,21,2002,13.2,1,0,0,22,23,6,3,5,23,0,0,0,69,28,43,39.4,Matches
498,Jeong Woo-yeong,kr KOR,"MF,FW",Stuttgart,23,1999,7.0,1,0,0,4,9,2,8,7,9,0,0,0,28,3,11,21.4,Matches
499,Granit Xhaka,ch SUI,MF,Leverkusen,30,1992,31.3,5,0,0,30,43,0,10,19,21,0,0,0,226,26,22,54.2,Matches
500,Dan-Axel Zagadou,fr FRA,DF,Stuttgart,24,1999,16.1,1,0,0,17,3,1,0,20,14,0,0,1,109,60,13,82.2,Matches
501,Bryan Zaragoza,es ESP,"FW,MF",Bayern Munich,21,2001,2.0,1,0,0,2,1,1,10,2,4,0,0,0,4,1,0,100.0,Matches
502,Robin Zentner,de GER,GK,Mainz 05,28,1994,30.0,3,0,0,1,4,0,0,1,2,0,1,0,36,9,1,90.0,Matches
503,Cedric Zesiger,ch SUI,DF,Wolfsburg,25,1998,18.2,5,0,0,24,10,0,5,15,9,0,1,0,66,39,16,70.9,Matches
504,Michael Zetterer,de GER,GK,Werder Bremen,28,1995,27.0,2,0,0,0,7,0,0,0,1,0,0,0,20,13,3,81.3,Matches
505,Christoph Zimmermann,de GER,DF,Darmstadt 98,30,1993,13.6,5,0,0,13,10,1,0,21,21,0,0,1,53,29,21,58.0,Matches
506,Simon Zoller,de GER,"FW,MF",Bochum,32,1991,0.5,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches
507,Lovro Zvonarek,hr CRO,"FW,MF",Bayern Munich,18,2005,1.8,0,0,0,3,0,1,1,0,0,0,0,0,6,2,5,28.6,Matches
