Player,Nation,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG
Danilo Cataldi,ITA,MF,Lazio,27,1994,29,26,1921,21.3,0,1,1,0,0,0,5,0,0.2,0.2,1.1,1.4,8,83,14,0.0,0.05,0.05,0.0,0.05,0.01,0.05,0.06,0.01,0.06
Pietro Ceccaroni,ITA,DF,Lecce,26,1995,2,0,43,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,0,0,1,0.0,0.0,0.0,0.0,0.0,0.24,0.33,0.58,0.24,0.58
Federico Ceccherini,ITA,DF,Hellas Verona,30,1992,22,18,1417,15.7,2,0,2,2,0,0,9,1,0.8,0.8,0.2,1.0,25,53,20,0.13,0.0,0.13,0.13,0.13,0.05,0.01,0.06,0.05,0.06
Assan Ceesay,GAM,FW,Lecce,28,1994,34,20,1812,20.1,6,0,6,5,1,1,2,0,5.1,4.3,0.8,5.1,21,16,111,0.3,0.0,0.3,0.25,0.25,0.25,0.04,0.29,0.21,0.25
Emil Ceide,NOR,FW,Sassuolo,20,2001,19,5,515,5.7,0,1,1,0,0,0,0,0,0.8,0.8,1.3,2.1,37,19,47,0.0,0.17,0.17,0.0,0.17,0.15,0.23,0.38,0.15,0.38
Zeki Çelik,TUR,DF,Roma,25,1997,24,16,1504,16.7,0,1,1,0,0,0,7,1,0.3,0.3,1.6,1.9,34,67,76,0.0,0.06,0.06,0.0,0.06,0.02,0.09,0.12,0.02,0.12
Michele Cerofolini,ITA,GK,Fiorentina,23,1999,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Federico Chiesa,ITA,"DF,MF",Juventus,24,1997,21,6,852,9.5,2,5,7,2,0,0,2,0,1.5,1.5,2.6,4.1,46,34,88,0.21,0.53,0.74,0.21,0.74,0.15,0.27,0.43,0.15,0.43
Vlad Chiricheș,ROU,DF,Cremonese,32,1989,16,14,983,10.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,2,18,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Ciofani,ITA,FW,Cremonese,37,1985,32,10,1060,11.8,8,0,8,5,3,4,1,0,5.5,2.3,0.7,2.9,5,10,36,0.68,0.0,0.68,0.42,0.42,0.47,0.06,0.53,0.19,0.25
Tio Cipot,SVN,"FW,MF",Spezia,19,2003,8,0,139,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,5,5,17,0.0,0.0,0.0,0.0,0.0,0.02,0.08,0.11,0.02,0.11
Patrick Ciurria,ITA,"DF,MF",Monza,27,1995,36,31,2753,30.6,6,5,11,6,0,0,4,0,4.8,4.8,5.5,10.2,67,91,168,0.2,0.16,0.36,0.2,0.36,0.16,0.18,0.34,0.16,0.34
Nicolò Cocetta,ITA,DF,Udinese,18,2003,1,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Omar Colley,GAM,DF,Sampdoria,29,1992,16,15,1384,15.4,1,0,1,1,0,0,5,0,1.2,1.2,0.0,1.2,3,33,2,0.07,0.0,0.07,0.07,0.07,0.08,0.0,0.08,0.08,0.08
Lorenzo Colombo,ITA,FW,Lecce,20,2002,33,18,1515,16.8,5,2,7,4,1,2,4,0,6.2,4.6,1.4,6.1,14,21,119,0.3,0.12,0.42,0.24,0.36,0.37,0.09,0.45,0.28,0.36
Andrea Colpani,ITA,MF,Monza,23,1999,27,10,948,10.5,4,1,5,4,0,0,1,0,2.1,2.1,1.9,4.1,31,51,69,0.38,0.09,0.47,0.38,0.47,0.2,0.18,0.39,0.2,0.39
Andrea Consigli,ITA,GK,Sassuolo,35,1987,35,35,3150,35.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrea Conti,ITA,DF,Sampdoria,28,1994,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diego Coppola,ITA,DF,Hellas Verona,18,2003,19,11,1177,13.1,0,0,0,0,0,0,5,0,0.3,0.3,0.0,0.3,9,42,8,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
Alex Cordaz,ITA,GK,Inter,39,1983,1,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joaquín Correa,ARG,FW,Inter,27,1994,26,12,950,10.6,3,1,4,3,0,0,1,0,3.4,3.4,1.3,4.7,19,29,61,0.28,0.09,0.38,0.28,0.38,0.33,0.12,0.45,0.33,0.45
Alessandro Cortinovis,ITA,MF,Hellas Verona,21,2001,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lassana Coulibaly,MLI,MF,Salernitana,26,1996,35,34,2892,32.1,3,3,6,3,0,0,12,0,0.8,0.8,1.8,2.6,52,120,59,0.09,0.09,0.19,0.09,0.19,0.03,0.06,0.08,0.03,0.08
Alessio Cragno,ITA,GK,Monza,28,1994,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryan Cristante,ITA,"MF,DF",Roma,27,1995,36,34,2938,32.6,1,1,2,1,0,1,8,1,2.6,1.8,1.4,3.2,16,142,27,0.03,0.03,0.06,0.03,0.06,0.08,0.04,0.12,0.06,0.1
Domen Črnigoj,SVN,MF,Salernitana,26,1995,7,4,296,3.3,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.5,2,3,9,0.0,0.0,0.0,0.0,0.0,0.03,0.13,0.16,0.03,0.16
Juan Cuadrado,COL,"DF,FW",Juventus,34,1988,31,24,2078,23.1,1,3,4,1,0,0,6,1,1.4,1.4,2.7,4.2,48,92,125,0.04,0.13,0.17,0.04,0.17,0.06,0.12,0.18,0.06,0.18
Mickaël Cuisance,FRA,MF,Sampdoria,22,1999,12,9,618,6.9,0,0,0,0,0,0,1,0,0.5,0.5,0.7,1.2,11,23,31,0.0,0.0,0.0,0.0,0.0,0.07,0.1,0.17,0.07,0.17
Marco D'Alessandro,ITA,"DF,FW",Monza,31,1991,8,3,290,3.2,0,0,0,0,0,0,2,0,0.3,0.3,0.2,0.5,14,3,19,0.0,0.0,0.0,0.0,0.0,0.1,0.06,0.16,0.1,0.16
Danilo D'Ambrosio,ITA,DF,Inter,33,1988,15,8,733,8.1,0,2,2,0,0,0,3,1,0.3,0.3,0.7,0.9,8,34,17,0.0,0.25,0.25,0.0,0.25,0.03,0.08,0.11,0.03,0.11
Luca D'Andrea,ITA,FW,Sassuolo,17,2004,5,5,316,3.5,0,1,1,0,0,0,0,0,0.3,0.3,0.8,1.1,11,9,29,0.0,0.28,0.28,0.0,0.28,0.08,0.23,0.31,0.08,0.31
Flavius Daniliuc,AUT,DF,Salernitana,21,2001,27,23,2195,24.4,0,2,2,0,0,0,9,0,0.6,0.6,0.5,1.2,14,70,5,0.0,0.08,0.08,0.0,0.08,0.03,0.02,0.05,0.03,0.05
Danilo,BRA,DF,Juventus,31,1991,37,35,3184,35.4,3,3,6,3,0,0,5,0,2.8,2.8,2.4,5.2,39,176,43,0.08,0.08,0.17,0.08,0.17,0.08,0.07,0.15,0.08,0.15
Matteo Darmian,ITA,DF,Inter,32,1989,31,24,2025,22.5,1,2,3,1,0,0,3,0,1.0,1.0,1.9,2.9,22,88,96,0.04,0.09,0.13,0.04,0.13,0.04,0.09,0.13,0.04,0.13
Juan David Cabal,COL,DF,Hellas Verona,21,2001,11,3,444,4.9,0,0,0,0,0,0,3,0,0.0,0.0,0.3,0.3,4,17,8,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06
Paweł Dawidowicz,POL,DF,Hellas Verona,27,1995,23,20,1632,18.1,1,1,2,1,0,0,6,1,1.1,1.1,0.8,1.9,20,60,17,0.06,0.06,0.11,0.06,0.11,0.06,0.04,0.11,0.06,0.11
Charles De Ketelaere,BEL,"MF,FW",Milan,21,2001,32,9,1116,12.4,0,1,1,0,0,0,2,0,2.0,2.0,2.0,4.0,45,59,69,0.0,0.08,0.08,0.0,0.08,0.16,0.16,0.32,0.16,0.32
Manuel De Luca,ITA,"FW,MF",Sampdoria,24,1998,2,0,44,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tommaso De Nipoti,ITA,MF,Atalanta,19,2003,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mattia De Sciglio,ITA,DF,Juventus,29,1992,17,11,1042,11.6,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.6,16,50,40,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05
Lorenzo De Silvestri,ITA,DF,Bologna,34,1988,15,6,672,7.5,1,0,1,1,0,0,1,0,0.6,0.6,0.2,0.9,18,31,17,0.13,0.0,0.13,0.13,0.13,0.09,0.03,0.12,0.09,0.12
Koni De Winter,BEL,DF,Empoli,20,2002,14,12,1024,11.4,0,0,0,0,0,0,3,0,0.0,0.0,0.2,0.2,2,22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
Grégoire Defrel,MTQ,FW,Sassuolo,31,1991,27,13,1167,13.0,2,1,3,2,0,0,3,0,3.5,3.5,0.5,4.0,11,10,75,0.15,0.08,0.23,0.15,0.23,0.27,0.04,0.31,0.27,0.31
Duccio Degl'Innocenti,ITA,MF,Empoli,19,2003,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Merih Demiral,TUR,DF,Atalanta,24,1998,28,14,1536,17.1,1,0,1,1,0,0,5,0,0.7,0.7,0.5,1.2,3,26,4,0.06,0.0,0.06,0.06,0.06,0.04,0.03,0.07,0.04,0.07
Diego Demme,GER,MF,Napoli,30,1991,7,2,146,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,16,1,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
Fabio Depaoli,ITA,DF,Hellas Verona,25,1997,31,24,2173,24.1,2,2,4,2,0,0,7,0,1.7,1.7,1.2,2.9,28,66,76,0.08,0.08,0.17,0.08,0.17,0.07,0.05,0.12,0.07,0.12
Fabio Depaoli,ITA,"DF,MF",Sampdoria,25,1997,3,1,136,1.5,0,0,0,0,0,0,1,0,0.2,0.2,0.4,0.6,2,10,6,0.0,0.0,0.0,0.0,0.0,0.12,0.26,0.38,0.12,0.38
Kastriot Dermaku,ALB,DF,Lecce,30,1992,1,0,34,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyriel Dessers,NGA,FW,Cremonese,27,1994,26,19,1587,17.6,6,1,7,6,0,1,3,0,7.1,6.4,1.6,8.0,21,27,110,0.34,0.06,0.4,0.34,0.4,0.4,0.09,0.5,0.36,0.45
Sergiño Dest,USA,DF,Milan,21,2000,8,2,329,3.7,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,11,14,12,0.0,0.0,0.0,0.0,0.0,0.08,0.09,0.17,0.08,0.17
Mattia Destro,ITA,"FW,MF",Empoli,31,1991,17,6,572,6.4,1,0,1,1,0,0,3,0,1.4,1.4,0.4,1.8,4,4,20,0.16,0.0,0.16,0.16,0.16,0.22,0.06,0.28,0.22,0.28
Gerard Deulofeu,ESP,FW,Udinese,28,1994,16,15,1211,13.5,2,6,8,2,0,0,1,0,5.1,5.1,4.4,9.5,72,82,118,0.15,0.45,0.59,0.15,0.59,0.38,0.33,0.7,0.38,0.7
Samuel Di Carmine,ITA,"FW,MF",Cremonese,33,1988,2,0,28,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,1,2,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.28,0.28,0.28
Federico Di Francesco,ITA,"FW,MF",Lecce,28,1994,36,23,2031,22.6,2,2,4,2,0,0,5,0,3.2,3.2,2.7,6.0,50,60,177,0.09,0.09,0.18,0.09,0.18,0.14,0.12,0.27,0.14,0.27
Michele Di Gregorio,ITA,GK,Monza,25,1997,37,37,3330,37.0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0
Giovanni Di Lorenzo,ITA,DF,Napoli,28,1993,37,36,3257,36.2,3,4,7,3,0,0,2,0,2.7,2.7,4.7,7.4,73,256,182,0.08,0.11,0.19,0.08,0.19,0.07,0.13,0.2,0.07,0.2
Ángel Di María,ARG,"FW,MF",Juventus,34,1988,26,15,1363,15.1,4,4,8,3,1,1,1,1,3.1,2.3,4.5,6.7,56,96,95,0.26,0.26,0.53,0.2,0.46,0.2,0.29,0.5,0.15,0.44
Boulaye Dia,SEN,"FW,MF",Salernitana,25,1996,33,27,2518,28.0,16,6,22,15,1,1,4,0,8.8,8.0,3.1,11.1,48,50,140,0.57,0.21,0.79,0.54,0.75,0.31,0.11,0.43,0.29,0.4
Brahim Díaz,MAR,"MF,FW",Milan,22,1999,33,27,1925,21.4,6,7,13,6,0,0,3,0,6.0,6.0,5.6,11.5,80,121,116,0.28,0.33,0.61,0.28,0.61,0.28,0.26,0.54,0.28,0.54
Federico Dimarco,ITA,DF,Inter,24,1997,33,26,2069,23.0,4,3,7,4,0,0,0,0,3.1,3.1,6.9,9.9,45,88,189,0.17,0.13,0.3,0.17,0.3,0.13,0.3,0.43,0.13,0.43
Koffi Djidji,CIV,DF,Torino,29,1992,34,26,2424,26.9,1,0,1,1,0,0,3,0,0.9,0.9,0.1,1.1,11,83,13,0.04,0.0,0.04,0.04,0.04,0.04,0.0,0.04,0.04,0.04
Berat Djimsiti,ALB,DF,Atalanta,29,1993,24,20,1797,20.0,0,1,1,0,0,0,3,0,0.6,0.6,0.2,0.8,7,45,9,0.0,0.05,0.05,0.0,0.05,0.03,0.01,0.04,0.03,0.04
Dodô,BRA,DF,Fiorentina,23,1998,33,28,2331,25.9,1,3,4,1,0,0,5,1,0.7,0.7,2.2,2.9,72,141,104,0.04,0.12,0.15,0.04,0.15,0.03,0.09,0.11,0.03,0.11
Josh Doig,SCO,DF,Hellas Verona,20,2002,22,15,1354,15.0,2,3,5,2,0,0,1,0,1.8,1.8,1.2,3.0,41,27,61,0.13,0.2,0.33,0.13,0.33,0.12,0.08,0.2,0.12,0.2
Nicolás Domínguez,ARG,MF,Bologna,24,1998,31,26,2300,25.6,3,2,5,3,0,0,10,0,2.6,2.6,2.9,5.4,39,147,84,0.12,0.08,0.2,0.12,0.2,0.1,0.11,0.21,0.1,0.21
Giulio Donati,ITA,DF,Monza,32,1990,8,4,422,4.7,1,0,1,1,0,0,4,2,0.4,0.4,0.1,0.5,5,21,8,0.21,0.0,0.21,0.21,0.21,0.08,0.02,0.11,0.08,0.11
Bartłomiej Drągowski,POL,GK,Spezia,24,1997,34,34,2946,32.7,0,1,1,0,0,0,1,0,0.0,0.0,0.1,0.1,0,0,0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0
Ondrej Duda,SVK,MF,Hellas Verona,27,1994,15,11,1061,11.8,0,0,0,0,0,0,4,0,0.8,0.8,0.3,1.1,15,44,22,0.0,0.0,0.0,0.0,0.0,0.07,0.03,0.1,0.07,0.1
Denzel Dumfries,NED,DF,Inter,26,1996,34,25,2218,24.6,1,4,5,1,0,0,4,0,3.6,3.6,4.9,8.5,62,59,172,0.04,0.16,0.2,0.04,0.2,0.15,0.2,0.35,0.15,0.35
Alfred Duncan,GHA,MF,Fiorentina,29,1993,25,13,1103,12.3,1,0,1,1,0,0,3,0,0.5,0.5,0.6,1.1,18,70,30,0.08,0.0,0.08,0.08,0.08,0.04,0.05,0.09,0.04,0.09
Paulo Dybala,ARG,"MF,FW",Roma,28,1993,25,21,1739,19.3,12,6,18,7,5,5,5,0,9.3,5.3,6.8,12.2,56,75,109,0.62,0.31,0.93,0.36,0.67,0.48,0.35,0.83,0.28,0.63
Edin Džeko,BIH,FW,Inter,36,1986,33,18,1732,19.2,9,3,12,9,0,0,3,0,9.7,9.7,3.2,13.0,32,67,150,0.47,0.16,0.62,0.47,0.62,0.5,0.17,0.67,0.5,0.67
Festy Ebosele,IRL,DF,Udinese,19,2002,17,4,411,4.6,0,1,1,0,0,0,4,0,0.2,0.2,0.9,1.1,27,17,22,0.0,0.22,0.22,0.0,0.22,0.04,0.19,0.24,0.04,0.24
Enzo Ebosse,CMR,DF,Udinese,23,1999,20,9,930,10.3,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.1,11,51,20,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
Tyronne Ebuehi,NGA,DF,Empoli,26,1995,26,22,1923,21.4,2,4,6,2,0,0,0,0,3.1,3.1,1.9,5.0,31,41,42,0.09,0.19,0.28,0.09,0.28,0.14,0.09,0.23,0.14,0.23
Éderson,BRA,MF,Atalanta,23,1999,35,25,2215,24.6,1,1,2,1,0,0,4,0,2.0,2.0,2.3,4.2,37,93,62,0.04,0.04,0.08,0.04,0.08,0.08,0.09,0.17,0.08,0.17
Kingsley Ehizibue,NED,DF,Udinese,27,1995,27,16,1535,17.1,2,0,2,2,0,0,7,0,2.0,2.0,0.9,3.0,29,40,69,0.12,0.0,0.12,0.12,0.12,0.12,0.06,0.17,0.12,0.17
Albin Ekdal,SWE,MF,Spezia,33,1989,31,18,1734,19.3,0,2,2,0,0,0,6,1,2.9,2.9,1.6,4.4,15,80,35,0.0,0.1,0.1,0.0,0.1,0.15,0.08,0.23,0.15,0.23
Emmanuel Ekong,SWE,"FW,MF",Empoli,20,2002,2,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2
Mikael Ellertsson,ISL,"MF,DF",Spezia,20,2002,11,1,171,1.9,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.2,3,3,4,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.08,0.07,0.08
Elif Elmas,MKD,"FW,MF",Napoli,22,1999,36,14,1627,18.1,6,3,9,5,1,1,5,0,4.0,3.3,1.9,5.2,42,73,103,0.33,0.17,0.5,0.28,0.44,0.22,0.11,0.33,0.18,0.29
Martin Erlic,CRO,DF,Sassuolo,24,1998,28,26,2330,25.9,0,0,0,0,0,0,2,0,0.5,0.5,0.2,0.7,7,65,1,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03
Gonzalo Escalante,ARG,MF,Cremonese,29,1993,9,7,555,6.2,0,1,1,0,0,0,0,1,0.2,0.2,0.2,0.4,3,30,8,0.0,0.16,0.16,0.0,0.16,0.03,0.04,0.07,0.03,0.07
Salvatore Esposito,ITA,MF,Spezia,21,2000,15,10,971,10.8,1,0,1,1,0,0,5,1,0.7,0.7,1.5,2.2,4,51,11,0.09,0.0,0.09,0.09,0.09,0.06,0.14,0.21,0.06,0.21
Nicolò Fagioli,ITA,MF,Juventus,21,2001,26,17,1520,16.9,3,3,6,3,0,0,3,0,1.5,1.5,1.3,2.8,27,56,56,0.18,0.18,0.36,0.18,0.36,0.09,0.08,0.17,0.09,0.17
Wladimiro Falcone,ITA,GK,Lecce,27,1995,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
Davide Faraoni,ITA,DF,Hellas Verona,30,1991,23,19,1485,16.5,2,3,5,2,0,0,7,0,2.7,2.7,1.0,3.7,11,54,33,0.12,0.18,0.3,0.12,0.3,0.17,0.06,0.23,0.17,0.23
Federico Fazio,ARG,DF,Salernitana,35,1987,14,12,1074,11.9,1,0,1,1,0,0,2,1,0.7,0.7,0.1,0.8,13,40,4,0.08,0.0,0.08,0.08,0.08,0.06,0.01,0.07,0.06,0.07
Jacopo Fazzini,ITA,MF,Empoli,19,2003,21,8,825,9.2,0,0,0,0,0,0,4,0,1.0,1.0,0.9,1.9,11,21,40,0.0,0.0,0.0,0.0,0.0,0.11,0.09,0.2,0.11,0.2
Lewis Ferguson,SCO,"MF,FW",Bologna,22,1999,32,27,2314,25.7,7,0,7,7,0,0,4,0,4.7,4.7,1.0,5.7,31,88,114,0.27,0.0,0.27,0.27,0.27,0.18,0.04,0.22,0.18,0.22
Alex Ferrari,ITA,DF,Sampdoria,28,1994,12,10,868,9.6,0,0,0,0,0,0,3,0,0.2,0.2,0.4,0.5,7,25,3,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06
Alex Ferrari,ITA,DF,Cremonese,28,1994,16,13,1007,11.2,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,2,27,5,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
Salvador Ferrer,ESP,DF,Spezia,24,1998,5,0,136,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
Vincenzo Fiorillo,ITA,GK,Salernitana,32,1990,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alessandro Florenzi,ITA,DF,Milan,31,1991,6,2,203,2.3,0,0,0,0,0,0,1,0,0.8,0.8,0.5,1.2,1,10,19,0.0,0.0,0.0,0.0,0.0,0.34,0.21,0.54,0.34,0.54
Davide Frattesi,ITA,MF,Sassuolo,22,1999,36,35,2873,31.9,7,0,7,7,0,0,4,0,7.8,7.8,1.9,9.7,73,137,94,0.22,0.0,0.22,0.22,0.22,0.24,0.06,0.3,0.24,0.3
Matteo Gabbia,ITA,DF,Milan,22,1999,12,6,613,6.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,1,15,1,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
Manolo Gabbiadini,ITA,"FW,MF",Sampdoria,30,1991,35,27,2354,26.2,7,2,9,7,0,0,6,0,7.4,7.4,4.5,11.9,32,55,111,0.27,0.08,0.34,0.27,0.34,0.28,0.17,0.45,0.28,0.45
Gianluca Gaetano,ITA,MF,Napoli,22,2000,8,0,76,0.8,1,1,2,1,0,0,0,0,1.1,1.1,0.2,1.2,4,4,9,1.18,1.18,2.37,1.18,2.37,1.42,0.22,1.64,1.42,1.64
Roberto Gagliardini,ITA,MF,Inter,28,1994,19,7,783,8.7,0,0,0,0,0,0,5,1,0.9,0.9,0.3,1.1,20,39,22,0.0,0.0,0.0,0.0,0.0,0.1,0.03,0.13,0.1,0.13
Adolfo Gaich,ARG,FW,Hellas Verona,23,1999,16,8,726,8.1,2,0,2,2,0,0,2,0,2.5,2.5,0.4,2.9,6,11,33,0.25,0.0,0.25,0.25,0.25,0.31,0.05,0.36,0.31,0.36
Pablo Galdames Millán,CHI,MF,Cremonese,25,1996,13,10,734,8.2,1,2,3,1,0,0,2,0,0.3,0.3,1.1,1.4,5,33,17,0.12,0.25,0.37,0.12,0.37,0.04,0.13,0.17,0.04,0.17
Antonino Gallo,ITA,DF,Lecce,22,2000,32,28,2486,27.6,0,1,1,0,0,0,5,1,0.6,0.6,1.9,2.6,71,154,65,0.0,0.04,0.04,0.0,0.04,0.02,0.07,0.09,0.02,0.09
Federico Gatti,ITA,DF,Juventus,24,1998,18,16,1448,16.1,0,0,0,0,0,0,4,0,0.6,0.6,1.5,2.0,18,56,13,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.13,0.03,0.13
Valentin Gendrey,FRA,DF,Lecce,22,2000,37,35,3101,34.5,0,2,2,0,0,0,4,0,0.6,0.6,2.9,3.5,47,112,107,0.0,0.06,0.06,0.0,0.06,0.02,0.08,0.1,0.02,0.1
Paolo Ghiglione,ITA,DF,Cremonese,25,1997,15,8,711,7.9,1,1,2,1,0,0,4,0,0.8,0.8,0.6,1.5,5,19,35,0.13,0.13,0.25,0.13,0.25,0.1,0.08,0.18,0.1,0.18
Mario Gila,ESP,DF,Lazio,21,2000,4,0,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gvidas Gineitis,LTU,MF,Torino,18,2004,3,2,136,1.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,3,6,7,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
Olivier Giroud,FRA,FW,Milan,35,1986,33,25,2139,23.8,13,5,18,10,3,3,8,1,12.7,10.4,4.0,14.4,12,36,152,0.55,0.21,0.76,0.42,0.63,0.53,0.17,0.7,0.44,0.61
Pierluigi Gollini,ITA,GK,Fiorentina,27,1995,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pierluigi Gollini,ITA,GK,Napoli,27,1995,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joan Gonzàlez,ESP,MF,Lecce,20,2002,35,26,2197,24.4,1,3,4,1,0,0,8,0,1.5,1.5,1.3,2.8,18,71,67,0.04,0.12,0.16,0.04,0.16,0.06,0.05,0.11,0.06,0.11
Nicolás González,ARG,"FW,MF",Fiorentina,24,1998,24,13,1354,15.0,6,1,7,4,2,2,3,0,6.7,5.4,1.3,6.7,37,70,112,0.4,0.07,0.47,0.27,0.33,0.45,0.09,0.53,0.36,0.45
Robin Gosens,GER,DF,Inter,28,1994,32,11,1184,13.2,3,0,3,3,0,0,2,0,3.0,3.0,2.4,5.3,29,41,102,0.23,0.0,0.23,0.23,0.23,0.23,0.18,0.41,0.23,0.41
Alberto Grassi,ITA,MF,Empoli,27,1995,25,14,1194,13.3,0,0,0,0,0,0,3,0,0.6,0.6,0.4,0.9,5,50,10,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.07,0.04,0.07
Andrew Gravillon,GLP,DF,Torino,24,1998,7,4,312,3.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,1,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
