Player,Nation,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG
James Abankwah,IRL,"DF,MF",Udinese,20,2004,6,0,88,1.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,3,4,1,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06
Saud Abdulhamid,KSA,DF,Roma,25,1999,4,2,205,2.3,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.2,6,9,26,0.0,0.44,0.44,0.0,0.44,0.01,0.08,0.09,0.01,0.09
Oliver Abildgaard,DEN,MF,Como,28,1996,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tammy Abraham,ENG,FW,Roma,26,1997,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tammy Abraham,ENG,FW,Milan,26,1997,28,12,1183,13.1,3,4,7,2,1,2,1,0,7.1,5.4,2.2,7.6,8,26,69,0.23,0.3,0.53,0.15,0.46,0.54,0.16,0.7,0.41,0.58
Federico Accornero,ITA,MF,Genoa,20,2004,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Francesco Acerbi,ITA,DF,Inter,36,1988,23,20,1710,19.0,0,1,1,0,0,0,0,0,0.4,0.4,0.6,1.0,19,62,22,0.0,0.05,0.05,0.0,0.05,0.02,0.03,0.05,0.02,0.05
Che Adams,SCO,FW,Torino,28,1996,36,30,2652,29.5,9,3,12,9,0,1,2,0,9.0,8.2,2.0,10.2,23,40,153,0.31,0.1,0.41,0.31,0.41,0.31,0.07,0.37,0.28,0.35
Yacine Adli,FRA,MF,Fiorentina,24,2000,26,15,1234,13.7,4,6,10,4,0,0,3,1,1.0,1.0,2.4,3.4,24,103,30,0.29,0.44,0.73,0.29,0.73,0.08,0.17,0.25,0.08,0.25
Vasilije Adžić,MNE,"MF,FW",Juventus,18,2006,6,0,42,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,3,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05
Michel Aebischer,SUI,MF,Bologna,27,1997,14,9,724,8.0,0,0,0,0,0,0,2,0,0.4,0.4,0.4,0.8,8,33,17,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09
Honest Ahanor,ITA,"DF,MF",Genoa,16,2008,6,3,270,3.0,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.6,3,3,7,0.0,0.0,0.0,0.0,0.0,0.17,0.04,0.21,0.17,0.21
Junior Ajayi,CIV,FW,Hellas Verona,19,2004,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jean-Daniel Akpa-Akpro,CIV,MF,Monza,31,1992,14,12,966,10.7,0,0,0,0,0,0,4,0,0.3,0.3,0.2,0.6,21,19,22,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05
David Akpan Ankeye,NGA,"FW,MF",Genoa,22,2002,4,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Faride Alidou,GER,"FW,MF",Hellas Verona,23,2001,3,0,71,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03
Dele Alli,ENG,MF,Como,28,1996,1,0,9,0.1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
