Player,Nation,Pos,Squad,Age,Born,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err
Sanoussy Ba,GER,DF,RB Leipzig,18,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Mitchel Bakker,NED,"DF,MF",Leverkusen,22,2000,18.4,16,8,9,7,0,6,15,40.0,9,20,2,18,15,31,20,2
Ridle Baku,GER,"DF,FW",Wolfsburg,24,1998,28.7,50,26,29,17,4,32,58,55.2,26,44,6,38,21,71,59,0
Aymen Barkok,MAR,MF,Mainz 05,24,1998,6.5,18,8,10,5,3,5,10,50.0,5,7,0,7,3,21,9,0
Leandro Barreiro Martins,LUX,MF,Mainz 05,22,2000,23.8,60,38,19,28,13,22,49,44.9,27,38,13,25,41,101,39,1
Gil Bastião Dias,POR,FW,Stuttgart,25,1996,4.4,8,6,3,4,1,3,12,25.0,9,7,0,7,2,10,3,0
Maximilian Bauer,GER,DF,Augsburg,22,2000,20.5,31,17,18,12,1,17,34,50.0,17,25,9,16,23,54,79,1
Oliver Baumann,GER,GK,Hoffenheim,32,1990,34.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,15,1
Timo Baumgartl,GER,DF,Union Berlin,26,1996,6.2,11,6,5,4,2,5,18,27.8,13,12,4,8,2,13,14,0
Julian Baumgartlinger,AUT,MF,Augsburg,34,1988,6.2,15,4,5,6,4,6,19,31.6,13,4,2,2,4,19,15,0
Christoph Baumgartner,AUT,"MF,FW",Hoffenheim,22,1999,28.5,36,19,12,17,7,9,52,17.3,43,57,5,52,15,51,19,1
Noah Joel Sarenren Bazee,NGA,"MF,FW",Augsburg,25,1996,0.2,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0
Ihlas Bebou,TOG,"FW,DF",Hoffenheim,28,1994,15.7,19,16,8,7,4,11,17,64.7,6,9,2,7,7,26,15,0
Sheraldo Becker,SUR,FW,Union Berlin,27,1995,28.4,15,5,1,7,7,2,11,18.2,9,13,1,12,3,18,7,1
Kevin Behrens,GER,FW,Union Berlin,31,1991,17.1,11,7,4,4,3,4,18,22.2,14,18,3,15,5,16,25,0
Stefan Bell,GER,DF,Mainz 05,30,1991,26.6,43,28,32,10,1,22,44,50.0,22,42,15,27,44,87,133,0
Karim Bellarabi,GER,"FW,MF",Leverkusen,32,1990,0.9,2,0,1,1,0,2,3,66.7,1,0,0,0,0,2,0,0
Jude Bellingham,ENG,MF,Dortmund,19,2003,29.9,76,42,28,34,14,34,51,66.7,17,51,4,47,35,111,30,0
Ramy Bensebaini,ALG,DF,Gladbach,27,1995,27.6,34,21,21,10,3,26,39,66.7,13,44,14,30,36,70,98,1
Mergim Berisha,GER,FW,Augsburg,24,1998,18.7,11,6,4,3,4,4,14,28.6,10,16,1,15,0,11,19,0
Ermin Bičakčić,BIH,DF,Hoffenheim,32,1990,2.9,8,4,6,1,1,2,6,33.3,4,4,3,1,5,13,14,0
Tom Bischof,GER,"MF,FW",Hoffenheim,17,2005,3.5,15,10,8,3,4,7,10,70.0,3,5,1,4,1,16,1,0
Leonardo Bittencourt,GER,"MF,DF",Werder Bremen,28,1993,18.1,53,28,20,25,8,25,62,40.3,37,13,0,13,10,63,15,0
Janis Blaswich,GER,GK,RB Leipzig,31,1991,26.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,10,0
Daley Blind,NED,"DF,MF",Bayern Munich,32,1990,1.5,2,0,2,0,0,0,1,0.0,1,4,2,2,2,4,6,0
Kevin-Prince Boateng,GHA,MF,Hertha BSC,35,1987,5.2,8,6,4,2,2,3,9,33.3,6,11,3,8,3,11,5,0
Jean-Paul Boëtius,SUR,MF,Hertha BSC,28,1994,11.7,30,16,19,9,2,8,25,32.0,17,25,5,20,14,44,10,0
Yvandro Borges Sanches,LUX,"FW,MF",Gladbach,18,2004,0.3,2,2,0,2,0,2,2,100.0,0,0,0,0,0,2,0,0
Sebastiaan Bornauw,BEL,DF,Wolfsburg,23,1999,21.4,29,17,17,10,2,16,22,72.7,6,27,12,15,31,60,83,1
Rafael Borré,COL,"MF,FW",Eint Frankfurt,26,1995,12.0,25,15,4,13,8,4,17,23.5,13,10,2,8,2,27,9,0
Julian Brandt,GER,"MF,FW",Dortmund,26,1996,26.6,29,20,6,14,9,12,43,27.9,31,23,0,23,15,44,9,1
Fabian Bredlow,GER,GK,Stuttgart,27,1995,15.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,4,2
Josip Brekalo,CRO,"MF,FW",Wolfsburg,24,1998,3.0,2,1,2,0,0,0,4,0.0,4,0,0,0,2,4,2,0
John Brooks,USA,DF,Hoffenheim,29,1993,15.0,18,12,10,8,0,13,18,72.2,5,17,12,5,10,28,105,0
Moritz Broschinski,GER,"FW,MF",Bochum,21,2000,2.4,0,0,0,0,0,0,5,0.0,5,1,0,1,0,0,6,0
Cédric Brunner,SUI,DF,Schalke 04,28,1994,25.7,39,27,26,11,2,30,45,66.7,15,24,7,17,43,82,79,0
Jacob Bruun Larsen,DEN,FW,Hoffenheim,23,1998,3.6,4,3,0,1,3,3,4,75.0,1,3,1,2,1,5,0,0
Lee Buchanan,ENG,"DF,FW",Werder Bremen,21,2001,5.2,14,10,2,11,1,6,12,50.0,6,5,0,5,12,26,21,0
Marius Bülter,GER,"FW,MF",Schalke 04,29,1993,28.9,22,11,8,7,7,12,32,37.5,20,34,1,33,10,32,20,0
Delano Burgzorg,SUR,"FW,MF",Mainz 05,23,1998,2.7,3,3,1,1,1,2,3,66.7,1,2,0,2,0,3,2,0
Jonathan Burkardt,GER,"MF,FW",Mainz 05,22,2000,5.9,3,1,0,1,2,1,4,25.0,3,6,1,5,1,4,1,0
Oliver Burke,SCO,"FW,MF",Werder Bremen,25,1997,3.0,1,0,0,0,1,0,0,,0,2,0,2,0,1,0,0
Aurélio Buta,POR,DF,Eint Frankfurt,25,1997,14.6,33,19,15,13,5,15,27,55.6,12,18,1,17,9,42,34,0
Anthony Caci,FRA,DF,Mainz 05,25,1997,22.6,58,33,32,20,6,28,42,66.7,14,28,4,24,54,112,40,0
Kerim Calhanoglu,GER,DF,Schalke 04,19,2002,0.7,2,1,2,0,0,2,2,100.0,0,1,0,1,0,2,3,0
Daniel Caligiuri,ITA,"DF,MF",Augsburg,34,1988,3.2,8,5,5,3,0,4,5,80.0,1,3,2,1,3,11,2,0
Emre Can,GER,MF,Dortmund,28,1994,21.1,57,28,25,27,5,22,43,51.2,21,16,6,10,25,82,39,1
João Cancelo,POR,"DF,FW",Bayern Munich,28,1994,11.2,23,14,9,10,4,10,23,43.5,13,14,2,12,15,38,22,0
Irvin Cardona,MLT,"MF,FW",Augsburg,24,1997,3.5,1,1,1,0,0,1,5,20.0,4,3,0,3,4,5,8,0
Koen Casteels,BEL,GK,Wolfsburg,30,1992,34.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,10,1
Julian Chabot,GER,DF,Köln,24,1998,20.0,36,23,19,14,3,20,35,57.1,15,30,18,12,41,77,105,0
Timothy Chandler,USA,DF,Eint Frankfurt,32,1990,1.0,2,2,2,0,0,2,2,100.0,0,1,0,1,0,2,3,0
Fabio Chiarodia,ITA,DF,Werder Bremen,17,2005,0.7,0,0,0,0,0,0,0,,0,1,0,1,2,2,4,0
Oliver Christensen,DEN,GK,Hertha BSC,23,1999,33.0,1,0,1,0,0,0,2,0.0,2,0,0,0,0,1,22,2
Darko Churlinov,MKD,FW,Stuttgart,22,2000,0.3,3,2,2,1,0,2,3,66.7,1,1,0,1,0,3,0,0
Tolga Ciğerci,TUR,MF,Hertha BSC,30,1992,7.5,16,13,6,9,1,10,16,62.5,6,6,2,4,8,24,5,0
David Čolina,CRO,"DF,FW",Augsburg,22,2000,1.8,4,1,1,1,2,2,2,100.0,0,8,0,8,4,8,3,0
Kingsley Coman,FRA,"FW,MF",Bayern Munich,26,1996,15.7,11,8,3,5,3,7,17,41.2,10,19,1,18,2,13,7,0
Danny da Costa,GER,DF,Mainz 05,29,1993,13.7,20,16,7,8,5,12,20,60.0,8,22,3,19,9,29,26,0
Soumaïla Coulibaly,FRA,DF,Dortmund,18,2003,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1
Tanguy Coulibaly,FRA,"FW,DF",Stuttgart,21,2001,3.6,12,9,9,1,2,5,12,41.7,7,10,0,10,3,15,0,0
Nicolas Cozza,FRA,DF,Wolfsburg,23,1999,1.1,3,3,1,2,0,2,3,66.7,1,3,1,2,0,3,0,0
Moanes Dabbur,ISR,FW,Hoffenheim,30,1992,10.4,11,8,4,5,2,3,9,33.3,6,8,0,8,5,16,0,0
Finn Dahmen,GER,GK,Mainz 05,24,1998,8.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0
Mahmoud Dahoud,GER,MF,Dortmund,26,1996,3.7,11,9,3,4,4,7,7,100.0,0,6,2,4,7,18,3,0
Muhammed Damar,GER,MF,Hoffenheim,18,2004,1.8,6,3,1,2,3,1,2,50.0,1,3,0,3,0,6,0,0
Márton Dárdai,HUN,"DF,MF",Hertha BSC,20,2002,10.5,17,8,9,8,0,9,18,50.0,9,14,9,5,11,28,45,1
Vladimír Darida,CZE,MF,Hertha BSC,31,1990,0.3,1,1,0,1,0,0,0,,0,1,0,1,0,1,0,0
Alphonso Davies,CAN,DF,Bayern Munich,21,2000,22.7,45,28,25,13,7,18,39,46.2,21,28,4,24,24,69,24,4
Thomas Delaney,DEN,MF,Hoffenheim,30,1991,3.3,6,3,3,2,1,3,8,37.5,5,5,0,5,1,7,4,0
Kerem Demirbay,GER,MF,Leverkusen,29,1993,17.2,36,18,16,17,3,18,34,52.9,16,26,6,20,16,52,11,0
Ermedin Demirović,BIH,"FW,MF",Augsburg,24,1998,26.3,31,14,9,12,10,9,22,40.9,13,31,4,27,14,45,37,0
Sepp van den Berg,NED,DF,Schalke 04,20,2001,7.7,5,4,2,2,1,1,4,25.0,3,8,5,3,13,18,33,2
Moussa Diaby,FRA,"FW,MF",Leverkusen,23,1999,30.0,14,8,4,8,2,7,14,50.0,7,8,0,8,5,19,3,0
Abdou Diallo,SEN,"DF,MF",RB Leipzig,26,1996,5.3,6,5,5,1,0,1,3,33.3,2,8,5,3,8,14,22,0
Justin Diehl,GER,"MF,FW",Köln,17,2004,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Florian Dietz,GER,FW,Köln,23,1998,4.4,2,1,0,2,0,1,4,25.0,3,4,1,3,0,2,2,0
Junior Dina Ebimbe,FRA,"DF,MF",Eint Frankfurt,21,2000,11.8,30,19,16,14,0,16,33,48.5,17,18,5,13,11,41,20,0
Eren Dinkçi,GER,"FW,MF",Werder Bremen,20,2001,2.6,5,5,2,1,2,2,6,33.3,4,2,0,2,0,5,2,0
Ritsu Doan,JPN,"MF,FW",Freiburg,24,1998,26.9,61,29,19,29,13,25,55,45.5,30,40,1,39,14,75,12,0
Danilho Doekhi,NED,DF,Union Berlin,24,1998,24.6,38,23,21,17,0,14,26,53.8,12,27,12,15,29,67,93,0
Kasper Dolberg,DEN,"FW,MF",Hoffenheim,24,1997,4.5,7,5,1,4,2,4,6,66.7,2,6,2,4,0,7,5,0
Niklas Dorsch,GER,MF,Augsburg,24,1998,5.4,21,12,8,11,2,9,16,56.3,7,9,3,6,6,27,9,0
Dion Drena Beljo,CRO,FW,Augsburg,20,2002,12.5,7,6,3,2,2,2,13,15.4,11,15,2,13,1,8,14,0
Dominick Drexler,GER,"MF,FW",Schalke 04,32,1990,15.2,25,17,12,10,3,9,22,40.9,13,18,2,16,8,33,12,0
Marvin Ducksch,GER,FW,Werder Bremen,28,1994,31.7,8,3,2,4,2,3,16,18.8,13,13,2,11,9,17,41,1
Ondrej Duda,SVK,MF,Köln,27,1994,7.7,9,8,2,5,2,4,11,36.4,7,7,1,6,2,11,3,0
Julien Duranville,BEL,MF,Dortmund,16,2006,0.3,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0
Maximilian Eggestein,GER,MF,Freiburg,25,1996,27.2,51,29,21,24,6,17,35,48.6,18,37,8,29,36,87,27,0
Lilian Egloff,GER,"MF,FW",Stuttgart,19,2002,2.7,12,10,4,5,3,4,6,66.7,2,2,0,2,1,13,1,0
Kingsley Ehizibue,NED,DF,Köln,27,1995,0.7,0,0,0,0,0,0,0,,0,1,0,1,2,2,1,0
Julian Eitschberger,GER,FW,Hertha BSC,18,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Chidera Ejuke,NGA,"FW,MF",Hertha BSC,24,1998,9.9,5,4,1,4,0,1,5,20.0,4,4,0,4,4,9,1,0
Nico Elvedi,SUI,DF,Gladbach,25,1996,31.4,46,24,32,12,2,27,41,65.9,14,31,16,15,35,81,149,3
Wataru Endo,JPN,MF,Stuttgart,29,1993,32.5,70,37,30,31,9,38,85,44.7,47,44,6,38,26,96,63,0
Arne Engels,BEL,MF,Augsburg,18,2003,16.0,20,9,9,10,1,8,19,42.1,11,17,5,12,15,35,12,1
Tjark Ernst,GER,GK,Hertha BSC,19,2003,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Kimberly Ezekwem,GER,DF,Freiburg,21,2001,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Ralf Fährmann,GER,GK,Schalke 04,33,1988,11.4,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,10,2
Ohis Felix Uduokhai,GER,DF,Augsburg,24,1997,16.1,30,20,14,13,3,15,29,51.7,14,27,14,13,29,59,61,1
Edimilson Fernandes,SUI,DF,Mainz 05,26,1996,27.1,35,25,26,5,4,18,34,52.9,16,37,16,21,54,89,87,2
Kilian Fischer,GER,"DF,FW",Wolfsburg,21,2000,5.6,9,6,3,4,2,6,11,54.5,5,6,0,6,5,14,18,0
Mark Flekken,NED,GK,Freiburg,29,1993,34.0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,9,5
Florian Flick,GER,MF,Schalke 04,22,2000,5.7,12,3,7,5,0,4,14,28.6,10,9,3,6,4,16,18,0
Emil Forsberg,SWE,"MF,FW",RB Leipzig,30,1991,16.5,16,11,1,8,7,6,20,30.0,14,25,2,23,3,19,7,0
Philipp Förster,GER,MF,Bochum,27,1995,14.5,31,19,11,15,5,12,40,30.0,28,22,0,22,6,37,6,0
Timothy Fosu-Mensah,NED,DF,Leverkusen,24,1998,2.1,7,5,3,3,1,4,4,100.0,0,2,0,2,0,7,1,0
Raphael Framberger,GER,"DF,FW",Augsburg,26,1995,2.0,10,6,6,4,0,3,5,60.0,2,2,1,1,2,12,5,0
Bartol Franjić,CRO,MF,Wolfsburg,22,2000,2.5,4,2,2,2,0,0,2,0.0,2,4,1,3,5,9,4,0
Oscar Fraulo,DEN,"FW,MF",Gladbach,18,2003,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Michael Frey,SUI,FW,Schalke 04,28,1994,9.6,13,5,2,8,3,4,13,30.8,9,6,0,6,2,15,1,0
Marco Friedl,AUT,DF,Werder Bremen,24,1998,28.8,62,46,40,22,0,41,68,60.3,27,46,17,29,58,120,127,1
Marvin Friedrich,GER,DF,Gladbach,26,1995,13.9,17,11,13,3,1,10,13,76.9,3,14,6,8,11,28,52,0
Jeremie Frimpong,NED,"DF,MF",Leverkusen,21,2000,30.1,53,27,22,26,5,23,44,52.3,21,24,3,21,16,69,40,0
Chris Führich,GER,"FW,MF",Stuttgart,24,1998,20.9,36,14,15,14,7,24,44,54.5,20,29,2,27,7,43,13,0
Angelo Fulgini,FRA,MF,Mainz 05,25,1996,5.8,6,5,2,3,1,5,12,41.7,7,5,0,5,5,11,7,0
Niclas Füllkrug,GER,FW,Werder Bremen,29,1993,27.5,9,4,0,6,3,3,13,23.1,10,13,4,9,1,10,24,0
Cristian Gamboa,CRC,DF,Bochum,32,1989,16.4,42,24,27,14,1,21,31,67.7,10,20,7,13,16,58,34,1
Silvère Ganvoula M'Boussy,CGO,"FW,MF",Bochum,26,1996,2.7,2,2,0,1,1,0,0,,0,0,0,0,0,2,3,0
Dario Gebuhr,GER,DF,Eint Frankfurt,19,2003,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Dennis Geiger,GER,MF,Hoffenheim,24,1998,21.7,45,25,15,28,2,22,35,62.9,13,27,3,24,24,69,18,2
Yannick Gerhardt,GER,MF,Wolfsburg,28,1994,20.7,29,15,10,11,8,12,30,40.0,18,26,5,21,7,36,24,0
Niko Gießelmann,GER,DF,Union Berlin,30,1991,14.5,21,11,9,9,3,13,31,41.9,18,17,5,12,9,30,28,0
Rafał Gikiewicz,POL,GK,Augsburg,34,1987,23.0,2,2,2,0,0,2,3,66.7,1,0,0,0,0,2,15,5
Matthias Ginter,GER,DF,Freiburg,28,1994,34.0,43,20,29,12,2,26,40,65.0,14,40,24,16,35,78,153,3
Jamie Gittens,ENG,"FW,MF",Dortmund,17,2004,5.9,8,4,2,5,1,2,7,28.6,5,1,0,1,1,9,2,0
Serge Gnabry,GER,"FW,MF",Bayern Munich,27,1995,21.6,35,23,11,14,10,17,43,39.5,26,24,1,23,11,46,5,1
Jacek Góralski,POL,MF,Bochum,29,1992,1.6,6,3,3,3,0,4,6,66.7,2,4,0,4,3,9,5,0
Leon Goretzka,GER,MF,Bayern Munich,27,1995,19.2,43,24,21,16,6,27,48,56.3,21,40,3,37,30,73,32,0
Mario Götze,GER,MF,Eint Frankfurt,30,1992,30.4,42,25,13,22,7,14,47,29.8,33,25,0,25,13,55,12,0
Jeffrey Gouweleeuw,NED,DF,Augsburg,31,1991,31.1,42,27,19,17,6,24,49,49.0,25,41,23,18,50,92,141,2
Ryan Gravenberch,NED,MF,Bayern Munich,20,2002,6.4,17,8,4,10,3,7,13,53.8,6,9,1,8,9,26,10,0
Michael Gregoritsch,AUT,FW,Freiburg,28,1994,23.9,19,12,6,9,4,3,21,14.3,18,23,4,19,5,24,10,0
Leo Greiml,AUT,DF,Schalke 04,21,2001,4.0,10,5,4,5,1,5,12,41.7,7,7,3,4,3,13,16,0
Vincenzo Grifo,ITA,"MF,FW",Freiburg,29,1993,26.8,29,16,6,15,8,13,31,41.9,18,18,1,17,19,48,19,0
Lennart Grill,GER,GK,Union Berlin,23,1999,5.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,1
Christian Groß,GER,MF,Werder Bremen,33,1989,21.0,56,25,20,34,2,29,60,48.3,31,20,5,15,23,79,38,1
Brajan Gruda,GER,MF,Mainz 05,18,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Ilia Gruev,BUL,MF,Werder Bremen,22,2000,17.6,44,27,16,25,3,18,31,58.1,13,23,6,17,22,66,21,1
Carlos Gruezo,ECU,MF,Augsburg,27,1995,10.7,21,12,12,9,0,9,16,56.3,7,13,4,9,10,31,15,0
Raphaël Guerreiro,POR,"DF,MF",Dortmund,28,1993,25.4,36,20,13,15,8,21,34,61.8,13,21,2,19,36,72,23,0
Josuha Guilavogui,FRA,"DF,MF",Wolfsburg,31,1990,13.1,18,11,7,10,1,6,17,35.3,11,19,13,6,23,41,52,0
Serhou Guirassy,GUI,FW,Stuttgart,26,1996,18.3,4,1,2,2,0,1,2,50.0,1,7,2,5,0,4,14,0
Péter Gulácsi,HUN,GK,RB Leipzig,32,1990,6.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
Manuel Gulde,GER,DF,Freiburg,31,1991,7.1,14,8,10,4,0,2,4,50.0,2,5,1,4,19,33,25,0
Robert Gumny,POL,DF,Augsburg,24,1998,22.4,34,24,13,15,6,11,27,40.7,16,21,7,14,26,60,62,1
Christian Günter,GER,"DF,MF",Freiburg,29,1993,30.5,29,21,18,9,2,13,43,30.2,30,22,4,18,16,45,41,0
Joško Gvardiol,CRO,DF,RB Leipzig,20,2002,24.1,23,17,15,8,0,9,22,40.9,13,34,17,17,34,57,76,1
Janik Haberer,GER,MF,Union Berlin,28,1994,24.3,29,17,8,18,3,17,48,35.4,31,35,2,33,14,43,25,0
Alexander Hack,GER,DF,Mainz 05,28,1993,12.6,30,18,21,9,0,19,33,57.6,14,18,5,13,24,54,45,1
André Hahn,GER,"FW,MF",Augsburg,31,1990,4.3,9,5,4,4,1,8,12,66.7,4,9,2,7,4,13,14,0
Amadou Haidara,MLI,MF,RB Leipzig,24,1998,15.9,25,11,15,10,0,13,34,38.2,21,26,6,20,26,51,20,0
Sébastien Haller,CIV,FW,Dortmund,28,1994,13.6,5,4,2,1,2,0,4,0.0,4,8,0,8,1,6,10,0
Marcel Halstenberg,GER,DF,RB Leipzig,30,1991,17.3,40,21,20,15,5,23,41,56.1,18,22,1,21,21,61,29,0
Andreas Hanche-Olsen,NOR,DF,Mainz 05,25,1997,16.6,35,23,24,7,4,22,39,56.4,17,16,8,8,33,68,77,2
Genki Haraguchi,JPN,MF,Stuttgart,31,1991,8.3,16,7,7,7,2,4,16,25.0,12,13,2,11,8,24,6,0
Genki Haraguchi,JPN,MF,Union Berlin,31,1991,5.5,12,8,1,10,1,3,9,33.3,6,7,1,6,3,15,9,0
Makoto Hasebe,JPN,DF,Eint Frankfurt,38,1984,14.5,18,12,16,2,0,7,22,31.8,15,22,9,13,17,35,45,0
Thorgan Hazard,BEL,"FW,DF",Dortmund,29,1993,5.2,17,6,5,11,1,12,17,70.6,5,6,0,6,5,22,5,0
Jonas Hector,GER,DF,Köln,32,1990,31.4,112,66,59,43,10,66,113,58.4,47,61,9,52,39,151,74,1
Dominique Heintz,GER,DF,Bochum,28,1993,8.8,13,9,5,7,1,6,17,35.3,11,11,7,4,12,25,34,0
Benjamin Henrichs,GER,"DF,MF",RB Leipzig,25,1997,24.3,73,46,41,29,3,43,66,65.2,23,48,4,44,35,108,46,0
Lucas Hernández,FRA,DF,Bayern Munich,26,1996,5.3,6,4,3,3,0,5,6,83.3,1,2,1,1,5,11,7,0
Patrick Herrmann,GER,"FW,MF",Gladbach,31,1991,1.8,6,2,4,1,1,2,4,50.0,2,2,0,2,2,8,1,0
Piero Hincapié,ECU,"DF,MF",Leverkusen,20,2002,27.3,51,34,28,20,3,25,38,65.8,13,41,20,21,31,82,83,1
Adam Hložek,CZE,"FW,MF",Leverkusen,20,2002,14.3,9,4,4,3,2,3,9,33.3,6,9,2,7,6,15,9,0
Nicolas Höfler,GER,MF,Freiburg,32,1990,31.3,66,35,28,35,3,27,61,44.3,34,40,13,27,58,124,49,0
Jonas Hofmann,GER,"FW,MF",Gladbach,30,1992,29.8,31,16,17,8,6,15,52,28.8,37,36,2,34,16,47,21,0
Philipp Hofmann,GER,FW,Bochum,29,1993,29.2,18,11,0,13,5,5,12,41.7,7,20,8,12,6,24,48,0
Lucas Höler,GER,"FW,MF",Freiburg,28,1994,16.7,19,14,5,7,7,6,22,27.3,16,22,5,17,10,29,17,0
Gerrit Holtmann,PHI,"FW,MF",Bochum,27,1995,10.5,14,7,6,7,1,12,21,57.1,9,15,1,14,2,16,4,0
Jannes Horn,GER,"DF,FW",Bochum,25,1997,0.7,2,1,1,1,0,1,1,100.0,0,1,0,1,3,5,2,0
Lukáš Hrádecký,FIN,GK,Leverkusen,32,1989,33.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,3
Timo Hübers,GER,DF,Köln,26,1996,28.4,43,28,35,8,0,24,52,46.2,28,27,13,14,58,101,153,0
Callum Hudson-Odoi,ENG,"FW,MF",Leverkusen,21,2000,6.7,5,3,4,0,1,1,1,100.0,0,0,0,0,2,7,4,0
Mats Hummels,GER,DF,Dortmund,33,1988,22.4,62,34,38,22,2,32,55,58.2,23,30,16,14,33,95,100,1
Denis Huseinbasic,BIH,"MF,FW",Köln,21,2001,8.8,23,9,8,11,4,10,25,40.0,15,16,2,14,4,27,5,0
Iago,BRA,"DF,MF",Augsburg,25,1997,17.8,34,16,20,10,4,11,29,37.9,18,18,5,13,17,51,53,0
