Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Unnamed: 22_level_0_Ast,Unnamed: 23_level_0_xAG,Expected_xA,Expected_A-xAG,Unnamed: 26_level_0_KP,Unnamed: 27_level_0_1/3,Unnamed: 28_level_0_PPA,Unnamed: 29_level_0_CrsPA,Unnamed: 30_level_0_PrgP,Unnamed: 31_level_0_Matches
1,Zakaria Aboukhlal,ma MAR,"FW,MF",Torino,25-308,2000,1.9,25,39,64.1,386,129,15,20,75.0,6,7,85.7,3,5,60.0,0,0.0,0.0,0.0,0,1,1,1,4,Matches
2,Francesco Acerbi,it ITA,DF,Inter,37-316,1988,9.6,541,572,94.6,10219,2666,162,171,94.7,339,348,97.4,37,44,84.1,1,0.4,0.8,+0.6,3,22,2,1,34,Matches
3,Che Adams,sct SCO,"FW,MF",Torino,29-163,1996,9.1,168,226,74.3,3045,604,82,103,79.6,52,68,76.5,26,30,86.7,0,0.7,0.8,-0.7,9,17,5,1,19,Matches
4,Jayden Addai,nl NED,FW,Como,20-119,2005,6.9,108,155,69.7,1629,351,62,78,79.5,36,49,73.5,7,14,50.0,0,0.5,0.7,-0.5,5,5,5,1,14,Matches
5,Vasilije Adžić,me MNE,MF,Juventus,19-225,2006,1.4,54,70,77.1,901,218,26,29,89.7,18,20,90.0,5,7,71.4,0,0.2,0.1,-0.2,4,4,2,0,9,Matches
6,Michel Aebischer,ch SUI,MF,Pisa,28-351,1997,13.9,598,705,84.8,11239,3001,240,258,93.0,268,306,87.6,79,115,68.7,0,0.8,1.0,-0.8,13,57,10,1,76,Matches
7,Honest Ahanor,it ITA,DF,Atalanta,17-303,2008,6.1,285,314,90.8,4546,1288,137,147,93.2,138,147,93.9,6,11,54.5,0,0.0,0.1,0.0,0,21,1,0,15,Matches
8,Junior Ajayi,ci CIV,FW,Hellas Verona,21-073,2004,0.0,1,1,100.0,15,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
9,Manuel Akanji,ch SUI,DF,Inter,30-157,1995,13.0,845,928,91.1,15816,4554,315,333,94.6,444,472,94.1,82,104,78.8,0,0.2,0.5,-0.2,3,72,6,2,61,Matches
10,Ebenezer Akinsanmiro,ng NGA,MF,Pisa,21-028,2004,9.5,239,283,84.5,4349,1233,97,106,91.5,111,126,88.1,22,35,62.9,1,1.3,1.1,-0.3,11,41,6,3,46,Matches
11,Jean-Daniel Akpa-Akpro,ci CIV,MF,Hellas Verona,33-073,1992,5.5,84,121,69.4,1253,578,52,66,78.8,25,35,71.4,4,7,57.1,0,0.1,0.1,-0.1,4,11,1,0,10,Matches
12,Raúl Albiol,es ESP,DF,Pisa,40-110,1985,3.4,181,203,89.2,3918,1785,48,51,94.1,103,108,95.4,30,42,71.4,0,0.1,0.0,-0.1,1,10,1,0,13,Matches
13,Pontus Almqvist,se SWE,"DF,MF",Parma,26-166,1999,3.9,60,80,75.0,862,233,41,48,85.4,13,19,68.4,5,8,62.5,0,1.0,0.7,-1.0,7,1,4,3,3,Matches
14,Giuseppe Ambrosino,it ITA,FW,Napoli,22-104,2003,0.4,1,4,25.0,5,0,1,3,33.3,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
15,Angeliño,es ESP,"DF,MF",Roma,28-353,1997,4.3,183,244,75.0,3214,1065,76,84,90.5,87,111,78.4,16,32,50.0,0,0.1,0.6,-0.1,3,13,9,2,25,Matches
16,Samuele Angori,it ITA,DF,Pisa,22-077,2003,8.5,177,276,64.1,3708,1591,66,78,84.6,76,108,70.4,33,75,44.0,1,1.8,2.0,-0.8,13,12,11,8,15,Matches
17,Faustino Anjorin,eng ENG,"MF,FW",Torino,24-030,2001,1.4,24,36,66.7,384,158,13,17,76.5,9,14,64.3,2,2,100.0,0,0.0,0.1,0.0,0,4,1,1,4,Matches
18,Kristjan Asllani,al ALB,MF,Torino,23-289,2002,11.7,486,618,78.6,10436,3397,167,182,91.8,226,260,86.9,90,165,54.5,0,0.8,1.2,-0.8,13,54,9,1,56,Matches
19,Zachary Athekame,ch SUI,"DF,FW",Milan,21-010,2004,1.3,52,66,78.8,992,269,24,26,92.3,21,27,77.8,7,11,63.6,0,0.0,0.1,0.0,0,4,2,1,4,Matches
20,Arthur Atta,fr FRA,MF,Udinese,22-343,2003,12.3,354,456,77.6,5606,1611,182,212,85.8,124,144,86.1,29,58,50.0,2,1.3,1.3,+0.7,20,43,13,3,52,Matches
21,Emil Audero,id IDN,GK,Cremonese,28-339,1997,12.0,347,551,63.0,9697,7004,49,49,100.0,189,192,98.4,109,308,35.4,0,0.0,0.0,0.0,0,1,0,0,0,Matches
22,Carlos Augusto,br BRA,DF,Inter,26-350,1999,6.4,277,337,82.2,4350,1157,140,154,90.9,117,140,83.6,12,26,46.2,1,0.3,0.4,+0.7,4,17,8,2,26,Matches
23,Yann Aurel Bisseck,de GER,DF,Inter,25-024,2000,4.3,252,279,90.3,4685,1523,72,75,96.0,165,179,92.2,13,20,65.0,0,0.0,0.1,0.0,0,10,1,1,16,Matches
24,Neil El Aynaoui,ma MAR,MF,Roma,24-174,2001,4.4,186,213,87.3,3089,766,83,92,90.2,94,106,88.7,8,11,72.7,1,0.5,0.2,+0.5,4,16,1,0,15,Matches
25,Leon Bailey,jm JAM,"MF,FW",Roma,28-136,1997,2.1,51,73,69.9,743,82,32,36,88.9,17,26,65.4,1,6,16.7,0,0.0,0.1,0.0,2,0,0,0,3,Matches
26,Tommaso Baldanzi,it ITA,"FW,MF",Roma,22-275,2003,4.3,121,146,82.9,1750,312,75,86,87.2,40,45,88.9,4,8,50.0,0,0.6,0.9,-0.6,6,6,9,2,12,Matches
27,Lameck Banda,zm ZAM,"FW,MF",Lecce,24-328,2001,6.1,107,139,77.0,1547,312,67,70,95.7,33,42,78.6,6,11,54.5,1,0.5,0.7,+0.5,4,4,6,1,8,Matches
28,Tommaso Barbieri,it ITA,"DF,FW",Cremonese,23-119,2002,9.1,211,310,68.1,3617,1104,97,117,82.9,85,116,73.3,21,41,51.2,1,0.7,0.4,+0.3,5,19,8,3,20,Matches
29,Nicolò Barella,it ITA,MF,Inter,28-319,1997,13.2,731,890,82.1,12976,3925,336,377,89.1,311,355,87.6,76,121,62.8,4,4.2,3.7,-0.2,39,77,39,11,111,Matches
30,Davide Bartesaghi,it ITA,DF,Milan,19-359,2005,9.1,328,411,79.8,5583,1572,156,170,91.8,128,160,80.0,36,61,59.0,0,1.4,1.5,-1.4,16,21,8,6,17,Matches
31,Federico Baschirotto,it ITA,DF,Cremonese,29-094,1996,16.0,619,713,86.8,12067,4158,208,218,95.4,333,365,91.2,74,120,61.7,0,0.0,0.1,0.0,0,25,2,0,26,Matches
32,Toma Bašić,hr CRO,MF,Lazio,29-028,1996,9.2,361,434,83.2,5530,1211,196,217,90.3,125,153,81.7,27,42,64.3,2,1.1,1.2,+0.9,11,26,6,2,26,Matches
33,Alessandro Bastoni,it ITA,DF,Inter,26-254,1999,13.6,909,1070,85.0,17477,5515,354,376,94.1,430,483,89.0,113,172,65.7,3,1.0,1.4,+2.0,13,80,21,7,80,Matches
34,Martin Baturina,hr CRO,"FW,MF",Como,22-310,2003,2.8,88,110,80.0,1273,209,49,53,92.5,33,42,78.6,3,9,33.3,0,0.4,0.4,-0.4,6,4,0,0,4,Matches
35,Vakoun Bayo,ci CIV,FW,Udinese,28-347,1997,3.2,66,86,76.7,873,136,39,50,78.0,21,26,80.8,2,2,100.0,1,0.4,0.1,+0.6,2,5,1,0,6,Matches
36,Tjaš Begić,si SVN,DF,Parma,22-176,2003,0.0,0,1,0.0,0,0,0,1,0.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
37,Reda Belahyane,ma MAR,MF,Lazio,21-205,2004,2.0,60,72,83.3,812,175,41,49,83.7,16,20,80.0,2,2,100.0,1,1.1,0.7,-0.1,3,7,2,0,7,Matches
38,Rafik Belghali,dz ALG,"DF,FW",Hellas Verona,23-199,2002,12.3,304,408,74.5,4413,1884,169,197,85.8,101,135,74.8,16,40,40.0,0,1.0,1.8,-1.0,15,33,15,7,40,Matches
39,Armel Bella Kotchap,de GER,DF,Hellas Verona,24-012,2001,7.6,206,260,79.2,3624,1279,86,98,87.8,101,120,84.2,15,32,46.9,0,0.1,0.2,-0.1,1,11,2,0,16,Matches
40,Raoul Bellanova,it ITA,DF,Atalanta,25-220,2000,10.3,391,484,80.8,6256,1573,214,233,91.8,147,180,81.7,23,57,40.4,1,1.3,1.3,-0.3,16,15,12,8,32,Matches
41,Andrea Belotti,it ITA,FW,Cagliari,32-003,1993,2.1,23,31,74.2,339,54,11,14,78.6,9,11,81.8,2,3,66.7,0,0.0,0.0,0.0,1,2,1,0,3,Matches
42,Adrian Benedyczak,pl POL,"FW,MF",Parma,25-029,2000,4.1,50,78,64.1,864,254,26,39,66.7,16,20,80.0,7,10,70.0,1,1.1,0.5,-0.1,9,6,0,0,7,Matches
43,Domenico Berardi,it ITA,FW,Sassuolo,31-144,1994,9.9,243,328,74.1,4301,1078,123,140,87.9,89,111,80.2,26,50,52.0,3,1.6,1.4,+1.4,15,20,15,3,42,Matches
44,Medon Berisha,al ALB,MF,Lecce,22-063,2003,9.7,317,426,74.4,6236,1731,130,141,92.2,112,143,78.3,61,110,55.5,3,2.6,2.0,+0.4,20,39,4,2,46,Matches
45,Adrian Bernabe,es ESP,MF,Parma,24-211,2001,13.3,468,594,78.8,8593,2456,193,220,87.7,212,250,84.8,54,96,56.3,0,1.4,1.1,-1.4,19,67,7,1,80,Matches
46,Federico Bernardeschi,it ITA,"FW,MF",Bologna,31-310,1994,4.7,179,226,79.2,3553,933,64,69,92.8,83,98,84.7,29,43,67.4,0,1.5,1.0,-1.5,16,17,16,5,29,Matches
47,Lorenzo Bernasconi,it ITA,DF,Atalanta,22-037,2003,4.3,203,253,80.2,3426,1016,102,112,91.1,78,91,85.7,20,40,50.0,0,0.9,0.9,-0.9,7,8,4,2,15,Matches
48,Antoine Bernede,fr FRA,MF,Hellas Verona,26-211,1999,12.1,282,399,70.7,4510,1771,145,168,86.3,98,139,70.5,25,59,42.4,1,0.7,0.8,+0.3,11,38,12,1,44,Matches
49,Nicolò Bertola,it ITA,DF,Udinese,22-275,2003,9.7,328,417,78.7,6218,2021,136,148,91.9,136,161,84.5,51,88,58.0,1,0.2,0.1,+0.8,6,19,3,0,22,Matches
50,Sam Beukema,nl NED,DF,Napoli,27-036,1998,7.7,484,528,91.7,8535,2624,200,208,96.2,249,263,94.7,29,45,64.4,0,0.0,0.1,0.0,2,43,0,0,39,Matches
51,Matteo Bianchetti,it ITA,DF,Cremonese,32-281,1993,12.6,520,638,81.5,9699,4012,216,236,91.5,238,275,86.5,61,114,53.5,2,0.6,0.3,+1.4,2,34,1,0,34,Matches
52,Cristiano Biraghi,it ITA,"DF,MF",Torino,33-113,1992,5.1,163,230,70.9,3161,1541,59,67,88.1,76,102,74.5,24,49,49.0,0,0.5,0.7,-0.5,7,15,9,4,23,Matches
53,Daniel Boloca,ro ROU,MF,Sassuolo,27-001,1998,1.5,53,57,93.0,804,123,30,31,96.8,18,18,100.0,4,6,66.7,0,0.0,0.0,0.0,1,5,0,0,3,Matches
54,Federico Bonazzoli,it ITA,FW,Cremonese,28-216,1997,9.5,207,262,79.0,3346,678,98,118,83.1,79,89,88.8,19,28,67.9,1,1.1,0.7,-0.1,5,21,6,1,25,Matches
55,Warren Bondo,fr FRA,MF,Cremonese,22-099,2003,12.5,398,455,87.5,6601,1558,188,211,89.1,176,187,94.1,26,36,72.2,0,0.2,0.2,-0.2,3,25,6,0,40,Matches
56,Giovanni Bonfanti,it ITA,DF,Pisa,22-340,2003,4.4,94,155,60.6,1809,911,42,46,91.3,28,43,65.1,19,51,37.3,0,0.1,0.1,-0.1,3,7,4,2,7,Matches
57,Ange-Yoan Bonny,fr FRA,FW,Inter,22-059,2003,4.9,82,104,78.8,1181,226,42,53,79.2,30,31,96.8,5,5,100.0,3,1.8,1.0,+1.2,10,6,4,0,12,Matches
58,Gennaro Borrelli,it ITA,FW,Cagliari,25-288,2000,8.8,102,148,68.9,1382,254,63,82,76.8,23,36,63.9,6,7,85.7,0,0.3,0.3,-0.3,6,6,2,0,9,Matches
59,Domagoj Bradarić,hr CRO,"DF,FW",Hellas Verona,26-013,1999,10.0,238,342,69.6,3761,1044,121,137,88.3,94,125,75.2,13,51,25.5,0,1.4,1.2,-1.4,7,9,4,2,15,Matches
60,Iker Bravo,es ESP,FW,Udinese,20-344,2005,2.0,31,42,73.8,503,117,15,17,88.2,14,16,87.5,2,5,40.0,0,0.2,0.2,-0.2,3,1,4,0,7,Matches
61,Gleison Bremer,br BRA,DF,Juventus,28-280,1997,4.7,195,230,84.8,3910,1303,54,57,94.7,114,122,93.4,26,44,59.1,2,0.1,0.1,+1.9,3,5,0,0,4,Matches
62,Marco Brescianini,it ITA,MF,Atalanta,25-337,2000,1.9,72,87,82.8,1216,318,32,38,84.2,33,34,97.1,6,14,42.9,0,0.1,0.1,-0.1,2,12,0,0,11,Matches
63,Sascha Britschgi,ch SUI,DF,Parma,19-118,2006,10.2,219,313,70.0,3434,1276,122,146,83.6,81,118,68.6,13,21,61.9,2,1.0,0.6,+1.0,7,13,8,5,21,Matches
64,Louis Buffon,cz CZE,"FW,MF",Pisa,17-360,2007,0.3,3,4,75.0,35,0,2,2,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
65,Adam Buksa,pl POL,FW,Udinese,29-164,1996,5.4,56,97,57.7,694,151,27,45,60.0,17,27,63.0,2,3,66.7,0,0.3,0.2,-0.3,5,3,0,0,6,Matches
66,Alessandro Buongiorno,it ITA,DF,Napoli,26-200,1999,10.1,490,546,89.7,8302,2483,205,220,93.2,261,274,95.3,18,36,50.0,1,0.1,0.2,+0.9,1,40,3,2,36,Matches
67,Jean Butez,fr FRA,GK,Como,30-198,1995,15.0,507,611,83.0,13151,8934,107,108,99.1,255,255,100.0,144,245,58.8,0,0.0,0.1,0.0,0,14,2,0,2,Matches
68,Arturo Calabresi,it ITA,DF,Pisa,29-281,1996,5.6,184,236,78.0,3571,1237,66,69,95.7,92,115,80.0,25,42,59.5,0,0.0,0.1,0.0,0,18,4,1,20,Matches
69,Hakan Çalhanoğlu,tr TUR,MF,Inter,31-318,1994,10.6,759,876,86.6,14525,3891,280,300,93.3,377,400,94.3,97,149,65.1,1,1.6,1.9,-0.6,23,88,13,1,84,Matches
70,Francesco Camarda,it ITA,FW,Lecce,17-288,2008,5.4,47,72,65.3,687,99,25,40,62.5,15,18,83.3,3,5,60.0,0,0.6,0.6,-0.6,2,4,0,0,5,Matches
71,Nicolò Cambiaghi,it ITA,FW,Bologna,24-360,2000,9.1,175,230,76.1,2823,546,98,112,87.5,67,85,78.8,8,21,38.1,4,2.0,1.4,+2.0,14,12,11,5,28,Matches
72,Andrea Cambiaso,it ITA,"DF,FW",Juventus,25-306,2000,12.1,594,705,84.3,9950,2524,319,356,89.6,212,250,84.8,54,75,72.0,2,2.1,1.9,-0.1,22,35,19,12,41,Matches
73,Matteo Cancellieri,it ITA,FW,Lazio,23-314,2002,6.8,138,180,76.7,1888,425,85,102,83.3,49,60,81.7,2,7,28.6,0,0.4,0.8,-0.4,6,6,3,1,19,Matches
74,Fali Candé,gw GNB,DF,Sassuolo,27-333,1998,4.9,146,191,76.4,2296,801,68,73,93.2,66,77,85.7,6,27,22.2,0,0.0,0.0,0.0,1,9,0,0,8,Matches
75,Simone Canestrelli,it ITA,DF,Pisa,25-103,2000,16.0,493,614,80.3,9208,3575,178,204,87.3,252,294,85.7,51,93,54.8,0,0.2,0.1,-0.2,6,29,0,0,54,Matches
76,Elia Caprile,it ITA,GK,Cagliari,24-120,2001,16.0,369,537,68.7,10496,7648,73,73,100.0,170,173,98.3,124,288,43.1,0,0.1,0.0,-0.1,1,9,1,0,0,Matches
77,Maxence Caqueret,fr FRA,"MF,FW",Como,25-311,2000,6.6,367,423,86.8,5742,1828,179,195,91.8,159,177,89.8,20,32,62.5,1,0.9,1.1,+0.1,12,40,10,2,44,Matches
78,Antonio Caracciolo,it ITA,DF,Pisa,35-176,1990,15.9,492,610,80.7,9053,3219,173,198,87.4,266,296,89.9,41,89,46.1,0,0.0,0.1,0.0,0,15,1,0,24,Matches
79,Valentin Carboni,ar ARG,"MF,FW",Genoa,20-293,2005,4.0,111,146,76.0,1644,481,62,73,84.9,40,48,83.3,5,9,55.6,0,0.2,0.3,-0.2,4,6,8,0,17,Matches
80,Diego Carlos,br BRA,DF,Como,32-283,1993,10.4,594,646,92.0,11273,3767,190,198,96.0,348,359,96.9,51,81,63.0,0,0.0,0.1,0.0,2,24,0,0,29,Matches
81,Marco Carnesecchi,it ITA,GK,Atalanta,25-175,2000,16.0,435,583,74.6,11995,8520,74,74,100.0,233,235,99.1,128,271,47.2,0,0.0,0.0,0.0,0,7,0,0,0,Matches
82,Cesare Casadei,it ITA,MF,Torino,22-347,2003,12.6,344,441,78.0,5483,1437,178,211,84.4,141,166,84.9,18,36,50.0,0,1.0,1.1,-1.0,11,45,3,0,53,Matches
83,Nicolò Casale,it ITA,DF,Bologna,27-312,1998,2.6,90,120,75.0,1956,772,18,24,75.0,56,70,80.0,14,24,58.3,0,0.0,0.0,0.0,0,4,0,0,6,Matches
84,Valentín Castellanos,ar ARG,FW,Lazio,27-081,1998,7.5,90,140,64.3,1416,364,52,72,72.2,26,41,63.4,9,13,69.2,3,1.7,0.8,+1.3,8,9,6,0,17,Matches
85,Santiago Castro,ar ARG,FW,Bologna,21-085,2004,9.8,103,145,71.0,1917,244,44,57,77.2,38,55,69.1,15,19,78.9,1,0.8,0.5,+0.2,11,9,4,0,14,Matches
86,Danilo Cataldi,it ITA,MF,Lazio,31-139,1994,11.8,489,613,79.8,7906,2527,246,271,90.8,193,237,81.4,38,70,54.3,2,1.2,0.7,+0.8,10,44,3,0,43,Matches
87,Nicolò Cavuoti,it ITA,"MF,DF",Cagliari,22-263,2003,0.2,3,4,75.0,46,0,2,2,100.0,1,1,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
88,Federico Ceccherini,it ITA,DF,Cremonese,33-226,1992,2.5,106,131,80.9,1801,596,47,51,92.2,52,59,88.1,5,17,29.4,0,0.0,0.0,0.0,0,4,0,0,8,Matches
89,Zeki Çelik,tr TUR,DF,Roma,28-309,1997,11.6,521,645,80.8,7696,2425,294,320,91.9,187,225,83.1,23,52,44.2,1,0.9,0.6,+0.1,9,34,12,5,50,Matches
90,Fallou Cham,gm GAM,DF,Hellas Verona,19-312,2006,2.4,56,87,64.4,894,399,26,34,76.5,24,32,75.0,4,10,40.0,0,0.6,0.1,-0.6,4,5,1,1,6,Matches
91,Walid Cheddira,ma MAR,FW,Sassuolo,27-335,1998,2.0,35,56,62.5,491,134,24,30,80.0,8,12,66.7,2,4,50.0,0,0.1,0.3,-0.1,2,3,1,0,4,Matches
92,Samuel Chukwueze,ng NGA,FW,Milan,26-215,1999,0.3,12,16,75.0,174,41,7,8,87.5,5,6,83.3,0,2,0.0,0,0.0,0.1,0.0,0,2,1,0,2,Matches
93,Alessandro Circati,au AUS,DF,Parma,22-074,2003,9.4,372,439,84.7,7010,2516,127,146,87.0,220,238,92.4,23,46,50.0,0,0.1,0.1,-0.1,3,18,2,0,20,Matches
94,Saúl Coco,gq EQG,DF,Torino,26-317,1999,14.0,499,563,88.6,9597,3263,167,176,94.9,276,300,92.0,50,73,68.5,1,0.1,0.2,+0.9,4,31,1,1,29,Matches
95,Michele Collocolo,it ITA,MF,Cremonese,26-045,1999,3.2,85,106,80.2,1168,226,59,64,92.2,20,25,80.0,4,11,36.4,0,0.1,0.0,-0.1,2,5,1,0,4,Matches
96,Lorenzo Colombo,it ITA,"FW,MF",Genoa,23-290,2002,9.6,123,188,65.4,1609,188,73,97,75.3,36,54,66.7,4,13,30.8,1,0.3,0.1,+0.7,6,7,1,0,8,Matches
97,Pietro Comuzzo,it ITA,DF,Fiorentina,20-306,2005,7.2,339,385,88.1,6425,1875,106,116,91.4,214,230,93.0,17,29,58.6,0,0.1,0.1,-0.1,2,14,0,0,21,Matches
98,Francisco Conceição,pt POR,"MF,FW",Juventus,23-009,2002,9.9,315,377,83.6,4956,789,165,177,93.2,127,152,83.6,18,30,60.0,0,0.8,1.7,-0.8,10,21,11,2,32,Matches
99,Maxwel Cornet,ci CIV,"FW,DF",Genoa,29-087,1996,0.9,17,29,58.6,229,59,11,14,78.6,3,3,100.0,2,7,28.6,0,0.2,0.1,-0.2,4,0,2,1,1,Matches
100,Edoardo Corvi,it ITA,GK,Parma,24-275,2001,4.0,110,140,78.6,3066,1923,10,10,100.0,64,64,100.0,35,65,53.8,0,0.0,0.0,0.0,0,3,0,0,0,Matches
101,Lassana Coulibaly,ml MLI,MF,Lecce,29-257,1996,13.1,273,346,78.9,4673,1019,123,148,83.1,114,136,83.8,27,36,75.0,0,0.3,0.5,-0.3,9,34,3,0,37,Matches
102,Woyo Coulibaly,ml MLI,DF,Sassuolo,26-217,1999,3.4,129,148,87.2,1956,594,72,76,94.7,41,51,80.4,10,10,100.0,0,0.3,0.2,-0.3,3,4,3,2,8,Matches
103,Ben Cremaschi,us USA,MF,Parma,20-296,2005,0.2,1,1,100.0,8,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
104,Bryan Cristante,it ITA,MF,Roma,30-295,1995,14.7,728,898,81.1,13777,4689,272,319,85.3,361,415,87.0,83,129,64.3,0,0.6,1.1,-0.6,12,117,16,1,119,Matches
105,Juan Cuadrado,co COL,"DF,MF",Pisa,37-211,1988,3.6,113,150,75.3,2405,936,41,47,87.2,47,59,79.7,25,40,62.5,0,0.8,0.6,-0.8,8,10,8,4,16,Matches
106,Patrick Cutrone,it ITA,FW,Parma,27-354,1998,9.0,110,179,61.5,1377,301,70,91,76.9,30,52,57.7,2,12,16.7,0,0.6,0.3,-0.6,3,6,0,0,7,Matches
107,Lucas Da Cunha,fr FRA,MF,Como,24-197,2001,10.7,579,658,88.0,9598,2656,291,309,94.2,229,254,90.2,42,65,64.6,0,1.0,1.5,-1.0,15,39,8,3,38,Matches
108,Thijs Dallinga,nl NED,"FW,MF",Bologna,25-142,2000,5.1,94,134,70.1,1647,336,42,59,71.2,41,52,78.8,9,11,81.8,2,0.3,0.5,+1.7,6,17,1,0,16,Matches
109,Matteo Darmian,it ITA,DF,Inter,36-021,1989,0.2,1,4,25.0,18,18,0,0,,1,3,33.3,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
110,Juan David Cabal,co COL,DF,Juventus,24-349,2001,1.5,48,62,77.4,751,146,22,25,88.0,20,26,76.9,3,5,60.0,0,0.3,0.1,-0.3,1,5,0,0,5,Matches
111,Jonathan David,ca CAN,FW,Juventus,25-343,2000,6.9,147,186,79.0,1816,354,95,117,81.2,37,48,77.1,4,5,80.0,1,1.3,0.7,-0.3,12,11,1,0,15,Matches
112,Keinan Davis,eng ENG,FW,Udinese,27-313,1998,10.1,129,170,75.9,1903,267,74,88,84.1,47,62,75.8,5,6,83.3,2,1.4,0.9,+0.6,14,6,6,0,10,Matches
113,Kevin De Bruyne,be BEL,MF,Napoli,34-178,1991,6.3,342,415,82.4,5892,1566,172,186,92.5,136,159,85.5,29,53,54.7,0,1.5,1.5,-1.5,15,50,15,3,43,Matches
114,Charles De Ketelaere,be BEL,"MF,FW",Atalanta,24-288,2001,10.9,368,473,77.8,5671,1942,208,239,87.0,118,153,77.1,30,49,61.2,1,2.9,3.8,-1.9,28,42,41,4,91,Matches
115,Manuel De Luca,it ITA,FW,Cremonese,27-159,1998,0.2,1,5,20.0,12,0,1,4,25.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
116,Lorenzo De Silvestri,it ITA,DF,Bologna,37-214,1988,3.0,109,132,82.6,2162,870,40,43,93.0,55,67,82.1,13,17,76.5,0,0.1,0.1,-0.1,4,8,2,1,11,Matches
117,Koni De Winter,be BEL,DF,Milan,23-194,2002,4.2,206,244,84.4,3802,1218,79,87,90.8,109,119,91.6,16,33,48.5,0,0.1,0.3,-0.1,1,22,1,1,18,Matches
118,Alessandro Deiola,it ITA,"MF,DF",Cagliari,30-144,1995,9.6,332,401,82.8,5637,1752,149,165,90.3,140,161,87.0,31,48,64.6,1,0.3,0.3,+0.7,4,18,5,0,19,Matches
119,Enrico Del Prato,it ITA,DF,Parma,26-043,1999,14.5,469,570,82.3,8579,3135,198,210,94.3,216,249,86.7,48,97,49.5,0,0.1,0.2,-0.1,1,31,3,0,36,Matches
120,Fisayo Dele-Bashiru,ng NGA,MF,Lazio,24-320,2001,3.0,95,103,92.2,1358,127,59,64,92.2,30,32,93.8,3,4,75.0,0,0.1,0.1,-0.1,3,7,1,0,6,Matches
121,Ali Dembélé,fr FRA,DF,Torino,21-352,2004,0.1,3,7,42.9,69,60,1,2,50.0,1,2,50.0,1,2,50.0,0,0.0,0.0,0.0,0,1,0,0,0,Matches
122,Daniel Denoon,ch SUI,DF,Pisa,21-329,2004,1.4,33,40,82.5,718,72,7,8,87.5,20,22,90.9,5,7,71.4,0,0.0,0.0,0.0,0,0,0,0,0,Matches
123,Michele Di Gregorio,it ITA,GK,Juventus,28-149,1997,14.0,350,441,79.4,9138,5661,50,50,100.0,208,208,100.0,92,179,51.4,0,0.0,0.0,0.0,0,5,0,0,0,Matches
124,Giovanni Di Lorenzo,it ITA,"DF,MF",Napoli,32-141,1993,15.0,794,958,82.9,12386,4209,400,441,90.7,349,406,86.0,33,64,51.6,1,1.5,1.8,-0.5,6,70,7,1,81,Matches
125,Alessandro Di Pardo,it ITA,DF,Cagliari,26-158,1999,0.6,19,26,73.1,321,108,7,8,87.5,11,15,73.3,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,2,Matches
126,Boulaye Dia,sn SEN,"FW,MF",Lazio,29-037,1996,8.9,161,198,81.3,2182,262,91,101,90.1,50,59,84.7,6,8,75.0,0,0.2,0.1,-0.2,5,11,2,0,12,Matches
127,Assane Diao,sn SEN,FW,Como,20-107,2005,3.5,79,110,71.8,1031,188,53,64,82.8,21,32,65.6,2,4,50.0,0,0.0,0.1,0.0,1,2,2,1,10,Matches
128,Federico Dimarco,it ITA,DF,Inter,28-043,1997,11.6,452,623,72.6,7746,2968,234,262,89.3,159,213,74.6,52,109,47.7,5,5.4,4.2,-0.4,34,30,31,17,60,Matches
129,Andy Diouf,fr FRA,"MF,FW",Inter,22-220,2003,0.8,35,43,81.4,459,96,22,25,88.0,11,13,84.6,0,0,,0,0.6,0.5,-0.6,2,1,2,0,3,Matches
130,Berat Djimsiti,al ALB,DF,Atalanta,32-307,1993,12.3,682,771,88.5,11380,3492,317,338,93.8,309,337,91.7,45,66,68.2,0,0.2,0.6,-0.2,3,36,2,0,44,Matches
131,Dodô,br BRA,DF,Fiorentina,27-036,1998,15.0,470,642,73.2,8490,2533,200,239,83.7,220,276,79.7,44,101,43.6,1,1.5,1.4,-0.5,17,29,14,11,43,Matches
132,Josh Doig,sct SCO,DF,Sassuolo,23-219,2002,11.7,415,529,78.4,6466,2549,216,242,89.3,171,214,79.9,17,41,41.5,0,0.5,0.5,-0.5,9,26,8,6,40,Matches
