Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Unnamed: 24_level_0_Matches
11,Caio Alexandre,br BRA,MF,Bahia,25,1999,14.5,4,0,0,32,30,0,14,10,15,0,0,0,73,4,8,33.3,Matches
12,Matheus Alexandre,br BRA,DF,Sport Recife,25,1999,19.8,9,1,1,29,14,0,47,33,33,1,1,0,78,30,16,65.2,Matches
13,Alexsander,br BRA,MF,Atlético Mineiro,21,2003,9.2,3,0,0,19,18,0,4,13,23,0,0,0,46,3,4,42.9,Matches
14,Alisson,br BRA,MF,São Paulo,31,1993,21.8,6,0,0,20,33,2,29,13,20,0,0,0,99,14,26,35.0,Matches
15,Allan,br BRA,"MF,FW",Palmeiras,20,2004,10.2,0,1,0,14,12,1,17,8,18,0,0,0,46,13,19,40.6,Matches
16,Allan,br BRA,MF,Botafogo (RJ),34,1991,10.7,8,0,0,28,11,0,8,5,17,0,0,0,48,2,7,22.2,Matches
17,Allan,br BRA,MF,Flamengo,27,1997,7.6,2,0,0,18,7,0,0,9,4,0,0,0,32,3,5,37.5,Matches
18,Allanzinho,br BRA,"MF,FW",Fortaleza,24,2000,3.2,1,0,0,6,11,1,15,2,2,1,0,0,14,5,6,45.5,Matches
19,Júnior Alonso,py PAR,DF,Atlético Mineiro,31,1993,29.0,6,2,0,23,11,0,11,32,18,0,0,1,111,62,42,59.6,Matches
20,Dyogo Alves,br BRA,GK,Flamengo,21,2004,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Matches
21,Matheus Alves,br BRA,"MF,FW",São Paulo,19,2005,4.1,3,0,0,9,6,1,4,3,4,0,0,0,17,3,3,50.0,Matches
22,Francis Amuzu,be BEL,"FW,MF",Grêmio,25,1999,12.7,4,0,0,11,23,3,39,0,8,0,0,0,42,2,10,16.7,Matches
23,Felipe Anderson,br BRA,"MF,FW",Palmeiras,31,1993,19.7,0,0,0,13,18,2,34,18,33,0,0,0,124,9,12,42.9,Matches
24,Kervin Andrade,ve VEN,"FW,MF",Fortaleza,19,2005,1.8,3,0,0,6,4,1,10,1,4,0,0,0,9,0,2,0.0,Matches
25,André,br BRA,MF,Corinthians,18,2006,3.5,0,0,0,8,9,0,1,1,8,0,0,0,19,5,2,71.4,Matches
26,José Andrés Martínez,ve VEN,MF,Corinthians,30,1994,15.5,11,2,1,21,28,1,37,14,20,0,1,0,70,7,14,33.3,Matches
27,Wilker Ángel,ve VEN,DF,Juventude,31,1993,15.8,5,0,0,26,4,3,0,12,7,0,1,0,20,42,20,67.7,Matches
28,Fabrizio Angileri,ar ARG,DF,Corinthians,30,1994,18.2,4,0,0,18,5,1,60,10,23,0,1,0,60,29,21,58.0,Matches
29,Anthoni,br BRA,GK,Internacional,23,2002,17.0,0,0,0,0,2,0,0,0,1,0,0,1,18,4,0,100.0,Matches
30,Marcos Antônio,br BRA,MF,São Paulo,24,2000,21.1,4,0,0,29,28,2,8,7,9,0,0,0,91,6,22,21.4,Matches
31,Léo Aragão,br BRA,GK,Cruzeiro,22,2002,3.7,1,0,0,0,1,0,0,0,0,0,0,0,4,1,0,100.0,Matches
32,Guilherme Arana,br BRA,DF,Atlético Mineiro,27,1997,19.4,7,0,0,20,17,2,67,17,17,0,0,0,88,13,22,37.1,Matches
33,Willian Arão,br BRA,MF,Santos,32,1992,8.7,0,0,0,11,10,1,0,17,6,0,1,0,40,16,15,51.6,Matches
34,Luiz Araújo,br BRA,"FW,MF",Flamengo,28,1996,19.6,2,0,0,33,24,1,106,8,36,0,0,0,58,8,17,32.0,Matches
35,Matheus Araújo,br BRA,"MF,FW",Ceará,22,2002,3.0,0,0,0,3,3,0,10,0,1,0,0,0,5,7,6,53.8,Matches
36,Michel Araujo,uy URU,"MF,FW",Bahia,28,1996,9.5,3,0,0,16,17,1,12,7,20,0,0,0,45,14,15,48.3,Matches
37,Alexander Aravena,cl CHI,"FW,MF",Grêmio,22,2002,6.5,1,0,0,6,11,1,10,0,4,0,0,0,29,6,14,30.0,Matches
38,Robert Arboleda,ec ECU,DF,São Paulo,33,1991,22.9,4,0,0,21,15,4,1,17,21,1,0,0,82,48,29,62.3,Matches
39,Lucas Arcanjo,br BRA,GK,Vitória,26,1998,28.3,3,0,0,0,3,0,0,0,0,0,0,0,33,2,0,100.0,Matches
40,Matias Arezo,uy URU,FW,Grêmio,22,2002,3.0,1,0,0,5,2,2,4,0,1,0,0,0,10,4,4,50.0,Matches
41,Jhon Arias,co COL,FW,Fluminense,27,1997,12.0,1,0,0,14,33,1,74,4,10,0,0,0,64,6,15,28.6,Matches
42,Santiago Arias,co COL,DF,Bahia,33,1992,15.8,3,0,0,10,18,3,34,18,15,0,2,0,68,11,11,50.0,Matches
43,Keny Arroyo,ec ECU,FW,Cruzeiro,18,2006,7.2,4,0,0,6,18,0,16,4,6,0,0,0,20,4,15,21.1,Matches
44,Arthur,br BRA,FW,Sport Recife,21,2003,2.2,0,0,0,3,7,0,0,1,0,0,0,0,6,4,5,44.4,Matches
45,Artur,br BRA,"FW,MF",Botafogo (RJ),26,1998,21.3,3,0,0,18,30,3,59,11,12,0,0,0,70,9,10,47.4,Matches
46,Rodrigo Atencio,ar ARG,"MF,FW",Sport Recife,22,2002,6.0,1,0,0,4,7,0,37,4,3,0,0,0,35,1,7,12.5,Matches
47,Loide Augusto,ao ANG,"FW,MF",Vasco da Gama,24,2000,2.1,1,0,0,9,4,0,8,1,2,0,0,0,8,1,0,100.0,Matches
48,Leo Augusto Pereira,br BRA,"FW,MF",Vitória,24,2000,1.8,0,0,0,5,9,1,8,1,3,0,0,0,3,3,3,50.0,Matches
49,Leo Augusto Pereira,br BRA,"FW,MF",Sport Recife,24,2000,12.3,0,0,0,17,28,9,36,3,10,0,1,0,44,3,26,10.3,Matches
50,Renato Augusto,br BRA,"MF,FW",Fluminense,36,1988,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches
51,Gastón Ávila,ar ARG,DF,Fortaleza,23,2001,25.8,4,0,0,23,25,1,29,25,42,1,1,0,79,35,43,44.9,Matches
52,Aylon,br BRA,"FW,MF",Ceará,32,1992,8.8,3,0,0,24,22,3,9,2,10,1,0,0,25,19,25,43.2,Matches
53,Matheus Babi,br BRA,FW,Juventude,27,1997,5.3,4,0,0,17,16,6,0,1,3,0,0,0,12,16,27,37.2,Matches
54,Bahia,br BRA,MF,Corinthians,19,2006,0.5,0,0,0,0,1,0,0,2,2,0,0,0,4,0,0,,Matches
55,Gabriel Bahia,br BRA,DF,Botafogo (RJ),26,1998,2.6,0,0,0,2,1,0,0,2,2,0,0,0,8,8,4,66.7,Matches
56,Matheus Bahia,br BRA,DF,Ceará,25,1999,27.4,6,0,0,25,33,0,97,21,27,0,0,0,86,16,12,57.1,Matches
57,Fabián Balbuena,py PAR,DF,Grêmio,33,1991,2.5,0,0,0,0,3,0,1,4,2,0,0,0,6,5,3,62.5,Matches
58,Gabriel Baralhas,br BRA,MF,Vitória,26,1998,25.3,10,0,0,44,29,0,12,36,39,0,1,0,128,19,30,38.8,Matches
59,Danilo Barbosa,br BRA,"DF,MF",Botafogo (RJ),28,1996,0.4,1,0,0,1,0,0,0,1,1,0,0,0,1,1,3,25.0,Matches
60,Diogo Barbosa,br BRA,DF,Fortaleza,32,1992,13.8,2,0,0,7,14,0,22,11,18,0,0,0,38,15,18,45.5,Matches
61,Gabriel Barbosa,br BRA,"FW,MF",Cruzeiro,28,1996,12.0,7,0,0,9,14,13,14,0,2,0,0,0,19,0,2,0.0,Matches
62,Lucas Barbosa,br BRA,"FW,MF",RB Bragantino,23,2001,25.9,10,1,1,66,42,8,52,19,30,1,0,0,112,37,32,53.6,Matches
63,Alexander Barboza,ar ARG,DF,Botafogo (RJ),29,1995,23.9,14,0,0,50,3,2,2,22,37,0,0,0,110,71,30,70.3,Matches
64,Adam Bareiro,py PAR,FW,Fortaleza,28,1996,9.8,7,1,0,33,23,2,2,0,8,0,0,0,14,54,56,49.1,Matches
65,Chrystian Barletta,br BRA,"FW,MF",Sport Recife,23,2001,16.7,2,0,0,15,35,5,51,11,6,0,0,0,55,12,14,46.2,Matches
66,Álvaro Barreal,ar ARG,"FW,MF",Santos,24,2000,24.9,2,0,0,27,23,6,128,24,22,0,0,0,93,9,12,42.9,Matches
67,Jordan Barrera,co COL,"FW,MF",Botafogo (RJ),18,2006,3.4,1,0,0,3,8,0,9,0,2,0,0,0,16,3,4,42.9,Matches
68,Cauan Barros,br BRA,MF,Vasco da Gama,20,2004,14.9,5,0,0,32,28,0,6,21,21,0,0,0,55,39,21,65.0,Matches
69,Enmerson Batalla,co COL,"FW,MF",Juventude,23,2001,14.6,3,0,0,18,31,1,47,2,16,0,0,0,53,6,14,30.0,Matches
70,Paulo Baya,br BRA,FW,Ceará,25,1999,4.8,0,0,0,2,5,1,39,0,2,0,0,0,19,1,5,16.7,Matches
71,Paulo Baya,br BRA,"MF,FW",Fluminense,25,1999,0.4,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,33.3,Matches
72,José Luis Rodríguez Bebanz,uy URU,DF,Vasco da Gama,27,1997,16.1,0,0,0,9,8,0,65,12,10,0,0,0,66,26,22,54.2,Matches
73,Erick Belé,br BRA,MF,Palmeiras,18,2007,0.3,0,0,0,0,1,0,0,0,2,0,0,0,4,0,0,,Matches
74,Luis Benedetti,br BRA,DF,Palmeiras,18,2006,4.2,0,0,0,3,1,0,0,6,2,0,0,0,10,13,4,76.5,Matches
75,Alan Benítez,py PAR,"DF,FW",Internacional,31,1994,6.1,0,0,0,5,0,0,13,2,5,0,0,0,24,4,7,36.4,Matches
76,Alexandro Bernabei,ar ARG,DF,Internacional,24,2000,28.7,10,1,1,62,34,3,125,37,44,1,1,0,153,16,35,31.4,Matches
77,Facundo Bernal,uy URU,MF,Fluminense,21,2003,11.5,8,0,0,17,13,0,1,9,19,0,0,1,58,15,12,55.6,Matches
78,Bernard,br BRA,"MF,FW",Atlético Mineiro,32,1992,13.4,4,0,0,25,13,2,51,9,14,0,0,0,55,4,4,50.0,Matches
79,Bernardo,br BRA,DF,Juventude,19,2005,0.5,0,0,0,1,0,0,0,1,2,0,0,0,4,0,0,,Matches
80,Matheus Bianqui,br BRA,"MF,FW",Mirassol,27,1998,1.6,1,0,0,7,1,0,2,0,6,0,0,0,6,12,8,60.0,Matches
81,Matheus Bidu,br BRA,DF,Corinthians,25,1999,21.8,7,0,0,21,66,7,76,23,27,1,0,0,113,18,18,50.0,Matches
82,Biel,br BRA,"FW,MF",Atlético Mineiro,23,2001,6.6,1,0,0,5,16,0,10,4,4,0,0,0,16,1,7,12.5,Matches
83,Rafael Bilu,br BRA,"FW,MF",Juventude,25,1999,7.6,1,0,0,20,24,2,18,1,6,0,0,0,23,3,14,17.6,Matches
84,Damián Bobadilla,py PAR,MF,São Paulo,23,2001,23.3,6,0,0,35,12,1,13,19,33,0,0,0,91,16,12,57.1,Matches
85,Yannick Bolasie,cd COD,"FW,MF",Cruzeiro,35,1989,2.0,1,0,0,11,4,2,8,1,1,0,0,0,10,17,10,63.0,Matches
86,Gabriel Bontempo,br BRA,"MF,FW",Santos,20,2005,11.1,1,0,0,10,19,0,12,20,15,0,0,0,49,9,13,40.9,Matches
87,Thiago Borbas,uy URU,"FW,MF",RB Bragantino,22,2002,6.4,4,0,0,18,7,0,1,2,5,0,0,0,11,24,26,48.0,Matches
88,Daniel Borges,br BRA,DF,Mirassol,31,1993,10.0,3,0,0,17,10,0,44,10,8,0,0,0,29,8,13,38.1,Matches
89,Marllon Borges,br BRA,DF,Ceará,32,1992,23.1,3,0,0,18,12,0,2,12,11,0,0,0,47,39,33,54.2,Matches
90,Pedro Borges,br BRA,MF,Fortaleza,27,1997,0.4,2,1,1,3,0,0,0,0,1,0,0,0,2,1,0,100.0,Matches
91,Pedro Borges,br BRA,MF,Sport Recife,27,1997,5.6,5,0,0,11,11,0,0,7,9,0,0,0,21,4,3,57.1,Matches
92,Rafael Borré,co COL,FW,Internacional,29,1995,20.1,3,1,0,38,22,15,12,6,24,0,0,0,50,30,71,29.7,Matches
93,Lucas Braga,br BRA,"FW,DF",Vitória,28,1996,10.8,1,0,0,13,25,3,13,6,13,0,0,0,35,9,26,25.7,Matches
94,Bilal Brahimi,dz ALG,FW,Santos,24,2000,0.2,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,,Matches
95,Martin Braithwaite,dk DEN,FW,Grêmio,33,1991,16.2,3,0,0,23,27,2,3,3,5,1,0,0,27,23,30,43.4,Matches
96,Gabriel Brazão,br BRA,GK,Santos,24,2000,37.7,2,0,0,1,13,0,0,1,1,0,1,0,27,7,0,100.0,Matches
97,Brenno,br BRA,GK,Fortaleza,25,1999,15.0,2,1,0,0,4,0,0,0,0,0,0,0,11,2,0,100.0,Matches
98,Breno,br BRA,"FW,MF",Fortaleza,29,1996,25.3,5,0,0,12,53,20,106,4,12,0,0,0,85,13,23,36.1,Matches
99,Breno,br BRA,MF,Corinthians,19,2005,28.0,10,1,1,65,83,1,24,19,29,2,1,0,136,9,20,31.0,Matches
100,Emanuel Brítez,ar ARG,DF,Fortaleza,32,1992,17.7,10,0,0,19,18,1,12,20,14,0,1,0,65,40,33,54.8,Matches
101,Bruninho,br BRA,MF,Fortaleza,19,2005,0.8,0,0,0,0,2,0,0,2,2,0,0,0,2,1,0,100.0,Matches
102,Fabrício Bruno,br BRA,DF,Cruzeiro,28,1996,32.8,9,1,1,25,19,0,9,24,36,0,0,0,135,72,34,67.9,Matches
103,Gustavo Caballero,py PAR,"FW,DF",Santos,23,2001,3.7,1,0,0,8,11,2,17,8,5,0,0,1,13,1,9,10.0,Matches
104,Arthur Cabral,br BRA,FW,Botafogo (RJ),26,1998,16.0,1,0,0,33,27,5,0,1,5,1,0,0,33,42,51,45.2,Matches
105,Cacá,br BRA,DF,Corinthians,25,1999,15.6,4,0,0,20,17,0,1,10,20,0,2,0,61,34,18,65.4,Matches
106,Raúl Cáceres,py PAR,DF,Vitória,33,1991,18.7,6,0,0,22,5,3,59,9,21,0,1,0,46,23,18,56.1,Matches
107,Cadu,br BRA,DF,Atlético Mineiro,20,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches
108,Calebe,br BRA,MF,Fortaleza,24,2000,2.5,2,0,0,2,5,1,8,2,2,0,0,0,6,2,3,40.0,Matches
109,Jonathan Calleri,ar ARG,FW,São Paulo,31,1993,1.3,0,1,0,2,2,0,0,0,1,0,0,0,1,1,5,16.7,Matches
110,João Camargo,br BRA,FW,Flamengo,17,2007,0.2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,33.3,Matches
111,Camilo,br BRA,"MF,DF",Grêmio,25,1999,8.2,2,0,0,20,1,0,2,16,11,0,1,0,25,6,9,40.0,Matches
112,Camutanga,br BRA,DF,Vitória,31,1993,13.8,7,0,0,19,9,1,0,13,10,0,0,0,39,29,28,50.9,Matches
113,Luan Cândido,br BRA,DF,Sport Recife,23,2001,14.6,2,0,0,20,7,2,12,17,6,0,1,1,38,34,11,75.6,Matches
114,Germán Cano,ar ARG,FW,Fluminense,36,1988,16.6,1,0,0,10,25,5,10,2,4,0,0,0,38,8,29,21.6,Matches
115,Agustín Canobbio,uy URU,"FW,MF",Fluminense,26,1998,23.4,6,0,0,44,53,6,73,12,32,1,0,0,96,14,18,43.8,Matches
116,Aitor Cantalapiedra,es ESP,"MF,FW",Vitória,28,1996,14.2,2,0,0,5,16,3,89,4,7,0,0,0,62,7,15,31.8,Matches
117,Juninho Capixaba,br BRA,DF,RB Bragantino,27,1997,21.9,4,0,0,34,41,3,52,21,35,0,0,0,103,46,30,60.5,Matches
118,Johan Carbonero,co COL,"FW,MF",Internacional,25,1999,16.2,6,1,0,32,60,15,22,2,8,2,0,0,61,9,20,31.0,Matches
119,Felipe Cardoso,br BRA,FW,Vitória,21,2003,0.9,0,0,0,1,1,0,3,0,1,0,0,0,4,0,1,0.0,Matches
120,Edson Carioca,br BRA,FW,Mirassol,27,1997,13.0,1,0,0,30,14,2,14,5,17,0,0,0,38,10,30,25.0,Matches
121,Igor Cariús,br BRA,DF,Sport Recife,31,1993,19.2,3,0,0,29,29,7,35,27,29,0,2,1,68,48,45,51.6,Matches
122,Carlinhos,br BRA,FW,Vitória,27,1997,1.8,2,1,0,9,1,3,0,1,1,0,0,0,6,17,14,54.8,Matches
123,Antonio Carlos,br BRA,DF,Sport Recife,31,1993,3.0,0,0,0,3,1,0,0,1,2,0,0,0,8,10,7,58.8,Matches
124,Jean Carlos Vicente,br BRA,"MF,FW",Juventude,32,1992,2.3,1,0,0,3,2,3,16,0,3,0,0,0,10,1,6,14.3,Matches
125,Ruan Carneiro,br BRA,GK,Juventude,34,1990,4.0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,100.0,Matches
126,Jorge Carrascal,co COL,"FW,MF",Flamengo,26,1998,9.1,4,0,0,21,20,0,43,4,15,0,0,0,38,17,13,56.7,Matches
127,André Carrillo,pe PER,MF,Corinthians,33,1991,14.2,3,0,0,31,14,2,31,11,14,0,0,0,64,1,10,9.1,Matches
128,Gabriel Carvalho,br BRA,FW,Internacional,17,2007,0.8,0,0,0,1,1,0,0,0,1,0,0,0,6,1,3,25.0,Matches
129,Cássio,br BRA,GK,Cruzeiro,37,1987,34.3,6,0,0,0,9,0,0,0,0,0,0,0,27,0,0,,Matches
130,Iury de Castilho,br BRA,FW,Mirassol,29,1995,5.5,2,0,0,7,18,6,4,2,7,0,0,0,11,5,7,41.7,Matches
131,Caue,br BRA,DF,RB Bragantino,18,2006,0.5,0,0,0,0,0,0,1,1,2,0,0,0,1,0,0,,Matches
132,Murilo Cerqueira,br BRA,DF,Palmeiras,27,1997,18.4,6,0,0,29,6,0,10,17,18,0,1,0,69,57,22,72.2,Matches
133,Julio Cesar,br BRA,DF,Fluminense,18,2006,2.0,0,0,0,2,7,0,8,4,2,0,0,0,6,1,3,25.0,Matches
134,Kayky Chagas,br BRA,"FW,MF",Bahia,21,2003,9.9,2,0,0,7,13,2,11,5,9,2,0,0,25,4,2,66.7,Matches
135,Gabriel Chapecó,br BRA,GK,Grêmio,24,2000,6.0,2,1,1,0,3,0,0,0,0,0,0,0,5,2,0,100.0,Matches
136,Chico,br BRA,"MF,FW",Mirassol,33,1991,3.9,1,0,0,8,15,0,7,5,8,1,0,0,14,4,3,57.1,Matches
137,Chico,br BRA,DF,Sport Recife,26,1998,11.8,1,0,0,9,5,0,1,12,11,0,1,0,42,27,22,55.1,Matches
138,Christian,br BRA,FW,Cruzeiro,24,2000,26.2,9,0,0,44,48,8,30,20,18,0,0,0,78,18,34,34.6,Matches
139,Cipriano,br BRA,DF,Juventude,22,2002,2.1,1,1,0,3,0,0,0,4,1,0,0,0,6,4,3,57.1,Matches
140,Claudinho,br BRA,DF,Vitória,24,2000,10.0,5,0,0,10,8,0,46,10,10,0,0,0,45,7,8,46.7,Matches
141,Clayson,br BRA,FW,Mirassol,29,1995,2.8,2,0,0,4,8,2,22,1,1,0,0,0,11,2,1,66.7,Matches
142,Clayton,br BRA,DF,Internacional,24,2000,8.5,2,0,0,14,1,0,2,10,6,0,0,0,26,18,19,48.6,Matches
143,Cleiton,br BRA,DF,Flamengo,21,2003,0.9,0,0,0,1,2,0,0,2,2,0,0,0,1,1,0,100.0,Matches
144,Mateus Cocão,br BRA,MF,Vasco da Gama,22,2002,6.6,1,0,0,15,5,0,1,11,9,0,0,0,34,8,3,72.7,Matches
145,Igor Coronado,br BRA,MF,Corinthians,32,1992,3.8,1,0,0,7,5,0,28,2,1,0,1,0,10,1,0,100.0,Matches
146,Joaquín Correa,ar ARG,"MF,FW",Botafogo (RJ),30,1994,10.0,2,0,0,13,21,2,19,2,8,1,0,0,27,4,6,40.0,Matches
147,Francisco da Costa,br BRA,FW,Mirassol,29,1995,13.2,3,0,0,15,18,10,2,1,1,0,0,0,24,17,27,38.6,Matches
148,Philippe Coutinho,br BRA,MF,Vasco da Gama,32,1992,26.7,3,1,0,22,40,3,133,7,11,1,0,0,94,7,11,38.9,Matches
149,Lucas Crispim,br BRA,"MF,FW",Fortaleza,30,1994,4.7,0,0,0,8,15,1,18,2,1,0,0,0,14,2,7,22.2,Matches
150,Franco Cristaldo,ar ARG,"MF,FW",Grêmio,28,1996,14.0,1,0,0,9,31,1,71,5,14,0,0,0,60,10,11,47.6,Matches
151,Gustavo Cuellar,co COL,MF,Grêmio,32,1992,9.8,3,0,0,16,14,0,3,12,21,0,0,0,60,3,0,100.0,Matches
152,Tomás Cuello,ar ARG,"FW,MF",Atlético Mineiro,24,2000,13.4,3,1,0,18,28,2,34,7,15,0,1,0,65,12,12,50.0,Matches
153,Carlos Cuesta,co COL,DF,Vasco da Gama,25,1999,12.1,3,0,0,17,3,1,8,13,12,0,1,0,30,17,13,56.7,Matches
154,Cuiabano,br BRA,"DF,MF",Botafogo (RJ),21,2003,17.0,4,0,0,32,19,1,64,21,27,0,0,0,65,16,17,48.5,Matches
155,Jair Cunha,br BRA,DF,Botafogo (RJ),19,2005,11.0,0,0,0,4,8,0,2,11,11,0,0,0,38,21,5,80.8,Matches
156,Lucas Cunha,br BRA,DF,Sport Recife,28,1997,4.8,1,0,0,5,2,0,0,7,2,0,0,0,9,5,7,41.7,Matches
157,Danielzinho,br BRA,MF,Mirassol,30,1994,36.3,4,0,0,34,75,3,87,23,40,1,0,0,186,31,34,47.7,Matches
158,Danilo,br BRA,"MF,FW",Botafogo (RJ),23,2001,9.2,2,0,0,6,5,2,3,9,8,0,0,0,59,0,4,0.0,Matches
159,Danilo,br BRA,DF,Flamengo,33,1991,15.7,2,1,0,15,6,0,15,14,8,0,0,0,70,20,20,50.0,Matches
160,David,br BRA,FW,Vasco da Gama,29,1995,8.3,3,1,0,13,5,2,6,5,5,0,0,0,36,11,17,39.3,Matches
161,Matheus Davó,br BRA,"FW,MF",Mirassol,25,1999,0.4,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0.0,Matches
162,Giorgian De Arrascaeta,uy URU,"MF,FW",Flamengo,30,1994,26.1,3,0,0,13,54,2,146,7,15,3,0,0,85,16,15,51.6,Matches
163,Nicolás De La Cruz,uy URU,MF,Flamengo,27,1997,11.3,4,0,0,17,33,0,28,7,14,0,0,0,64,8,4,66.7,Matches
164,Gabriel Delfim,br BRA,GK,Atlético Mineiro,22,2002,2.0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,100.0,Matches
165,Deyverson,br BRA,FW,Fortaleza,33,1991,13.0,4,0,0,19,26,7,7,5,4,0,0,0,28,75,61,55.1,Matches
166,Enzo Díaz,ar ARG,DF,São Paulo,29,1995,20.9,10,0,0,54,37,1,110,19,49,0,4,0,93,32,24,57.1,Matches
167,Lautaro Díaz,ar ARG,"FW,MF",Cruzeiro,26,1998,0.9,0,0,0,0,0,0,2,0,0,0,0,0,3,2,5,28.6,Matches
168,Lautaro Díaz,ar ARG,FW,Santos,26,1998,11.3,2,0,0,17,10,5,8,3,0,1,0,0,28,24,33,42.1,Matches
169,Dieguinho Diego,br BRA,MF,Ceará,29,1995,29.5,5,0,0,26,66,0,8,32,29,0,1,0,157,31,26,54.4,Matches
170,Dieguinho,br BRA,"FW,DF",Corinthians,17,2007,5.0,0,0,0,2,10,0,21,1,4,0,0,0,20,0,2,0.0,Matches
171,Diogenes,br BRA,GK,Santos,24,2001,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
172,Dodi,br BRA,MF,Grêmio,28,1996,26.0,9,1,0,43,37,0,2,29,28,0,2,0,84,11,15,42.3,Matches
173,Fabricio Domínguez,uy URU,MF,Sport Recife,26,1998,1.1,1,0,0,2,5,0,6,1,1,0,0,0,7,2,1,66.7,Matches
174,Matheus Donelli,br BRA,GK,Corinthians,22,2002,5.0,1,0,0,0,1,0,0,0,0,0,0,0,5,1,0,100.0,Matches
175,Mailton dos Santos,br BRA,DF,São Paulo,26,1998,4.3,1,0,0,9,10,0,32,4,2,0,0,0,16,3,6,33.3,Matches
176,Thiago dos Santos,br BRA,"MF,DF",Fluminense,35,1989,3.2,2,0,0,10,3,0,0,3,8,0,0,0,12,6,8,42.9,Matches
177,Alexis Duarte,py PAR,DF,Santos,24,2000,4.5,1,0,0,7,4,0,4,3,3,0,0,0,16,9,6,60.0,Matches
178,David Duarte,br BRA,DF,Bahia,30,1995,24.5,4,0,0,20,8,2,0,14,11,0,0,0,59,75,28,72.8,Matches
179,Dudu,br BRA,"FW,MF",Cruzeiro,33,1992,2.4,0,0,0,4,7,0,2,1,1,0,0,0,5,1,2,33.3,Matches
180,Dudu,br BRA,MF,Vitória,25,1999,3.5,7,2,2,12,6,0,0,3,9,0,0,0,20,4,5,44.4,Matches
181,Dudu,br BRA,"MF,FW",Atlético Mineiro,33,1992,11.6,1,0,0,5,20,7,27,3,3,0,0,0,34,4,7,36.4,Matches
182,Edenílson,br BRA,MF,Grêmio,35,1989,20.0,6,0,0,19,34,2,37,17,14,1,0,0,80,14,23,37.8,Matches
183,Eder,br BRA,DF,Ceará,29,1995,3.0,0,0,0,3,1,0,0,0,0,0,0,0,6,10,1,90.9,Matches
184,EDU,br BRA,DF,Vitória,24,2000,11.9,2,0,0,11,7,0,1,11,19,0,0,0,40,26,24,52.0,Matches
